xxx_3478015960	A	A	A	A	A	A	A	A	A	A	A
71	晶莹剔透，团团簇拥的丝状物体——那一团精密的东西在罗赞平摊的掌心里熠熠发光，而那怪物的身体早就委顿在地，以肉眼可见的速度崩解。	晶瑩剔透，團團簇擁的絲狀物體——那一團精密的東西在羅贊平攤的掌心裡熠熠發光，而那怪物的身體早就委頓在地，以肉眼可見的速度崩解。	透き通った糸が絡まり合ったような物体だ。その精巧な造形物は、ロザンの手の中でキラキラと輝いていた。その一方で化け物は力なく倒れ、あっという間に崩壊してしまった。	수정처럼 맑게 빛나는 섬유 덩어리… 무수히 얽힌 실오라기들이 로잔의 손바닥 위에서 미세한 빛을 발했다. 한편 괴물의 몸은 이미 쓰러져 바닥에서 육안으로 확인 가능한 속도로 붕괴하고 있었다.	It was a crystal-clear cluster of silken objects, the intricate clump glistening in Rozan's flat palm. The monster's body had already collapsed to the ground and was disintegrating before my eyes.						0
72	我盯着那怪物的身躯，它消散的方式与死亡的异化人有很多相似的地方，而这给了我一点启发……或许我该先和这位司令拌拌嘴，为自己多拖一点时间出来。	我盯著那怪物的身軀，它消散的方式與死亡的異化人有很多相似的地方，而這給了我一點啟發……或許我該先和這位司令拌拌嘴，為自己多拖一點時間出來。	化け物が崩壊する過程を、私は注意深く観察していた。変異者の死を連想するとともに、私はある気付きを得た。この司令ともう少し会話を続けて……時間を稼ぐ必要がある。	난 그 괴물의 몸을 노려보았다. 그것이 사라지는 방식은 사망한 변이자와 비슷한 점이 많았고, 이건 내게 약간의 영감을 주었다… 내가 먼저 사령관과 말다툼해서 시간을 좀 더 벌어야 할 것 같다.	As I stared at the monster's corpse, I was reminded of how the Changed also dissipated when they died. That gave me an idea... Maybe I should pick a fight with the commander to buy myself some time.						0
73	软磨不成……就来这种硬的下马威，很抱歉我不吃这一套，你没必要这么兜圈子。	軟磨不成……就來這種硬的下馬威，很抱歉我不吃這套，你沒必要這樣兜圈子。	ハニートラップが通用しないからって、次は脅しをかけるつもりか？残念だが無駄だ。言いたいことがあるなら直接言え。	유화 작전이 안 통하니까 이제 강압적인 방식으로 위협하는 건가? 미안하지만 헛수고인 거 같군. 이렇게 돌려 말할 필요 없어.	A gentle approach didn't work... so you're using a more brutal method to intimidate me? Sorry, but I'm not biting. You don't need to beat around the bush.						0
74	哪有那么复杂……	哪有那麼複雜……	そうじゃないよ。	그렇게 복잡한 건 아닌데…	Heh, it's actually quite simple...						0
75	她看着手里的那团东西，慢慢起身，向着我走过来。	她看著手裡的那團東西，慢慢起身，朝我走過來。	ロザンは怪物から取り戻したものを見つめながらゆっくり立ち上がると、私に近寄って来た。	그녀는 손에 들고 있는 물건을 보면서 천천히 일어나더니, 나를 향해 걸어왔다.	She stared at the cluster in her hand, slowly straightened up, then walked toward me.						0
76	只是因为没用的东西……都不配活着罢了。	只是因為沒用的東西……都不配活著罷了。	役立たずは、生きる資格がないってだけさ。	쓸모없는 존재는… 살 자격이 없을 뿐이야.	Just now was only because useless beings... don't deserve to live.						0
77	照你这么说，我岂不是也不配活着了。你知道不管你想干什么，我都不可能加入你，不可能跟你合作的。	照你這麼說，我豈不是也不配活著了。你知道不管你想幹什麼，我都不可能加入你，不可能跟你合作的。	なら、私も殺されるのか？なにがあっても、私はあなたの仲間になんてならないし、協力したりもしないぞ。	그렇게 말하면, 나도 살 자격이 없는 거네. 네가 무엇을 하려든, 난 절대 너와 손잡지 않을 테니까.	If that's true, I don't deserve to live either. You already know I can't join you or work with you, no matter what you do.						0
78	这样的人在你眼里，难道不也是没用的东西吗。	這樣的人在你眼裡，不也是沒用的東西嗎。	あなたにとっては、私だってただの役立たずだ。	이런 사람도 네 눈에는 쓸모없는 존재가 아닐까?	Wouldn't someone like that be useless in your eyes?						0
79	……不。	……不。	……いや。	… 아니.	...No.						0
80	她走到床边，轻巧地一抬腿，跨坐在了我身上，居高临下地凝视着我。	她走到床邊，輕巧地一抬腿，跨坐在了我身上，居高臨下地凝視著我。	ベッドの横まで来ると、彼女は足をあげ、私の上で膝立ちになって、私を見下ろした。	그녀는 침대 곁으로 다가오더니, 가볍게 다리를 들어 내 위에 걸터앉아 나를 빤히 내려다보았다.	She strode over to the bed, gently lifted one leg, and looked at me condescendingly.						0
81	你不是没用，你只是不开窍，分析员。	你不是沒用，你只是不開竅，分析員。	あんたは役立たずじゃない。まだ状況を掴めていないだけさ、分析員。	넌 쓸모없는 게 아니라 아직 깨닫지 못한 거야, 분석가.	You aren't useless. You just never learn, Adjutant.						0
82	你的上司，你们世界树，这个天底下所有一边畏惧着泰坦物质，一边又渴望从中汲取力量的人，都不开窍。	你的上司，你們世界樹，這個天底下所有一邊畏懼著泰坦物質，一邊又渴望從中汲取力量的人，都不開竅。	あんただけじゃない。あんたの上司も、会社も、タイタン物質に怯えながらその力にすがろうとするやつは、み～んな一緒なのさ。	너뿐만 아니라, 너의 상사, 너희 위그드라실, 이 세상의 모든 사람들은 타이탄 물질을 두려워하면서 그것으로부터 힘을 얻고 싶어 하는 멍청이들이야.	Your boss, your company, and all of the people in the world who fear Titagen while simultaneously gaining power from it just never learn.						0
83	而被那些蠢货庸才妄自驱使，为了一个又一个虚假的宣称不停奔波，在每一处绝境里拼尽全力，只为他人作嫁衣的你……	而被那些蠢貨庸才妄自驅使，為了一個又一個虛假的宣稱不停奔波，在每一處絕境裡拼盡全力，只為他人作嫁衣的你……	そんなバカの集団にこき使われて、偽りだらけの大義のために世界中を飛び回り、死線を潜り抜けて、他人の栄誉のために命を賭け続けるあんたが……	하찮은 자들에게 이용당하며, 거짓된 명분을 위해 쉬지 않고 달리고, 모든 위기에서 전력을 다했지만 결국 남을 위해 노력해 오던 너…	And you, led by those mediocre fools, rushing around upon hearing false claim after false claim, doing your best in every hopeless situation just for someone else to benefit...						0
84	对我而言，是最重要的，最有用的东西。	對我而言，是最重要的，最有用的東西。	役立たずなわけないじゃないか。	넌 나에게 가장 소중하고, 가장 필요한 존재야.	To me, you are the most important, the most useful thing of all.						0
85	她慢慢地俯下身，以手指轻柔地划过我的脸——咫尺之距，她的双目无比澄澈，那叹息式的语调里似乎只有坦然可言。	她慢慢地俯下身，以手指輕柔地劃過我的臉——咫尺之距，她的雙眼無比澄澈，那嘆息式的語調裡似乎只有坦然可言。	彼女は私に顔を近づけると、指先で私の頬をそっと撫でた。至近距離から見る彼女の瞳は、驚くほど綺麗だった。その嘆きにも似た言葉も、彼女の本心としか思えなかった。	천천히 몸을 숙여 손가락으로 부드럽게 내 얼굴을 어루만지는 그녀의 두 눈은 더없이 맑았고, 그 한숨 섞인 목소리에는 오직 담담함만이 깃들어 있었다.	She slowly leaned closer, caressing my cheek with her fingertips. This close, her eyes appeared incredibly clear, and her lamenting voice sounded absolutely calm.						0
86	我说过了，我们是同胞，是同类。	我說過了，我們是同胞，是同類。	私達は仲間であり、同類なんだ。	말했잖아, 우린 동포고 동족이라고.	I said we were counterparts, the same kind.						0
87	……那这又是什么？	……那這又是什麼？	……じゃあ、それはなんなんだ？	… 그럼 이건 뭐지?	...Then what's that?						0
88	我尽可能摆出手无缚鸡之力的弱势模样，带着一脸任她宰割的苦闷表情，看着她手里的那团东西，打探着这一次我最想弄明白的事情。	我盡可能擺出手無縛雞之力的弱勢模樣，帶著一臉任她宰割的苦悶表情，看著她手裡的那團東西，打探著這次我最想弄清楚的事情。	できるだけ反抗する素振りを見せず、従順そうな態度に努めながら、私は一番気になっていた彼女の持つ「何か」について探りを入れることにした。	나는 가능한 한 약한 모습을 보여주면서, 그녀에게 잡아먹힐 듯한 표정을 지어 보였다. 그녀의 손에 든 물건을 바라보면서, 이번 기회에 반드시 알아내야 할 진실을 캐내려고 했다.	I tried to act weak and powerless, revealing a bitter expression. I looked at the mass in her hand, asking the question I craved the answer to the most.						0
89	别露出那种弱不禁风的表情，分析员。凭你现在的演技可演不好那副扮猪吃老虎的模样来……	別露出那種弱不禁風的表情，分析員。憑你現在的演技可演不好那副扮豬吃老虎的模樣來……	そんな弱々しい顔はあんたには似合わないよ？分析員。あんたには意気地なしの演技は向いてないみたいだ……	약해빠진 표정 짓지 마, 분석가. 지금 네 연기로는 너무 어설프다고…	Wipe that delicate look off your face, Adjutant. Your acting skills aren't good enough to play the "bumbling opponent"...						0
90	而且，你现在应该已经恢复力气了，对吧？	而且，你現在應該已經恢復力氣了，對吧？	それに。ちょっとは調子が戻ったみたいじゃないか。	게다가 넌 지금쯤 이미 기력을 회복했을 거야, 그렇지?	Besides, you must have already regained your strength, right?						0
91	……她是怎么知道的？！	……她是怎麼知道的？！	……バレてたのか！？	… 그녀는 어떻게 알아낸 것일까?!	...How does she know!?						0
92	天底下可不是只有你一个人懂得怎么利用泰坦物质。	天底下可不是只有你一個人懂得怎麼利用泰坦物質。	タイタン物質を利用できるのは、あんただけじゃないさ。	타이탄 물질을 사용하는 방법을 아는 사람은 너뿐만이 아니야.	You aren't the only one who knows how to use Titagen.						0
93	她话音未落，忽然手上用力，捏住了我的下颌——转瞬之间，浓度精纯的信息态泰坦物质就沿着她探入我口中的指尖汩汩流入我的身体。	她話音未落，忽然手上用力，捏住了我的下顎——轉瞬之間，濃度精純的資訊態泰坦物質就沿著她探入我口中的指尖汩汩流入我的身體。	言い終わる前に、彼女は私の顎を手でガッと掴んだ。濃厚な情報体のタイタン物質が、瞬時にその指先から私の体に流れ込み始めた。	그 말이 끝나기도 전에 그녀는 갑자기 손으로 내 턱을 콱 잡았다. 순식간에 고농도의 이념 형태 타이탄 물질이 그녀의 손끝을 따라 내 몸속으로 스며들었다.	Before she finished speaking, her hand suddenly clamped down forcefully, pinching my jaw. Dense, pure Titagen instantly began to flow into my body through the fingers she had shoved in my mouth.						0
94	酒店房间里原本由那个死亡崩解的怪物所散逸出的部分也像是受到了什么引导一样，冲着我席卷过来。	酒店房間裡原本由那個死亡崩解的怪物所散逸出的部分也像是受到了什麼引導一樣，朝著我席捲過來。	先ほど崩壊した化け物の一部も、彼女に命じられたように私の元へと向かって来た。	호텔방에서 죽음과 함께 붕괴한 그 괴물이 뿜어내던 부분도 마치 무슨 안내라도 받은 듯 나를 향해 휩쓸어오고 있었다.	It was as if the remains of the disintegrated monster were also moving toward me across the hotel room, seemingly guided by something.						0
95	头脑和身体都坦率一点，哈……这样就好多了。	頭腦和身體都坦率一點，哈……這樣就好多了。	素直になりなよ。ふふ……そうだ、それでいい。	머리도 몸도 솔직하게, 하아… 이 정도면 많이 좋아진 거 같아.	Let's be more candid, mentally and physically. Hah... this is much better.						0
96	她把耻骨抵在我的腰胯上，轻轻一发力。陡然袭来的刺激让我忍不住张大了嘴，而她则趁势就要将手里的那团东西塞进来。	她把恥骨抵在我的腰胯上，輕輕一發力。陡然襲來的刺激讓我忍不住張大了嘴，而她則趁勢就要將手中的那團東西塞進去。	そう言いながら、彼女は恥骨を私の腰に当てて、少し力を入れた。その痛みに思わず口を開くと、彼女は手にしていたあの物体を私の口に押し込もうとした。しかしその瞬間——	그녀는 치골을 나의 허리 사타구니에 밀어붙이며 살짝 힘을 주었다. 갑자기 들이닥친 자극에 나는 입을 벌릴 수밖에 없었고, 그녀는 그 틈을 타 손에 든 그것을 밀어 넣으려 했다.	She pressed her pelvis against my hips with a gentle force. The abrupt stimulation caused my lips to part, and she used this opportunity to shove the cluster she was holding into my mouth.						0
97	……	……	……	…	...						0
98	透过楼板，从下方隐约传来的杂乱枪声让我和她都停止了动作……她瞪着我，眼睛里一瞬间闪过一丝疑惑。	透過樓板，從下方隱約傳來的雜亂槍聲讓我和她都停止了動作……她瞪著我，眼睛裡一瞬間閃過一絲疑惑。	下のフロアから微かに銃声が聞こえた。私と彼女は同時に動きをとめ、彼女の瞳に疑惑の色が浮かんだ。	마루를 통해 밑에서 희미하게 들려오는 어지러운 총소리에 그녀와 나는 동작을 멈추었다… 나를 노려보는 그녀의 눈에는 의혹의 빛이 스쳐 지나갔다.	The sound of chaotic gunfire coming from underneath the floorboards led both of us to freeze... She stared at me, a trace of doubt flashing across her gaze.						0
99	看来你做事也没那么滴水不漏，罗赞司令。	看來你做事也沒那麼滴水不漏，羅贊司令。	あなたにも予想できないことがあるようだな、ロザン司令。	보아하니 그렇게 빈틈없는 것 같진 않네, 로잔 사령관.	It looks like your plan wasn't completely airtight, Commander Rozan.						0
100	哈……你觉得真的会有人来救你？	哈……你覺得真的會有人來救你？	ハッ……助けが来るなんて、本気で信じているの？	하… 정말 누가 널 구하러 올 거 같아?	Hah... You really think someone is coming to save you?						0
101	不。我觉得我可以自己走出去！	不。我覺得我可以自己走出去！	いや。私は自分でここから出てみせるさ！	아니. 내 힘으로 나갈 거야!	No. I think I can get out of this myself!						0
102	伴随着说出口的话语，我猛地挥拳直捣她的面门。在她不出我所料地向后弓腰，反手抓住我的拳头之后，我的另一只手伸向了那团真菌状的物什。	伴隨著說出口的話語，我猛地揮拳直搗她的面門。在她不出我所料地向後弓腰，反手抓住我的拳頭之後，我的另一隻手伸向了那團真菌狀的物體。	そう言い放つと、私は彼女の顔に殴りかかった。呆気なく避けられたが、それはこちらも織り込み済みだ。私はその隙に、もう片方の手であの真菌状の物体を奪い取ろうとした。	말을 내뱉으면서 나는 그녀의 얼굴을 향해 주먹을 휘둘렀다. 그녀는 예상대로 허리를 뒤로 젖혀 내 주먹을 움켜쥐었고, 나는 다른 손으로 그 곰팡이 모양의 물건을 향해 손을 뻗었다.	As I said this, I violently swung at her face. Just as I'd expected, she leaned back and grabbed my fist with her other hand. I reached out for the crystal-like cluster.						0
103	啊哈——明抢可不行，分析员。	啊哈——明搶可不行，分析員。	おっと。そりゃよくないねぇ、分析員。	후훗… 대놓고 뺏는 건 안 되지, 분석가.	Ah, ah~ You can't just take it like that, Adjutant.						0
104	她只是手掌轻轻一翻，那东西就自行钻入了她的皮肉里消失不见。	她只是手掌輕輕一翻，那東西就自行鑽入了她的皮肉裡消失不見。	彼女が掌をひっくり返すと、それは彼女の肌に溶けるように、一瞬にして消えてなくなってしまったのだ。	그녀가 손바닥을 살짝 뒤집자, 그것은 저절로 그녀의 살 속으로 파고들어 사라져 버렸다.	With a slight flick of her wrist, the object merged with her flesh, disappearing without a trace.						0
105	不过你想活动活动筋骨的话，我倒是很乐意陪你。	不過你想活動活動筋骨的話，我倒是很樂意陪你。	けど、運動がしたいのなら、喜んで相手になってあげるよ。	하지만 몸 좀 풀고 싶다면, 기꺼이 상대해 주지.	But if you want to flex your muscles, I'd be more than happy to join you.						0
106	她话还没说完，反手的手刀就已经对着我的颈动脉直劈过来。不得已之下，我只能收紧下颌，后腰和大腿一起发力，想将她从我身上掀翻下去。	她話還沒說完，反手的手刀就已經對著我的頸動脈直劈過來。不得已之下，我只能收緊下顎，後腰和大腿一起發力，想將她從我身上掀翻下去。	彼女は間髪置かず、反対の手で作った手刀を私の首へと振り下ろした。私は顎を引くとともに、彼女を振り落とそうと自分の腰と太ももに力を込めた。	그녀의 말이 채 끝나기도 전에, 뒤집은 손날이 나의 경동맥을 향해 날아왔다. 난 어쩔 수 없이 턱을 조이고 허리와 허벅지에 힘을 주며 그녀를 내 몸에서 떨어뜨리려 했다.	Before she had even finished speaking, a backhanded knife strike was heading for my jugular. All I could do was tighten my jaw, engaging my back and thighs to shove her off me.						0
107	但她的灵活和技巧显然超出了我的预料——单手撑住我的胸口，抬腿侧翻，不仅从容地脱身，还顺势在我的侧腹上重重地踢了一脚。	但她的靈活和技巧顯然超出了我的預料——單手撐住我的胸口，抬腿側翻，不僅從容地脫身，還順勢在我的側腹上重重地踢了一腳。	だが彼女は予想以上に機敏だった。私の胸を突くようにして距離を置くと同時に、私の脇腹へ蹴りを打ち込んだのだ。	그러나 그녀의 반응은 내 예상을 훨씬 뛰어넘었다. 그녀는 한 손으로 내 가슴을 짚고 다리를 들어 여유롭게 옆으로 벗어나면서, 내 옆구리를 세게 걷어차기까지 했다.	However, her flexibility and technique vastly exceeded my expectations. She supported herself on my chest with one hand, swinging her legs sideways. She calmly escaped while also giving me an intense kick in the side.						0
108	我堪称狼狈地从身下的床榻里脱身，忍着钻心的痛楚勉强站直了身体，而她早已好整以暇地拦在了我通往房门的去路上，一边晃着脖子，一边轻松地舒展着筋骨。	我堪稱狼狽地從身下的床榻裡脫身，忍著鑽心的痛楚勉強站直了身體，而她早已好整以暇地攔在了我通往房門的去路上，一邊晃著脖子，一邊輕鬆地舒展著筋骨。	激痛に耐えながらベッドから抜け出し、なんとか態勢を立て直すだけで精一杯の私とは対照的に、彼女は部屋の出入口で悠々と準備運動をこなしていた。	나는 허겁지겁 침대에서 빠져나와 지독한 고통을 참으며 겨우 몸을 세웠고, 그녀는 이미 방문으로 가는 길을 가로막은 채, 목을 흔들며 가볍게 몸을 풀고 있었다.	I shambled out of the bed, standing up despite the excruciating pain. She had already blocked my path to the door, casually stretching her neck and arms.						0
109	你知道从一开始，我为什么会选择去投身行伍吗？	你知道從一開始，為什麼我會選擇去投身行伍嗎？	あのさ。私がなんで軍に入ったのか、分かるかい？	내가 처음부터 군대에 가기로 한 이유를 알아?	Do you know why I decided to join the Military's ranks in the beginning?						0
110	我知道。就算此前我不知道，现在我也该知道了。	我知道。就算此前我不知道，現在我也該知道了。	もちろんだ。そんなことは今の彼女を見れば分かる。	알지. 전에는 몰랐어도 이제는 알 거 같네.	I know. Even if I didn't before, I certainly know now.						0
111	磨练肉体，施展暴力，用相应的成果来满足心灵的欲求——人类作为一种动物，这是理所当然的本能。	磨練肉體，施展暴力，用相應的成果來滿足心靈的慾求——人類作為一種動物，這是理所當然的本能。	肉体を鍛えて、暴力を振るうことで、心が満たされるからだよ。これは人間が本来当たり前に持っている本能なんだ。	육체를 단련하고 폭력을 행사하며, 그에 걸맞은 성과로 마음의 욕구를 채워주는 것… 이건 인간이란 동물로서의 당연한 본능이지.	To train my body. To utilize violence to satisfy the desire deep within me. It's a natural instinct in humans — we're simply another species of animal.						0
112	在整个世界都与这种本能背道而驰的今天，我重新拥抱了它，并且从它的内在里……找到了无上的快乐！	在整個世界都與這種本能背道而馳的今天，我重新擁抱了它，並且從它的內在裡……找到了無上的快樂！	この時代、この世界には、そんな本能の居場所はない。だがそれを改めて受け入れることで……私はこれ以上ない快楽を見出したのさ！	온 세상이 이 본능을 외면하는 지금, 나는 그걸 다시 껴안고, 그 속에서… 더없는 즐거움을 찾았어!	Nowadays, while the entire world is in opposition to this instinct, I'm embracing it. And from it... I've experienced unparalleled joy!						0
113	我发誓，在我明知道“自己现在即使立刻死掉也无所谓”的前提下，我仍然忍不住脊背发凉。	我發誓，在我明知道“自己現在即使立刻死掉也無所謂”的前提下，我仍然忍不住脊背發涼。	「今この場で死んでも構わない」という誓いを立てていても、私は背筋が凍るような気持ちに襲われた。	맹세코 '지금 당장 죽어도 상관없다'라는 것을 알면서도, 나는 등골이 오싹해졌다.	Even though I was always prepared to give my life on any mission, at that moment, a chill ran down my spine.						0
114	如同离弦之箭一般向我直冲过来的毫无疑问只是一个人类，但她身上所裹挟的却是比泰坦，甚至鬼神都要更可怕的东西。	如同離弦之箭一般向我直衝過來的毫無疑問只是一個人類，但她身上所裹挾的卻是比泰坦，甚至鬼神都要更可怕的東西。	矢のようにまっすぐ突っ込んでくる彼女は、他ならぬただの人間だ……それなのに、彼女はタイタンや鬼神よりも恐ろしい何かを身に纏っていた。	나에게 쏜살같이 달려드는 것은 의심할 여지 없는 인간이지만, 그녀에게는 타이탄, 심지어 귀신보다도 더 무서운 무언가가 씌워져 있었다.	The person charging toward me like an arrow was undoubtedly human, but what she evoked was something far more horrifying than any Titan or demon.						0
115	那是坦诚真挚到让我非信不可的……纯粹杀意。	那是坦誠真摯到讓我非信不可的……純粹殺意。	それは、あまりにも無邪気過ぎる……殺意という感情だった。	그건 믿기지 않을 정도로 솔직하고 진지한… 순수한 살의였다.	It was a sense of honest, sincere, and completely indisputable... unbridled bloodlust.						0
