xxx_3320721223	A	A	A	A	A	A	A	A	A	A	A
81	所以，你是在哪家店见到它的？	所以，你是在哪家店見到它的？	どこで見かけたんだ？	그래서, 어디서 본 거야?	So, where did you see it?						0
82	呃……在梦里……	呃……在夢裡……	いや、夢の中で見ただけ…	어… 꿈에서…	Uhh... in a dream...						0
83	梦里？这就难办了……	夢裡？這就難辦了…	夢か。それはちょっと厄介だな。	꿈에서? 이거 난감하네…	A dream? Yeah, that might make it a little harder to track down...						0
84	要不你再详细描述下它的样子？要是靠你画的图去找……机会有些渺茫啊。	還是你再詳細描述下它的樣子？要是靠你畫的圖去找……機會有點渺茫。	せめて詳細を話してくれないか？この絵じゃ探しようがないんだよ。	일단 좀 더 자세히 설명해 줄래? 네 그림만 보고 찾아내는 건… 가능성이 너무 희박하거든.	Maybe give me some more details? If I'm working off just this sketch, our chances aren't exactly stellar.						0
85	唔……它超级大！比我半个身子还高，圆滚滚的，得这样才能抱住。	嗯……它超大！比我半個身子還高，圓滾滾的，得這樣才能抱住。	めっちゃでかいんだよ、私の腰より上まであるんだ。抱えるには両腕がいるくらい。	음… 엄청 커! 내 반쪽 몸보다도 크고, 동글동글해서 이렇게 안아야 해.	Hmm... it was huge! Like, half my height — big and squishy! You'd have to spread your arms this wide just to hug it...						0
86	妮塔张开双臂比划着，自然而然地拥抱上来，又亲昵地用脸蹭了蹭我的脖子。	妮塔張開雙臂比劃著，自然而然地擁抱上來，又親暱地用臉蹭了蹭我的脖子。	ニタは両腕をぐっと広げ、自然に私に抱きつくと、首もとに頬をすり寄せるようにした。	니타는 두 팔을 활짝 벌려 자연스럽게 내 목을 끌어안고 얼굴을 다정하게 문질렀다.	She spread her arms wide... and almost without thinking, leaned in for a hug, her cheek brushing softly against my neck.						0
87	不过手感就比分析员差多了……	不過手感就比分析員差多了……	でも、手触りは分析員には及ばないかな…	하지만 촉감은 분석가보다 별로야…	Though... it still didn't feel nearly as nice as you, Adjutant.						0
88	趁我不备，妮塔大胆地戳了戳我的敏感处。	趁我不備，妮塔大膽地戳了我的敏感處。	いつの間にか首すじをツンと突いてくる。	내가 방심한 순간 니타는 장난기 가득한 손끝으로 나의 민감한 부분을 콕 찔렀다.	Before I could say a word, she poked me — right in my one ticklish spot.						0
89	是吗？你要不要再仔细感受一下，这样能比较得清楚点？	是嗎？你要不要再仔細感受一下，這樣能比較得清楚？	へえ？じゃあもうちょっと触り比べてみるか？	그래? 그럼 한 번 더 제대로 느껴볼래? 좀 더 확실하게 비교할 수 있게 말이야?	Oh yeah? Why don't you give it another feel and see if it's really like that?						0
90	就在我试图将逃走的妮塔捉回怀里时，突兀的敲门声响起。	就在我試圖將逃走的妮塔捉回懷裡時，突兀的敲門聲響起。	逃げようとするニタを捕まえようとしたら、ノックが響いた。	도망치려는 니타를 다시 끌어안으려던 찰나, 갑자기 문을 두드리는 소리가 들려왔다.	I was just about to pull her into my arms for a little "punishment" — when a sharp knock suddenly echoed at the door.						0
91	分析员，妮塔~我能进来吗？	分析員，妮塔~我能進來嗎？	分析員、ニタ！ちょっと入りますね…	분석가님, 니타 씨~ 들어가도 될까요?	Adjutant? Nita? Mind if I come in?						0
92	诶诶诶？我的头卡住了！	欸欸？我的頭卡住了！	って、ええ？頭が挟まちゃった…！	어어어? 제 머리가 끼었어요!	Wait— Owww! My head's stuck!						0
93	卡罗琳摇晃着脑袋，试图突破上方的掌控，但我还是小心翼翼地将她推了出去。	卡羅琳搖晃著腦袋，試圖突破上方的掌控，但我還是小心翼翼地將她推了出去。	カロリンが妙な体勢で詰まっていたが、押し戻してやる。	캐롤린은 머리를 흔들며 빠져나오려 애썼지만, 나는 여전히 그녀를 조심스럽게 밀어내며 문을 닫았다.	Caroline's head wiggled, stuck halfway through. I gently nudged her back out.						0
94	稍等一下，我和妮塔现在……不太方便。	等一下，我和妮塔現在……不太方便。	すまない、今は…都合が悪いけど。	잠깐만 기다려, 지금 니타랑… 좀 곤란한 상황이라.	Give us a second — Nita and I were in the middle of something.						0
95	咦？！那……那我等会再来！	咦？！那……那我等下再來！	え、そ、それならまたあとで来ます！	엣?! 그, 그럼… 나중에 다시 올게요!	O—Oh! Right! Got it! I can come back later!						0
96	不用等会，进来吧，已经整理好了。	不用，進來吧，已經整理好了。	いや、もう大丈夫だ。見られたくないものは隠したし…	나중은 됐고 지금 그냥 들어와. 정리 다 끝냈으니까.	No need. We're all set now. Come on in.						0
97	卡罗琳先是探了半个身子进来，左瞧右瞧，在确定没有异常后，她才咳嗽两声走了进来。	卡羅琳先是探了半個身子進來，左瞧右瞧，在確定沒有異常後，她才咳嗽兩聲走了進來。	カロリンがそろっと顔を出して怪しげなところがないとわかると中に進んでくる。	캐롤린은 먼저 상반신만 문틈으로 들이밀어 이곳저곳을 살폈다. 이상이 없다는 걸 확인한 후에야 헛기침하며 방 안으로 들어섰다.	She peeked in first, giving the room a quick once-over like she was checking for anything "inappropriate." Clearing her throat twice, she finally stepped inside.						0
98	但看到我们有些凌乱的衣衫，她还是噗得一声涨红了脸。	但看到我們有些凌亂的衣衫，她還是噗得一聲漲紅了臉。	でも私たちの少し乱れた格好を見て、むぐっと顔を真っ赤にした。	하지만 조금 헝클어진 우리의 차림새를 보자 그녀의 얼굴이 순식간에 빨개졌다.	But the moment her eyes landed on our slightly disheveled clothes, her face turned a deep shade of red.						0
99	真是的，你们就不能注意点影响！	真是的，你們就不能注意點影響嗎！	もう…もう少し周りに気を使いなさいよ！	두 분 참… 주의 좀 해주실래요!	Can't you two dial it down a notch?						0
100	我也没想到小情报官会来啊，而且你是怎么知道我在妮塔房里的？	我也沒想到小情報官會來啊，而且你是怎麼知道我在妮塔房裡的？	情報官くんが来るとは思わなかったな。それに、どうしてここにいるってわかったんだ？	나도 정보관이 올 줄은 몰랐어. 그런데 내가 니타 방에 있는 건 어떻게 알았어?	Hey, I didn't expect our Miss Intelligence Officer to drop by unannounced. How'd you know I was here?						0
101	到处找了你一圈都不见人，再加上你这段时间心思都扑在妮塔身上，我就合理推测一下咯~	到處找了你一圈都不見人，再加上你這段時間心思都撲在妮塔身上，我就合理推測一下了~	探すの苦労したんだけど、最近ずっとニタにべったりだって、ここかなって思ってね。	여기저기 찾아다녔는데 안 보이길래, 요즘 분석가님이 온 신경을 니타한테 쓰고 있는 걸 감안해서 합리적으로 추측해 봤어요~	You weren't anywhere else... And lately, your attention's been very Nita-centric. I just connected the dots~						0
102	哇，好厉害啊，卡罗琳。	哇，好厲害啊，卡羅琳。	わー、さすがカロリンだね！	와, 캐롤린 대단한데?	Whoa~ That's pretty sharp, Caroline.						0
103	别夸别夸~不然我会骄傲的。我是来找分析员说点正事的。	別誇別誇~不然我會驕傲的。我是來找分析員說點正事的。	照れますよ。それより、本題に入りますね。	칭찬하지 마세요~ 그러면 우쭐해진단 말이에요. 그리고 전 중요한 일 때문에 찾아온 거예요.	Thanks~ But I'm trying not to let the compliments get to my head — I might start getting cocky. Anyway, I'm actually here on official business.						0
104	分析员，咱们和阴极科技的联合团建活动你还记得吗？	分析員，我們和陰極科技的聯合團建活動你還記得嗎？	カソードテクノロジーとの「チームビルディング」覚えていますよね。	분석가님, 저희가 케소드 테크윈과의 합동 워크숍 기억하시죠?	Adjutant, remember that joint team-building event with Cathode Technologies?						0
105	好像有点印象……就是让两边的员工去找藏起来的奖券，谁找到的奖券最多，就能把大奖抱回家？	好像有點印象……就是讓兩邊的員工去找藏起來的獎券，誰找到的獎券最多，就能把大獎抱回家？	そういえばそんな話があったな。双方の社員が分散して隠した賞券をいちばん多く集めたチームに豪華な賞品が出る…ってやつだろう。	어렴풋이 기억나… 두 회사 직원이 숨겨진 상품권을 찾는 거잖아, 제일 많이 찾은 사람이 대상을 가져가는 거였지?	Vaguely... Wasn't it something about hunting down hidden prize tickets? Whoever collects the most wins some kind of grand prize?						0
106	嗯嗯，是这样没错，不过那奖券现在叫「乐透卡」，老板取的名字。	嗯嗯，是這樣沒錯，不過那張獎券現在叫「樂透卡」，老闆取的名字。	そうです！今は「ロトカード」って名前だけど、ルールはいっしょです。	네네, 맞아요! 근데 이제 그 상품권을 [로또 카드]라고 불러야 해요. 사장님이 그렇게 이름을 지으셨거든요.	Yep — though now they're calling them "Lottery Cards." The boss' idea.						0
107	流程没啥问题的话，你记得审批通过，这样团建活动就算正式开始了。	流程沒啥問題的話，你記得審核通過，這樣團建活動就算正式開始了。	段取りに問題ないなら、分析員が承認してくれたら正式スタートしますね。	절차에 문제가 없다면, 승인 절차를 잊지 마세요. 그러면 워크숍이 공식적으로 시작될 거예요.	If everything looks good on your end, just give it the green light and we're officially a go.						0
108	我记得最后的大奖，是阴极科技那边负责准备对吧？	我記得最後的大獎，是陰極科技那邊負責準備對吧？	最終的な賞品は向こうで用意してくれるんだな？	최종 대상은 케소드 테크윈에서 준비하는 거 맞지?	Right. And the grand prize is sponsored by Cathode Technologies, isn't it?						0
109	对，而且会很值钱哦~毕竟她们家千金在世界树受了分析员不少照顾，出点血不算什么。	對，而且會很值錢哦~畢竟她們家千金在世界樹受了分析員不少照顧，出點血不算什麼。	そうですよ、めちゃくちゃ豪華だって聞きました。あっちは分析員がお世話になったお礼だそうで、かなり太っ腹らしいですね。	맞아요, 그리고 대상은 엄청 비싼 거예요~ 어차피 사장님 딸이 위그드라실 분석가님께 많이 신세 졌으니까, 이 정도는 감수해야죠.	Exactly! And it's supposed to be really valuable, too~ I mean, you've been looking after their heiress all this time — they're bound to show their appreciation through something shiny.						0
110	妮塔……你干嘛这么盯着我看？	妮塔……你幹嘛這麼盯著我看？	――ニタ、どうしましたか？	…니타? 왜 그렇게 저를 쳐다보세요?	...Nita? Why are you staring at me like that?						0
111	妮塔的眸中闪过惊喜，显然是被卡罗琳口中诱人的大奖所吸引。	妮塔的眸中閃過驚喜，顯然是被卡羅琳口中誘人的大獎所吸引。	ニタの瞳がキラキラしている。どうやら「豪華賞品」に心を奪われたようだ。	니타의 눈동자에 기대감이 보였다. 캐롤린이 말한 그 대상 상품이 확실히 그녀의 마음을 사로잡은 듯했다.	There was a gleam of delight in Nita's eyes — clearly captivated by the mention of a "valuable grand prize."						0
112	值钱的大奖！这活动我能参加不？	值錢的大獎！這活動我能參加嗎？	高額な賞品ってことだろ？私も参加できるの？	대상이 엄청 비싼 거라고?! 이거 나도 참가할 수 있어?	A valuable prize!? Can I sign up?						0
113	叮——！	叮——！	ピコーン！	띵!	Ding—!						0
114	看着妮塔这副馋样，脑海中霎时闪过一道灵感。	看著妮塔這副饞樣，腦海中霎時閃過一道靈感。	「ピコーン」と擬音が聞こえそうな食いつきようだ。	니타가 군침을 삼키는 모습을 보며, 문득 좋은 아이디어가 떠올랐다.	A spark of inspiration lit up in my mind the moment I saw that hungry look in her eyes.						0
115	要是阴极科技赞助的大奖足够震撼，价值与黄金招财猫相当，是不是就能……	要是陰極科技贊助的大獎夠震撼，價值與黃金招財貓相當，是不是就能……	ニタの様子を見て、頭にひとつ考えがひらめく。もしカソードの出す賞品が黄金の招き猫並みに豪華なら…と思った。	만약 케소드 테크윈에서 후원하는 대상이 충분히 강렬해서 황금 마네키네코와 맞먹는 가치라면… 혹시…?	If the prize ended up being truly amazing — something on the level of that Golden Lucky Cat — then maybe...						0
116	世界树和阴极科技的员工都能参加，大胆放手干吧。	世界樹和陰極科技的員工都能參加，大膽放手幹吧。	ユグドラシルとカソードの社員であれば、誰でも参加できますから。思う存分やりなさい。	위그드라실이랑 케소드 테크윈 직원들은 누구나 참가할 수 있으니, 마음껏 즐겨보세요!	All Yggdrasil and Cathode Technologies are welcome. Go wild.						0
117	那管理层也能参加吧？	那管理階層也能參加吧？	管理職の私も大丈夫なのか？	그럼 임원들도 참가할 수 있지?	Including management?						0
118	如果分析员要参加的话，就和我一队吧！好不好？	如果分析員要參加的話，就跟我一隊吧！好不好？	分析員が出るなら、私とペアになって！ね？	분석가도 참가할 거면 나랑 한 팀 하자! 응?	If you're playing, Adjutant, can I be on your team? Pleeease?						0
119	妮塔扭起翘臀，轻巧地撞了我一下。	妮塔扭起翹臀，輕巧地撞了我一下。	嬉しそうに軽く尻を突き当ててくる。	니타는 살짝 엉덩이를 흔들며 가볍게 내 쪽으로 몸을 부딪쳤다.	Nita gave a playful little wiggle, bumping her firm, peachy hips gently against me.						0
120	笨妮塔~分析员就是为了陪你才参加的，怎么可能不和你一个队。	笨妮塔~分析員就是為了陪你才參加的，怎麼可能不跟你一隊呢。	まったく、ニタは…分析員はどうせあなたと組むに決まっているんですよ。	니타도 참~ 분석가님은 니타랑 함께하려고 참가하는 거잖아요. 같은 팀을 안 할 리가 있겠어요?	Silly Nita~ Who else do you think the Adjutant would team up with? He's clearly doing this just for you.						0
121	管理层当然能参加，不过公平起见，你就不能再参与藏奖券的环节了哦。	管理層當然能參加，不過公平起見，你就不能再參與藏獎券的環節了哦。	管理職の方が参加するのは当然ですよね。でも公平性のため、ハイド側には参加しないでくださいね。	관리자도 물론 참가할 수 있어요. 하지만 공정성을 위해 상품권을 숨기는 과정에는 참여하시면 안 되고요.	And yes, management can join — but you're not allowed to help hide the tickets. Gotta keep things fair.						0
122	这么说来，奖券的藏身处都是陶定的？	這麼說來，獎券的藏身處都是τ決定的？	――ってことは、隠し場所はτが決めたか？	그렇다면 상품권이 숨겨진 장소는 전부 τ님이 정하신 거야?	So... τ chose all the hiding spots?						0
123	嗯哼，老板还分给我几张玩呢，你们绝对猜不到我藏哪儿了~	嗯哼，老闆還分給我幾張玩呢，你們絕對猜不到我藏哪裡了~	そうですよ。τさんが何枚か私にも渡してくれましたよ。どこに隠したか、絶対に当てられないと思いますけどね。	네~! 그리고 사장님이 저한테도 몇 장 나눠주셨는데, 어디에 숨겼는지 절대 못 맞힐걸요?	Mhm~ The boss even gave me a few to stash myself for fun. Good luck figuring out where those ended up!						0
124	小情报官得意地晃晃脑袋，马尾愉快地摆动着。	小情報官得意地晃晃腦袋，馬尾愉快地擺動著。	カロリンは得意げに頭を振り、ポニーテールが揺れている。	정보관이 자랑스럽게 고개를 흔들자 그녀의 머리가 살랑살랑 흔들렸다.	Our Miss Intelligence Officer tossed her head with pride, her ponytail swaying with playful mischief.						0
125	虽然她的真实年龄和外表呈现出的有些差距，但我还是想说一句……	雖然她的真實年齡和外表呈現出的有些差距，但我還是想說一句……	見た目と実年齢が少し合わない気もするが、私は心の中でつぶやく――	겉모습과 실제 나이가 다소 차이 나는 그녀지만 그래도 한마디 하고 싶었다…	Even though I knew she was far more mature than she looked, I still couldn't help but mutter...						0
126	太年轻了啊……	太年輕了啊……	若いな…	아직 많이 젊네…	Too young...						0
127	嗯？什么太年轻？	嗯？什麼太年輕？	何が若いんですか？	네? 뭐가 너무 젊다는 거예요?	Huh? What's too young?						0
128	卡——罗——琳——！请答应我一生亿次的请求！	卡——羅——琳——！請答應我一生億次的請求！	カロリン！一生のお願いだから聞いて！	캐… 롤… 린…! 일생에 한 번뿐인 부탁을 들어줘!	Caaaaroline~! Please? Just one more once-in-a-billion-lifetimes favor... pretty pleeeease?						0
129	呜哇哇！怎么又是这句啊！	嗚哇哇！怎麼又是這句話啊！	きゃああ！またそれですか！	우와악! 또 그 말이에요?!	Aghh— not that line again!						0
130	居然在妮塔面前泄露了这么重要的情报，卡罗琳这下只怕会被妮塔好好纠缠一番，最后摇晃起投降白旗。	居然在妮塔面前洩漏了這麼重要的情報，卡羅琳這下只怕會被妮塔好好糾纏一番，最後舉起投降的白旗。	まさかカロリンがニタの前でこんな重要情報を漏らすとは…案の定、ニタはカロリンを捕まえて白旗を振るまでまとわりついたようだ。	이렇게 중요한 정보를 니타 앞에서 흘리다니… 이제 캐롤린은 니타한테 제대로 잡혀서 결국 백기를 흔들게 될 거다.	Letting a lead like that slip in front of Nita? Caroline didn't stand a chance. That girl was going to pester her into a full white-flag surrender.						0
131	十分钟后	十分鐘後	10分後	10분 후.	Ten minutes later...						0
132	好啦好啦，我投降！	好啦好啦，我投降！	もうギブギブ！	됐어요, 그만해요. 말하면 될 거 아니에요!	Fiiiiine, I'll tell you!						0
133	我只能给你们一点小小的提示，不能再多了！	我只能給你們一點小小的提示，不能再多了！	ああもう、少しだけヒント言います。少しだけ！	작은 힌트만 줄 수 있어요, 그 이상은 안 돼요.	But just a tiny hint, okay? That's all you're getting!						0
134	卡罗琳最好了。	卡羅琳最好了。	ありがとう！	캐롤린이 짱이야.	Caroline, you're the absolute best!						0
135	咳咳，就去你们<orange>第一次并肩战斗的地方</>找找吧~	咳咳，就去你們<orange>第一次並肩戰鬥的地方</>找找吧~	一つは、あなたたちが<orange>最初に共闘した場所</>に隠してあります。	크흠, 여러분이 <orange>처음 함께 싸웠던 곳에 가서 찾아보세요~</>	<orange>Ahem. Go back to where you and the Adjutant fought together for the first time.</>						0
137	很有用的信息，谢了，小情报官。	很有用的消息，謝了，小情報官。	ありがたい情報だな。助かるよ、情報官くん。	정말 도움 되는 정보네. 고마워, 정보관.	That's a solid lead. Thanks, Miss Intelligence Officer.						0
138	哼，你们最好不要辜负我的情报，要从<orange>小吉</>那儿把大奖领回来哦。	哼，你們最好不要辜負我的情報，要從<orange>小吉</>那裡把大獎領回來哦。	ふんっ、ちゃんと活かしてよね。絶対に<orange>ギーちゃん</>から大当たりをもらってくださいね！	흥, 제 정보를 잘 이용하셔야 해요, 반드시 <orange>샤오지</>에게서 대상을 받아오세요.	<orange>Don't let my intel go to waste. Now go snag that prize from Gigi, alright?</>						0
139	卡罗琳离开之后，我迅速点下审批按钮，团建活动正式拉开序幕。	卡羅琳離開之後，我迅速點下審核按鈕，團建活動正式拉開序幕。	そう言い残してカロリンは去り、私はすぐ承認ボタンを押す。チームビルディングは正式に始まった。	캐롤린이 떠난 후, 나는 신속하게 승인 버튼을 눌렀고, 워크숍은 공식적으로 시작되었다.	Once Caroline left, I tapped the approval button. And just like that, the event was officially underway.						0
140	外面正是晴朗的好时候，我和妮塔简单收拾了行李，她甚至连最爱的零食都忘了带，就这样迫不及待地踏上了“寻宝之旅”。	外面正是晴朗的好時候，我和妮塔簡單收拾了行李，她甚至連最愛的零食都忘了帶，就這樣迫不及待地踏上了「尋寶之旅」。	外は天気もよく、ニタは荷物をまとめるのもそこそこに、まるで待ちかねたように、「宝探し」に飛び出した。	밖은 맑은 날씨였고, 나와 니타는 간단하게 짐을 챙겼다. 그녀는 심지어 가장 좋아하는 간식도 잊어버리고 서둘러 '보물 찾기 여행'에 나섰다.	The weather couldn't have been better. After a quick round of packing, Nita and I set off on our little treasure hunt. She was so excited, she even forgot to bring her favorite snacks.						0
141	分析员，快跟上~冲啊！	分析員，快跟上~衝啊！	分析員、ついてきて！いっくよ！	분석가, 빨리 와~ 달려!	Come on, Adjutant~ Let's gooo!						0
142	跑那么快干嘛，你想好第一站去哪儿了吗？	跑那麼快幹嘛，你想好第一站去哪裡了嗎？	そんな走って、最初はどこに行くんだ？	왜 그렇게 빨리 가는 거야, 첫 번째로 어딜 갈지 정했어?	Where exactly are you running off to? Do you even have a first stop in mind?						0
143	我看着她雀跃的背影喊道。	我看著她雀躍的背影喊道。	ニタのはしゃぐ背中に声をかける。	난 신나서 어쩔 줄 모르는 니타의 뒷모습을 향해 소리쳤다.	I called after her, eyes following her cheerful figure as she bounced ahead.						0
144	没想好呢！我只知道，这是我和分析员的第一次双人旅行！	沒想好呢！我只知道，這是我和分析員的第一次雙人旅行！	決めてないよ。でも、私と分析員だけの最初の「二人旅行」なんだ！うれしくて仕方ないんだよ。	아직 못 정했어! 그것보단 이번이 나와 분석가의 첫 번째 단둘의 여행이라는 것만 알아!	Nope! I just know... This is our very first trip. Just the two of us!						0
145	阳光穿过她略显凌乱的短发，在发梢间跳动着。	陽光穿過她略顯凌亂的短髮，在髮梢間跳動著。	はしゃぐニタの背中に朝の光が差し込む。	햇빛이 그녀의 헝클어진 단발머리를 뚫고 머리카락 끝에서 반짝이고 있었다.	The sunlight danced across her slightly tousled hair, catching at the tips as she ran ahead.						0
146	奔向旅程的欢喜充盈着妮塔的心房，「乐透卡」的诱惑在这一刻悄然隐去，如同薄雾消散在晨光里。	奔向旅程的歡喜充盈著妮塔的心房，「樂透卡」的誘惑在這一刻悄然隱去，如同薄霧消散在晨光裡。	「ロトカード」のことはもう忘れてるみたいにニタの足取りは弾んでいる。	여행을 향한 기쁨이 니타의 마음을 가득 채웠다. [로또 카드]의 유혹은 이 순간 아침 햇살 속으로 사라지는 안개처럼 조용히 사라졌다.	Joy pulsed in her chest like a second heartbeat. In that moment, the allure of the Lottery Cards faded — like morning light burning through the last wisps of night fog.						0
147	此刻少女的眸中，只映着身旁最珍视的那个人。	此刻少女的眸中，只映著身旁最珍視的那個人。	その瞳には、たったひとりの大切な人だけが映っている。	그 순간 소녀의 눈에는 옆에 가장 소중히 여기는 사람만이 비쳤다.	All she could see... was the person beside her. The one she cherished more than anything in the world.						0
148	白鸽被脚步惊起，扑棱着翅膀，和我们一同去往有风的远方。	白鴿被腳步驚起，撲稜著翅膀，和我們一同去往有風的遠方。	ホワイトピジョンが足元から飛び立ち、風の向こうへ消えていった。	흰 비둘기는 발걸음에 놀라 날개를 퍼덕이며 우리와 함께 바람 부는 먼 곳으로 갔다.	A startled flock of white doves burst into flight, wings catching the wind — as if they, too, were joining us on a journey toward someplace bright and far away.						0
