xxx_4058385329	A	A	A	A	A	A	A	A	A	A	A
79	我贴近了她的脸，让绿宝石般的眸子完全占据自己的视线。	我貼近了她的臉，讓綠寶石般的眼眸完全佔據自己的視線。	ニタの頬へすっと顔を近づけ、エメラルドみたいな瞳を見つめる。	에메랄드 같은 눈동자가 내 시선을 완전히 차지하도록, 나는 그녀의 얼굴에 가까이했다.	I leaned in close, letting those emerald eyes fill my view.						0
80	直到红晕扩散到她的耳根，仿佛即将燃烧时，我才轻笑着，放弃了继续逗弄她的想法。	直到紅暈擴散到她的耳根，彷彿即將燃燒時，我才輕笑著，放棄了繼續逗弄她的想法。	瞬く間にニタの耳まで赤く染まりそう。今にも燃えそうになったところで、軽く吹き出し、からかいをやめる。	홍조가 그녀의 귀뿌리까지 퍼져 타오를 것만 같았을 때, 나는 비로소 가볍게 웃으며 그녀를 계속해서 놀릴 생각을 포기했다.	And just as the blush crept up to the tips of her ears — like it might set her whole face aflame — I chuckled softly and leaned back, deciding to spare her from further teasing.						0
81	虽然结果都一样，但我们可以让过程发生些小小变化。	雖然結果都一樣，但我們可以讓過程發生些小變化。	結果がどうであれ、見方を変えれば、もっと楽しめるんじゃないか。	결과는 같지만 과정에 작은 변화가 생길 수 있어.	Even if the outcome doesn't change... maybe the journey does.						0
82	比如，门后的大奖不是让心率上升的道具，而是一个奖励。奖励我们这一路的坦诚、勇敢和默契。	例如，門後的大獎不是讓心率上升的道具，而是獎勵。獎勵我們這一路的坦誠、勇敢和默契。	例えば、部屋にある賞品を「心拍のトリガー」じゃなくて、「協力してきたご褒美」とするとかさ。	예를 들어, 문 뒤의 대상은 심박수를 높이는 도구가 아니라 보상인 거지. 우리의 솔직함, 용기, 그리고 서로의 케미에 대한 보상이야.	Maybe the prize waiting behind that door isn't about heart rate triggers — but a reward for everything we've shared. For our honesty, courage, and how in sync we've been.						0
83	这样说的话，妮塔有兴趣看看它了吗？	這樣說的話，妮塔有興趣去看它了嗎？	そう考えたら、ちょっと見てみたいんじゃないのか？	이렇게 말하면 확인하고 싶은 마음이 생겨?	So... what do you say? Wanna go see it now?						0
84	妮塔短暂地望了一眼房间的方向，又思索片刻，最后郑重地冲我点了点头。	妮塔短暫地望了一眼房間的方向，又思索片刻，最後鄭重地對我點了點頭。	ニタは部屋のほうをチラと見て考え込むが、やがて頷いた。	니타는 잠시 방 쪽을 바라보다가 생각에 잠기더니, 정중하게 나를 향해 고개를 끄덕였다.	She glanced toward her quarters in the distance, hesitating just a moment. Then, she gave me a quiet, solemn nod.						0
85	嗯。	嗯。	…うん。	그래.	Yeah.						0
86	走吧，我陪你。	走吧，我陪你。	じゃ、一緒に行こう。	가자, 같이 가줄게.	Come on. Let's do this together.						0
87	负面的情绪渐渐散去，我们两人像散步一样，轻松悠闲地来到了房间门口。	負面的情緒漸漸散去，我們兩人像散步一樣，輕鬆悠閒地來到了房間門口。	ぎこちなさは抜け、肩の力が抜けたニタとまるで散歩するみたいに部屋の扉へ。	부정적인 감정이 점차 사라지자, 우리 두 사람은 산책하듯 여유롭게 방 앞에 도착했다.	Whatever had weighed on her heart began to dissolve. We walked side by side, unhurried — like it was just another easy stroll.						0
88	妮塔将手指按在了指纹识别区，而我的手掌覆了上去，平复她的不安。	妮塔將手指按在了指紋辨識區，而我的手掌覆了上去，平復她的不安。	指紋認証のパネルにニタが指を当て、私は上から手を重ねて不安を鎮める。	니타는 손가락을 지문 인식 구역에 눌렀고, 내 손바닥은 그녀의 불안을 잠재우기 위해 그녀의 손을 덮었다.	At the door, she reached out and placed her finger on the scanner. I gently laid my hand over hers, easing the lingering traces of unease.						0
89	门打开的刹那，世界陷入了寂静。	門打開的剎那，世界陷入了寂靜。	ドアが開いた瞬間、時間が止まったように感じた。	문이 열리는 순간 세상은 정적에 휩싸였다.	And when the door slid open... the world seemed to hold its breath.						0
90	金色的光芒如同融化的琥珀，从门缝中缓缓流淌而出。不同于之前，这次的光芒更加凝实，更加明亮。	金色的光芒如同融化的琥珀，從門縫中緩緩流淌而出。有別之前，這次的光芒更加凝實，更加明亮。	金色の光が、琥珀を溶かしたように、扉の隙間から溢れ出す。さっきまでの光よりはるかに強く、はるかに鮮やかだ。	금빛은 마치 녹아버린 호박처럼 문틈으로 천천히 흘러나왔다. 이전과 달리 이번에는 빛이 더욱 명확하고 밝아졌다.	Golden light spilled out like molten amber — richer and more dazzling than the glow from her safe last time. For one still heartbeat, we just stood there, soaking in its radiance.						0
91	隔了片刻，妮塔才谨慎地睁开一只眼，仔细端详着眼前的事物。	隔了片刻，妮塔才謹慎地睜開一隻眼，仔細端詳眼前的事物。	ニタはおそるおそる片目をそっと開け、部屋の中をのぞく。	잠시 후에야 니타는 조심스럽게 한쪽 눈을 뜨고 눈앞의 물건을 자세히 살펴보았다.	Nita cracked one eye open, cautiously peeking at whatever stood before her.						0
92	现实与梦境在这一刻重叠，那尊黄金招财猫安静地伫立着，和她梦中的样子分毫不差。	現實與夢境在這一刻重疊，那尊黃金招財貓安靜地佇立著，和她夢中的樣子分毫不差。	そこには夢で見た光景とまったく同じ、巨大な黄金の招き猫が佇んでいる。	현실과 꿈이 이 순간에 겹친 채, 그 황금 마네키네코는 조용히 서 있었고, 그녀의 꿈속 모습과 조금도 다르지 않았다.	It was exactly as she'd dreamed it — a Golden Lucky Cat statue, standing there in perfect silence, waiting for her.						0
93	居然是……不是，我该不会是在做梦吧？	居然是……不是，我該不會是在做夢吧？	うそ…ていうか、これ夢じゃない！？	나 지금… 설마 꿈꾸고 있는 거 아니야?	No way... Wait — is this real? Am I dreaming?						0
94	妮塔的惊叹如同一片羽毛，落在光晕中。	妮塔的驚嘆如同一片羽毛，落在光暈中。	驚きの声は羽のように軽く、金色の光の中へ落ちていく。	니타의 감탄은 광휘 속을 흔들며 내려앉은 깃털 한 장이었다.	Her voice floated into the golden haze like a feather, soft and weightless, carried by awe.						0
95	这回真是赚大了。	這回真是賺大了。	大当たりだな。	이번엔 정말 큰 건을 건진 것 같네.	Now that's a jackpot.						0
96	耀眼给人一种眩晕感，我们仿佛在招财猫的金色重影中看到了它的本源，那亘古恒星的余晖。	耀眼給人一種眩暈感，我們彷彿在招財貓的金色重影中看到了它的本源，那亙古恆星的餘暉。	まぶしすぎて目がくらむように…まるで黄金の招き猫の残像の奥に、はるかな恒星の残照を見ている気がする。	눈부심은 사람의 현기증을 일으켰고, 우리는 마치 마네키네코의 황금빛 그림자 속에서 그것의 본체를 보는 것 같았다. 그건 예로부터 내려온 별의 잔광이었다.	The golden glow was almost dizzying. In its radiant surface shimmered something ancient — a glint of stardust from the dawn of time.						0
97	刚刚从低落情绪缓过来的妮塔，被突然到来的喜悦冲昏了头脑。	剛從低落情緒緩過來的妮塔，被突然到來的喜悅沖昏了頭。	さっき落ちこんでいたニタも、突如湧き上がった喜びを感じる。	저조한 기분에서 벗어난 지 얼마 되지 않은 니타는 갑자기 찾아온 기쁨에 정신이 혼미해졌다.	Just moments ago, Nita had been tangled in a spiral of self-doubt.						0
98	腿脚一软，整个人扑倒在黄金招财猫上。贪婪地享受着财富带来的快乐。	腿腳一軟，整個人撲倒在黃金招財貓上。貪婪地享受著財富帶來的快樂。	その喜びで足がふらつき、金色の猫に抱きついた。	다리가 나른해지자 황금 마네키네코 위로 벌러덩 자빠지면서 재부의 쾌락을 탐욕스럽게 누렸다.	But now, overwhelmed with sudden joy, her knees gave out — and she collapsed right onto the statue, laughing breathlessly, like she could soak in the happiness itself.						0
99	哇！！！！！	哇！！！！！	うわぁぁっ！	와!!!!	Whooo-hoo!!!						0
100	这么大一块金子，都够建孤儿院了吧！	這麼大一塊金子，都夠蓋孤兒院了吧！	こんなでかい金塊があれば、孤児院だって建てられるだろ！	이렇게 큰 금덩어리면 보육원을 짓기에 충분하겠지!	This thing's huge! I could build an entire orphanage with this much gold!						0
101	哈哈哈哈！	哈哈哈哈！	はははは！	하하하하!	Ahahaha!						0
102	刚才还有人说不想看呢，变脸的速度未免也太快了吧。	剛才還有人說不想看呢，變臉的速度未免也太快了吧。	さっきまで見たくなかったくせに、変わり身が早いな。	아까는 확인하기 싫다던 사람이, 표정 변화가 너무 빠른 거 아니야.	Not long ago, someone didn't even want to come here. Now look at you — talk about a full 180.						0
103	在我的打趣下，妮塔不好意思地吐了吐舌头。	在我的打趣下，妮塔不好意思地吐了吐舌頭。	ニタは照れて舌を出す。	나의 놀림에 니타는 멋쩍게 혀를 내둘렀다.	She stuck out her tongue, sheepish but smiling through the glow.						0
104	是分析员说的嘛，虽然结果一样，但我现在可以好好享受过程。	是分析員說的嘛，雖然結果一樣，但現在可以好好享受過程。	分析員が言ったんじゃない？「これはご褒美」って。素直に堪能するだけだよ。	분석가가 그랬잖아, 결과는 같지만 나는 지금 과정을 제대로 즐기고 있어.	I was just following your advice, remember? Even if the result's the same... the journey's still worth enjoying.						0
105	砰——！	砰——！	パーン！	펑…!	*POP*						0
106	笑得正开心时，彩带在头顶炸开，纷纷扬扬，为整个房间笼罩上一层梦幻氛围。	笑得正開心時，彩帶在頭頂炸開，紛紛揚揚，為整個房間籠罩上一層夢幻氛圍。	頭上でクラッカーが弾け、カラフルなリボンが舞う。	한창 웃던 중, 머리 위에서 채색 테이프가 터지더니 사방에 흩날려 방 전체에 환상적인 분위기를 드리웠다.	A burst of confetti showered from above, wrapping the room in a soft, dreamy glow.						0
107	虽然大招财猫很棒~	雖然大招財貓很棒~	でっかい招き猫もいい感じだけど…	마네키네코도 좋긴 한데~	The big lucky cat is great and all~						0
108	妮塔打量着招财猫，轻轻拍了下它巨大的脑袋，然后将目光转向我。眼中爱意比先前更加炽热。	妮塔打量著招財貓，輕輕拍了下它巨大的腦袋，然後將目光轉向我。眼中愛意比先前更加熾熱。	ニタは招き猫をじっと見て、ぽんぽんとその大きな頭を撫でると、愛しげな瞳をこちらに向ける。その瞳は先ほどよりもずっと熱を帯びている。	니타는 마네키네코를 훑어보며 그것의 큰 머리를 가볍게 두드린 다음 시선을 내게 돌렸다. 그 애정의 눈빛은 전보다 더 뜨거웠다.	Nita looked at the lucky cat, softly tapping its large head, then looked at me, her eyes glowing with even more love than before.						0
108_1	但我最爱的，永远都是分析员！	但我最愛的，永遠都是分析員！	でも、いちばん愛してるのは、ずっと分析員だからね！	하지만 내가 가장 사랑하는 사람은 영원히 분석가거든!	But my heart belongs to you, Adjutant, forever!						0
108_2	现在这么开心，也是因为分析员不仅耐心听我把心里话都说完，还愿意理解我的感受。	現在這麼開心，也是因為分析員不只耐心聽我把心裡話都說完，還願意理解我的感受。	いま、こんなに嬉しいのも、私の話を最後までちゃんと聞いてくれて、理解しようとしてくれたから。	내가 이렇게 기쁜 이유는, 분석가가 인내심을 가지고 내 말을 들어 주었을 뿐만 아니라, 내 마음까지 이해해 주었기 때문이야.	I feel this happy because you didn't just let me speak, but you also truly understand my feelings, Adjutant.						0
109	招财猫将阳光化作细碎的光点，散落在我们周围，轻轻映照着少女眼中那份难以掩饰的感动。	招財貓將陽光化為細碎的光點，散落在我們周圍，輕輕映照著少女眼中那份難以掩飾的感動。	招き猫が日差しを受けて柔らかな光を放ち、キラキラとニタの目の中に映る、隠しきれない感動を静かに照らしている。	햇빛은 마네키네코에 의해 우리 주변의 미세한 빛점으로 흩어졌고, 그 빛은 소녀 눈에 담긴 감출 수 없는 감동을 비추었다.	The lucky cat transformed the sunlight into little glimmers, scattering around us, gently lighting up the unmistakable emotion in the girl's eyes.						0
b-5											0
110	靠近妮塔	靠近妮塔	（ニタに近づく）	니타에게 다가간다	Close to Nita						0
111	分析员？	分析員？	…分析員？	분석가?	Adjutant?						0
112	我的手抚过她的脸，一边感受着她肌肤的柔软，一边缓缓滑至下巴，最后来到后颈。	我的手撫過她的臉，一邊感受著她肌膚的柔軟，一邊緩緩滑至下巴，最後來到後頸。	そっと頬に触れ、指先をすべらせて顎下から首筋へとそっと回す。	난 그녀의 얼굴에 손을 대고 피부의 부드러움을 느끼며 천천히 턱까지, 그리고 목뒤까지 손을 미끄러뜨렸다.	My fingers brushed her warm, tender cheek. They glided down to her chin... then traced their way to the nape of her neck.						0
113	轻轻向前一推，她就转而来到了我怀里，耳朵贴在了我的唇边。	輕輕向前一推，她就轉而來到了我懷裡，耳朵貼在了我的唇邊。	くっと前へ押すと、ニタの体がバランスを崩し、私の胸元へ…	그녀를 부드럽게 앞으로 밀자, 그녀는 내 품으로 몸을 돌렸고 그녀의 귀는 내 입술에 머물렀다.	With the lightest pull, she fell into my arms, her ear brushing softly against my lips.						0
b-1											0
114	爱这种事	愛這種事	愛っていうのは…	사랑은 말이야.	Love isn't just about words.						0
b-2											0
115	可不能只说不做	可不能只說不做	口先だけじゃ、足りないんだろう？	말로만 하지 말고 행동으로 보여줘야지.	It's about doing, too.						0
116	没等她脸上的红晕扩散，我便咬住了她的下唇。	沒等她臉上的紅暈擴散，我便咬住了她的下唇。	彼女の頬が赤くなる前に、唇を奪う。	그녀의 얼굴에 홍조가 퍼지기도 전에 나는 그녀의 아랫입술을 깨물었다.	Before the blush could fully bloom across her cheeks, I caught her lower lip in a slow, tender nip.						0
117	温热的气息穿透皮肤，我们肆意地在情欲的海洋中徜徉。	溫熱的氣息穿透肌膚，我們肆意地在情慾的海洋中徜徉。	熱い吐息が混ざり、一気に深みへ沈んでいく。	따뜻한 기운이 피부를 뚫고 나왔고, 우리는 마음껏 욕망의 바다에서 헤엄쳤다.	Heat spilled from skin to skin — deep, unrestrained, and slow-burning. No words were needed. We simply drifted in a hush of desire.						0
118	难舍难分时，口袋里传来一阵震动。我这才想起，身上还带着心率监测仪器的事。	難捨難分時，口袋傳來一陣震動。我這才想起，身上還帶著心率監測儀器的事。	離れがたく絡み合っているとき、ポケットで振動が走る。そこで初めて、心拍計を持っていたと気づいた。	애틋함을 나누던 중, 주머니에서 한바탕 진동이 들려왔다. 그제야 심박수 측정기를 가지고 있던 일이 생각났다.	Only when my pocket began to buzz did I remember — the heart rate monitor was still on me.						0
119	仪器在我手中亮起，屏幕上清晰地显示着那个让我们屏息等待许久的数字——200bpm。	儀器在我手中亮起，螢幕上清晰地顯示著那個讓我們屏息等待許久的數字——200bpm。	見ると画面には待ち望んだ数字「200bpm」が表示されている。	기기가 켜지고, 스크린에는 우리가 오랫동안 숨죽이고 기다리던 그 숫자… 200bpm이 선명하게 보였다.	I pulled it out. The screen glowed softly in my palm. There it was — the number we'd been chasing all along: 200 bpm.						0
120	分析员，怎么了？	分析員，怎麼了？	えっ…どうかしたの？	분석가, 왜 그래?	Adjutant? What's wrong?						0
121	我将仪器举到她的面前，她的眼底闪过惊讶，呼吸也不自觉地紊乱起来。	我將儀器舉到她的面前，她的眼底閃過驚訝，呼吸也不自覺地紊亂起來。	計測器を見せると、ニタは驚きつつも嬉しそうに笑う。	내가 그녀의 앞에 기기를 들어 보이자, 놀라움이 그녀의 눈 밑에서 스쳐 지나가더니, 그녀의 호흡도 저도 모르게 흐트러지기 시작했다.	I held up the monitor for her to see. Her eyes widened, breath catching in her throat.						0
122	很快，惊讶的神情融成浅浅笑意，温软的声音钻入我耳中。	很快，驚訝的神情融成淺淺笑意，溫軟的聲音鑽入我耳中。	呼吸も荒いまま、耳元でささやく。	놀란 표정은 곧바로 옅은 웃음으로 변했고 부드러운 목소리가 내 귀에 들어왔다.	Then, slowly, the disbelief melted away, and in its place bloomed a tender smile. She leaned in, her voice a warm whisper brushing my ear.						0
123	真的……真的好喜欢分析员呀。	真的…真的好喜歡分析員呀。	本当に本当に…分析員のこと大好きだよ。	정말이지… 난 분석가가 너무 좋아.	I really... really like you, Adjutant.						0
124	明明我拥有的东西已经足够多了，但分析员却还是源源不断地……	明明我擁有的東西已經夠多了，但分析員卻還是源源不絕地……	もう十分幸せなくらい色々持ってるのに…分析員はいつもそれ以上をくれるんだ。	난 이미 많은 것을 가졌는데, 분석가는 계속해서…	I've got everything I could ever want, but you still keep giving me...						0
125	妮塔向前倾倒，撞入我的怀中。	妮塔向前傾倒，撞入我的懷中。	ニタが前のめりになり、そのまま私の胸に飛び込んでくる。	니타의 몸이 앞으로 기울어지더니 내 품속에 안겼다.	Nita leaned forward and crashed into my chest.						0
126	因为姿势不稳，我被扑倒在地板上，仪器也从手中滑落，滚落到一角。	因為姿勢不穩，我被撲倒在地板上，儀器也從手中滑落，滾落到一角。	バランスを崩して床に倒れ込み、手にしていた装置も滑り落ちて転がっていく。	나는 자세가 흐트러져 바닥에 넘어졌고, 손에 쥐고 있던 기기도 한쪽으로 굴러떨어졌다.	The sudden shift knocked me to the floor, and the monitor slipped from my hands, rolling into the corner...						0
127	腰上的她，用大腿紧紧地贴住我，传递着炽热的温度。	腰上的她，用大腿緊緊貼住我，傳遞著熾熱的溫度。	腰の上に乗ったニタの太腿が、じんじんと熱を伝えてくる。	그녀는 내 허리 위에서 허벅지로 나를 단단히 감싼 채 뜨거운 온도를 전했다.	Her legs, tightly pressed against my waist, sent a burning heat through me.						0
128	房间里突然变得安静，只剩下仪器屏幕上数字变化的微弱滴答声。	房間裡突然變得安靜，只剩下儀器螢幕上數字變化的微弱滴答聲。	静まり返った部屋に、機器から響く心拍数のかすかな電子音だけが漂う。	방 안이 갑자기 조용해졌고, 기기 화면 속 숫자가 바뀌며 똑딱거리는 소리만 미약하게 들릴 뿐이었다.	The room fell into silence, save for the faint ticking of the numbers on the screen.						0
129	200bpm，201bpm，202bpm，203bpm……	200bpm，201bpm，202bpm，203bpm……	200bpm、201bpm、202bpm、203bpm…	200bpm, 201bpm, 202bpm, 203bpm…	200bpm, 201bpm, 202bpm, 203bpm...						0
130	关心、陪伴、相信、理解……爱恋交织在一起，汇成燎原的焰，点燃了内心深处的渴望。	關懷、陪伴、相信、理解…愛戀交織在一起，匯成燎原的焰，點燃了內心深處的渴望。	気遣い、寄り添い、信じ合い、分かり合う想い…いくつもの愛が重なり合い、心の奥底に燃え上がる炎となって、深い欲望を熱く灯す。	관심, 동행, 믿음, 이해… 사랑이 함께 얽히며 타오르는 불이 되었고, 마음속 깊은 곳의 갈망을 불태웠다.	Care, comfort, trust, understanding... all of it wove together, blooming into a wildfire that ignited something deep inside me.						0
131	渴望继续填满她。	渴望繼續填滿她。	さらに、彼女を満たしたいという渇望。	그녀를 계속 가득 채워주고 싶었다.	A hunger to fill her, and...						0
132	渴望看到她因为我而抵达那个极限。	渴望看見她因為我而抵達那個極限。	そして、彼女を限界へと連れていく瞬間を見届けたいという欲求。	나로 인해 극한에 이르는 그녀의 모습을 보고 싶었다.	A desire to see her lose herself completely — because of me.						0
b-3											0
133	调转位置	調轉位置	（体勢を逆転させる）	위치 조정	Change Position						0
134	啊！	啊！	きゃっ…！	아!	Ah—!						0
135	没等妮塔反应过来，我已经将她笼在身下。	沒等妮塔反應過來，我已經將她籠在身下。	ニタが反応するより先に動き、彼女を下に押さえ込む。	니타가 반응하기도 전에, 나는 이미 그녀를 내 몸 아래에 가두었다.	Before Nita could react, I was already above her, caging her in.						0
136	她的发丝散落在地板上，和呼吸一样凌乱，眸中闪烁着迷离与期待。	她的髮絲散落在地板上，和呼吸一樣凌亂，眸中閃爍著迷離與期待。	乱れた呼吸に合わせて床に広がる髪が揺れ、瞳にはぼんやりとした期待がきらめく。	그녀의 머리카락이 바닥에 흩어지고 호흡도 흐트러졌다. 그녀의 눈빛은 게슴츠레하면서도 기대감에 차 있었다.	Strands of her hair spread across the floor, her breath unsteady, her gaze glassy with need. There was only one thought in my mind:						0
b-4											0
137	想给你更多更多	想給你更多更多	もっと伝えたい、もっと包みたい。君にすべてを。	더 많이 주고 싶어	Give her more... and more.						0
auto_137	在金色的光影中，理性的枷锁被一点点卸下，留下的只有相拥的本能。	在金色的光影中，理性的枷鎖被一點點卸下，留下的只有相擁的本能。	金色の光が差し込むなか、理性の枷が少しずつ外れていき、そこに残ったのは互いを求め合う本能だけだった。	찬란한 빛과 그림자 아래서 이성의 족쇄가 조금씩 풀어졌고, 서로를 끌어안으려는 본능만 남았다.	Bathed in golden light, the restraints of reason slowly unraveled, until only raw instinct remained — the need to stay tangled together.						0
138	不得不说，平时热爱锻炼的妮塔耐力惊人，就像一汪永不干涸的清泉。	不得不說，平常熱愛運動的妮塔耐力驚人，就像一汪永不乾涸的清泉。	ニタの体力は驚異的で、呼吸が乱れてもすぐに回復してしまう。	평소 운동을 좋아하는 니타는 역시나 지구력이 뛰어났다. 마치 마르지 않는 샘물 같았다.	And Nita? She kept going like a force of nature — all that training, and it showed.						0
139	在被欢愉数次冲刷，推向高处又送回后，一声满足的轻叹终于宣告周遭气氛归于平静。	在被歡愉數次沖刷，推向高處又送回後，一聲滿足的輕嘆終於宣告周圍氣氛歸於平靜。	何度か波を超えた末に、頂点にたどり着いた後、ようやく静寂が訪れた。	여러 차례 환희에 몸을 담근 후, 만족스럽게 내쉰 한숨 소리는 주변을 평온으로 이끌었다.	The pleasure came in relentless waves, pushing me higher and pulling me back, until a satisfied sigh finally escaped, signaling the room's return to a heavy, intoxicating stillness.						0
140	在她睡着后，一场缺少“主角”的会议被临时召开。	在她睡著後，一場缺少「主角」的會議被臨時召開。	ニタが眠りについたあと、「主役不在」のままひっそり開かれる打ち合わせ。	그녀가 잠든 후, '주인공'이 빠진 회의가 임시로 열렸다.	Once she was asleep, a hurried meeting was convened, but without the one they needed to discuss.						0
141	妮塔的心率已经达到理论值，研发部门可以开展下一步工作了。	妮塔的心率已經達到理論值，研發部門可以繼續進行下一步工作了。	ニタの心拍数は目標値に達しました。それでは次の段階に進めましょう。	니타의 심박수가 이론치에 도달했으니, 개발부에서 다음 단계 작업을 시작해도 되겠어요.	Now that Nita's heart rate reaches the target level, the R&D can move on to the next phase.						0
142	嗯……	嗯……	うーん…	응…	Mm...						0
143	芙提雅若有所思地点点头。	芙提雅若有所思地點點頭。	フリティアは何か考え込むようにうなずく。	프티야는 생각에 잠긴 듯 고개를 끄덕였다.	Fritia paused, then nodded.						0
144	还是再等等吧。	還是再等等吧。	…いや、もう少し待とう。	좀 더 기다리자.	Let's hold off for now.						0
145	再等等？分析员的意思是？	再等等？分析員的意思是？	もう少し？分析員、それはつまり…？	기다리자고요? 분석가님, 무슨 뜻이죠?	Hold off? You mean...?						0
146	分析员的意思是，他已经掌握了影响妮塔心率的核心因素！我们可以跳出预设，去探索一个更完美的答案。	分析員的意思是，他已經掌握了影響妮塔心率的關鍵因素！我們可以跳脫預設，去探索一個更完美的答案。	分析員が言いたいのは、ニタの心拍数を左右する肝心な要素をもう把握したってこと！だから最初の想定を飛び越えて、もっと理想的な解答を探しにいこうってわけよ。	그러니까, 분석가가 니타의 심박수를 좌우하는 핵심 요소를 파악했다는 말이잖아! 예측에서 벗어나 더 완벽한 답을 찾아봐도 되겠어.	The Adjutant has figured out the core factors behind Nita's heart rate! We can go beyond the target and aim for a better one.						0
147	我这么解释没错吧？分析员~	我這樣解釋沒錯吧？分析員~	ね？分析員♪	내 말이 맞지? 분석가~	Did I get it right? Adjutant~						0
148	嗯，没错。芙提雅总能很快就理解我的想法呢。	嗯，沒錯。芙提雅總是能很快就理解我的想法呢。	ああ、その通りだ。さすがフリティア、察しが早い。	응, 맞아. 프티야는 항상 내 말을 잘 이해한다니까.	Exactly. You always get what I mean in no time.						0
149	话音落下后，我渐渐陷入沉思。	話音落下後，我漸漸陷入沉思。	言葉が途切れ、深い思考に沈んでいく。	나는 그렇게 말하고는 점차 고민에 빠졌다.	With my words out, I slowly drifted into thought.						0
150	还能给予妮塔些什么呢？	還能給予妮塔些什麼呢？	もっと何かしてあげたい、ニタに――温もりも、支えも。	니타에게 또 무엇을 줄 수 있을까?	What else can I give to Nita...?						0
151	脑海中闪过各种可能性，一段过去的回忆悄然浮现。	腦海中閃過各種可能性，一段過去的回憶悄悄浮現。	さまざまな可能性が頭をよぎる中、ふと昔の記憶がよみがえる。	여러 가능성이 머릿속을 스쳐 지나갔고, 과거의 기억이 불현듯 떠올랐다.	A rush of possibilities flashed in my mind, and a past memory quietly came to mind.						0
152	温柔的阳光斜斜地透过窗户，桌前的少女一边念念叨叨，一边让手中的笔在纸上飞快游走。	溫柔的陽光斜斜地透過窗戶，桌前的少女一邊唸唸叨叨，一邊讓手中的筆在紙上飛快遊走。	柔らかな陽射しが斜めに窓を通り抜け、机に向かう少女は小声でつぶやきながら、ペンを走らせていた。	온화한 햇볕이 창문을 통해 비스듬히 들어오고, 소녀는 책상 앞에서 중얼거리며 펜으로 종이 위에 무언가를 빠르게 적어나갔다.	Sunlight filtered gently through the window, and the girl at the table murmured to herself, her pen swiftly dancing across the paper.						0
153	和分析员一起任务的时候，我们遇到了……	和分析員一起做任務的時候，我們遇到了……	分析員と任務に出た時のことだけど、あの時は…	분석가랑 같이 임무를 수행할 때, 우리는…	While on duty with the Adjutant, we stumbled upon...						0
154	写什么呢？这么认真？	寫什麼呢？這麼認真？	ずいぶん真剣そうだな。何を書いているんだ？	뭘 그렇게 열심히 적고 있어?	You're so focused. What are you writing?						0
155	嘿嘿~我正在尝试写<orange>日记</>呢！把开心的事都记录下来，就能随时回味了。	嘿嘿~我正在嘗試寫<orange>日記</>喔！把開心的事都記錄下來，就能隨時回味了。	てへへ、今ね、<orange>日記</>を書いてるの！楽しかった出来事を書いておけばいつでも振り返られるでしょ。	헤헤~ <orange>일기</>를 써 보려고! 즐거웠던 일을 모두 기록해 두면 언제든지 회상할 수 있으니까.	<orange>Haha~ I'm working on my journal! Writing down the good things lets me revisit them whenever I want.</>						0
156	倒是个不错的想法。那妮塔的日记能给我看看吗？	倒是個不錯的想法。那妮塔的日記能給我看看嗎？	それはいいな。じゃあちょっと見せてもらえるか？	좋은 생각이네. 그럼 나도 니타의 일기를 좀 봐도 될까?	I like that idea! Mind if I read your journal?						0
157	当然可以啊，喏~分析员随便看。	當然可以啊，喏~分析員隨便看。	もちろん！はいっ、好きなだけ見ていいよ。	물론이지. 자~ 분석가, 마음껏 봐.	Absolutely! Here you go, Adjutant. Feel free to check it out.						0
158	少女没有一丝遮掩，直率地将日记翻开，举到我眼前。	少女沒有一絲遮掩，直率地將日記翻開，拿到我眼前。	彼女はまったく隠すこともなく、素直に日記を開いて差し出した。	소녀는 숨기지도 않고 당당하게 일기를 펼쳐 나에게 보여주었다.	The girl was open about it, flipping the journal open and lifting it up to show me.						0
159	咦？这剧情不太对啊，日记怎么能随便给别人看。	咦？這劇情不太對啊，日記怎麼能隨便給別人看。	おいおい…日記って普通、人に見せるものじゃないだろ？	응? 전개가 이상한데. 일기를 남한테 막 보여줘도 되나?	Wait, this doesn't make sense. How could you just show your journal to anyone like that?						0
160	分析员又不是别人！当然想看就看啦！	分析員不是別人！當然想看就看啦！	分析員は「他人」じゃないんだからさ！全然平気！	분석가는 남이 아니잖아! 보고 싶으면 봐도 돼!	You're not just anyone, Adjutant! Obviously, you can look!						0
161	而且记下的这些开心事，都跟分析员有关。分析员一边看，一边还能想起那些美好时刻，多好~	而且記下的這些開心事，都跟分析員有關。分析員一邊看，一邊還能想起那些美好時刻，多好~	それに、ここに書いた楽しいことはほとんど分析員と一緒なんだよ。読めば、分析員もあの時を思い出して嬉しくなるでしょ♪	게다가 일기에 적힌 즐거운 일들은 모두 분석가랑 관련이 있다고. 분석가도 읽으면서 추억을 떠올릴 수 있고, 얼마나 좋아~	And the happy things I wrote down? They're all about you, Adjutant. You can read and recall all those sweet memories~						0
