xxx_3941159297	A	A	A	A	A	A	A	A	A	A	A
92	陶让我找的人就是……	τ要我找的人就是……	τが私に探させた人は……	τ가 찾으라고 한 사람이…	The woman that τ wants me to find is...						0
93	从收到消息到现在，时间差不多过去了一个小时。	從收到訊息到現在，時間差不多過了一個小時。	メッセージを受け取ってから、約1時間が経過した。	그 메시지를 받고 나서 지금까지 한 시간 정도가 지났다.	It had been about an hour since I received that message.						0
94	拿到情报后，我没有急着赶来现场，而是做了一些相关的准备，并且找到学院方要求介入调查。	拿到情報後，我沒有急著趕來現場，而是做了一些相關的準備，並且找到學院方要求介入調查。	情報を手に入れたあと、私は急いで現場に駆けつけるのではなく、調査に介入するための準備を行ってから、学院側に申し込んだ。	나는 정보를 받고 나서 바로 현장으로 이동하지 않고, 관련 준비를 하면서 아카데미 측에 조사 개입을 요청했다.	Instead of rushing straight to the crime scene, I used the time to make the necessary preparations — and filed an official request with the Acropolis to allow us to step in.						0
95	在看到照片的那一刻，我就明白，不单是为了莉琪，也为了我们来到学院的目标，我必须找到……被害人被杀的真相！	在看到照片的那一刻，我就明白，不單單是為了莉琪，也為了我們來到學院的目標，我必須找到……被害人被殺的真相！	写真を見た瞬間、私は確信した。リジのためだけでなく、私たちが学院に来た目的のためにも、被害者が殺された真相を突き止めなければならない！	사진을 보는 순간 깨달았다. 리지를 위해서뿐만 아니라, 우리가 아카데미에 온 목적을 위해서라도… 반드시 피해자가 살해된 진상을 밝혀내야 한다!	Because the moment I saw that photo, I knew this wasn't just about proving Lizzie's innocence anymore. This was also connected to our mission here. No matter what it took... we had to uncover the truth behind the murder.						0
96	现在……算是勉强赶上了啊。	現在……算是勉強趕到了啊。	なんとか、間に合ったようだ……	아슬아슬하게… 제시간에 맞춰 왔네.	Looks like... we made it just in time.						0
97	异议的宣言结束后，真理大厅里的公证人员因为我们的突然闯入，正陷入强烈的动摇之中。	異議的宣言結束後，真理大廳裡的公證人員因為我們的突然闖入，正陷入強烈的動搖中。	異議を申し立てたあと、真理庁の裁判長は、私たちの突然な登場にひどく動揺していた。	이의 선언이 끝난 후, 우리의 갑작스러운 난입으로 진리의 전당의 공증인들이 크게 동요했다.	The charges had just been read when we stepped in, our objection throwing the Hall of Truth into sudden disarray.						0
98	两边的陪审席也不断有喧哗声响起。	兩邊的陪審席也不斷有喧嘩聲響起。	両側の陪審席もところどころざわついている。	양쪽 배심원석에서도 계속해서 소란스러운 소리가 들려왔다.	Both sides of the jury gallery erupted in hushed murmurs.						0
99	你，你们到底是干嘛的……	你、你們到底是幹嘛的……	い、いったい、どうするつもりですか……	다, 당신들 도대체 누굽니까…	Wh—Who are you people...? What do you want?						0
100	我没兴趣重复第二遍。	我沒興趣重複第二遍。	発言を繰り返すつもりはございません。	두 번 말하진 않겠습니다.	I'm not in the mood to repeat myself.						0
101	可是……你们要参与辩护和调查什么的……这种消息，我可从来没听过。	可是……你們要參與辯護和調查什麼的……這種消息，我從來沒聽過。	し、しかし、弁護と捜査の引き継ぎなど……そんな通達は一切きておりません……	하지만… 당신들이 변호와 조사에 참여한다는 얘기는… 전혀 들은 적이 없습니다만.	But... I was never informed about a defense team, or new investigation unit...						0
102	那现在你该听说了。相关的交接手续很快会由你们高层公示，资料也会送到你们手中。	那現在你就聽到了。相關的交接手續很快會由你們高層公示，資料也會送到你們手中。	では、これで知りましたよね？この件に関する引継ぎの手続きも済ませましたので、じきに上層部から公表されますし、私たちの資料ものちに送付されるでしょう。	그럼 이제 들으셨겠죠? 관련 인수인계 절차는 곧 상부에서 공시할 예정이고, 자료도 전달될 겁니다.	Well, now you've been informed. Official authorizations will come down from your superiors shortly. The paperwork will be on your desk before you know it.						0
103	这……这……	這……這……	そ、それはちょっと……	이… 이게…	Uh... well...						0
104	真是太过分了！没有经过调查，就仓促定下莉琪是犯人的结论，我可不知道……崇尚公正，追逐真理的卫城学院居然会变成这样。	真是太過分了！沒有經過調查，就倉促定下莉琪是犯人的結論，我可不知道……崇尚公正，追逐真理的衛城學院居然會變成這樣。	ねぇ、ひどいよ！ちゃんと捜査もしないで、リジが犯人だと決めつけるなんて！公正を重んじて、真理至上主義だったアクロポリス学院が、こんなことしていいの！？	너무하잖아! 제대로 조사도 안 하고 리지를 범인으로 단정 짓다니… 정의를 숭상하고 진리를 추구하는 아크로폴리스 아카데미가 이렇게 변해버릴 줄은 몰랐다고.	This is outrageous! Pinning the blame on Lizzie without even a proper investigation? I can't believe it... I never thought the Acropolis — a place devoted to truth — would stoop to this.						0
105	异议！异议！	異議！異議！	いいの！？いいのぉー！？	이의 있어! 이의 있어!	Objection! Objection!!						0
106	等，等下！这可不是没有调查，这本来是完全可以盖棺定论的案件，我们正是出于公正，才在这里进行公示。	等、等一下！這可不是沒有調查，這本來是完全可以蓋棺定論的案件，我們正是出於公正，才在這裡進行公示。	ま、待ってください！捜査は厳正に行われましたとも。真相がすでに判明した事件なのに、まさに公正のために、こうして審理しているのですから。	잠, 잠깐만요! 조사를 안 한 게 아닙니다. 이건 사실 결론이 매우 확실한 사건이라고요. 저희는 공정성을 위해 이 자리에서 공시하는 겁니다.	H—Hold on! This isn't some baseless accusation. This case has been practically open-and-shut from the start! We're holding this hearing precisely because we value procedural justice.						0
107	案件现场被发现的时候，现场就只有被告和被害人，杀害被害人的凶器上只有嫌疑人的指纹，更重要的是……案件现场完全没有其他人进出的可能。	案件現場被發現的時候，現場只有被告和被害人，殺害被害人的兇器上只有嫌犯的指紋，更重要的是……案件現場完全沒有其他人進出的可能。	事件が発覚した時に、現場には被告人と被害者しかいませんでしたし、凶器には被告人の指紋だけが付着しておりました。何より、他の人が現場に出入りできた可能性なんてありませんから……	사건 현장이 발견됐을 때는 피고와 피해자만 현장에 있었고, 피해자를 살해한 흉기에는 용의자의 지문만 남아있었습니다. 더 중요한 건… 사건 현장에 다른 사람이 출입할 가능성이 전혀 없다는 것이죠.	When the scene was discovered, only the victim and the accused were present. The murder weapon had only her fingerprints. And most critically — the room was fully sealed. There was no way in or out.						0
108	所以呢？	所以呢？	つまり？	그래서요?	So?						0
109	什么……所以……？	什麼……所以……？	へッ？そ、それは……	무슨… 그래서라뇨…?	What do you mean, "so"?						0
110	仅凭一个像是密室杀人的现场，你们就确定莉琪是凶手了？	僅憑一個像是密室殺人的現場，你們就確定莉琪是兇手了？	現場が密室殺人に見えたから、リジを犯人だと思ったのか？	밀실 살인처럼 보이는 현장만으로, 리지가 범인이라고 단정 지은 겁니까?	So you've decided Lizzie's guilty... just because it looks like a locked-room murder?						0
111	但凡看过几本推理小说，也能知道这件事不会这么简单。	但凡看過幾本推理小說，也能知道這件事不會這麼簡單。	推理小説を何冊か読んだ人であれば、事件がこんなにシンプルなはずがないと気づくでしょう。	추리 소설 몇 권만 읽어봐도 이런 사건은 그리 단순하지 않다는 걸 알 수 있을 텐데요.	Honestly, anyone who's read even a few mystery novels would know it's never that simple.						0
112	可这是现实，怎么可以用推理小说来推断。而且，我们也不是认定她是凶手，只是将她当作最有嫌疑的人看押。	但這是現實，怎麼可以用推理小說來推斷。而且，我們也不是認定她是兇手，只是把她當成最有嫌疑的人看押。	現実の裁判でフィクションの論理を語るのはおかしい……かなと思います。それに、犯人ではなく、もっとも有力な容疑者として、勾留しようとしてるだけですから……	하지만 이건 현실이잖아요. 어떻게 추리 소설처럼 추론할 수 있겠습니까? 게다가 저희도 리지를 범인으로 단정 지은 게 아니라, 가장 유력한 용의자로 보고 있을 뿐이에요.	But this isn't some novel! You can't apply fictional logic to a real-life case. Besides — we haven't declared her guilty. We just kept her in custody as the prime suspect.						0
113	那现在我可以告诉你，没有确定她是嫌疑人的必要。	那現在我可以告訴你，沒有確定她是嫌疑犯的必要。	なら今断言しよう。彼女を容疑者と見なす必要はないと。	그렇다면 제가 알려드리죠. 리지를 용의자로 지목할 이유는 없습니다.	Then let me make this perfectly clear: There's no reason to treat her as a suspect at all.						0
114	为，为什么…	為、為什麼……	そ、その根拠は……？	어, 어째서…	A—And why not...?						0
115	因为我们有证据证明。	因為我們有證據證明。	こっちに証拠があるからだ。	우리에게 증거가 있으니까요.	Because we have evidence that proves Lizzie is innocent.						0
116	什么？证，证据……？？	什麼？證、證據……？	しょ、証拠というのは……？	뭐라고요? 증, 증거…??	E—Evidence...?						0
117	是的。我们会用卫城学院的方式，拿出让你们所有人哑口无言的证据，证明她不是凶手。	是的。我們會用衛城學院的方式，拿出讓你們所有人啞口無言的證據，證明她不是兇手。	ああ。アクロポリス学院のやり方で、文句のつけようのない証拠を提示し、彼女が犯人でないことを証明する。	네. 우리는 아크로폴리스 아카데미의 방식으로, 모두를 충분히 설득할 만할 증거를 제시해 리지가 범인이 아니라는 걸 증명할 겁니다.	That's right. Decisive evidence — from the Academica Acropolis itself. We can prove that Lizzie is not the murderer.						0
118	我说着顿了顿，转头看向被告席，给了莉琪一个让她放心的眼神。	我說著頓了頓，轉頭看向被告席，給了莉琪一個讓她放心的眼神。	私はそう言うと、被告席にいるリジに安心させる視線を送った。	나는 잠시 말을 멈추고 피고석을 향해 고개를 돌려, 리지에게 안심하라는 눈빛을 보냈다.	I let the words hang for a beat, then turned to the defendant's stand — meeting Lizzie's eyes with quiet, steady reassurance.						0
119	莉琪。	莉琪。	リジ。	리지.	Lizzie.						0
120	赌上卫城学院的名誉，我很快就会证明——	賭上衛城學院的名譽，我很快就會證明——	アクロポリス学院の名誉にかけて、証明してみせる――	아크로폴리스 아카데미의 명예를 걸고, 곧 증명해 보이겠어.	I swear it — on the very name of the Academica Acropolis...						0
121	你无罪！	你無罪！	君の無実を！	네가 무죄라는 걸!	I will prove your innocence!						0
122	……	……	……	…	...						0
123	在短暂的喧哗沉寂后，审判席上的公证人员呆了呆。	在短暫的喧嘩沉寂後，審判席上的公證人員呆了一下。	ざわめきが静まったあと、裁判席にいる裁判長は呆然としていた。	잠깐의 소란이 잠잠해지자, 재판석의 공증인은 멍하니 있다가 입을 열었다.	For a long moment, a thick silence fell across the stunned hall. Then, the arbiter finally blinked, as if snapping out of a trance.						0
124	虽然您的发言很有气势，但……为什么是赌上卫城学院的名誉。	雖然您的發言很有氣勢，但……為什麼是賭上衛城學院的名譽。	すばらしい意気込みですが、学院の名にかけられても……	정말 당당하시군요… 그런데 꼭 아크로폴리스 아카데미의 명예까지 걸어야 하나요?	That was... certainly stirring. But why invoke the Acropolis' reputation?						0
125	呵呵呵……让罪人逍遥法外，无辜者蒙冤——这不该是卫城学院的过错吗？纠正你们的错误，难道还需要让我们来赌上名誉？	呵呵呵……讓罪人逍遙法外，無辜者蒙冤——這不應該是衛城學院的過錯嗎？糾正你們的錯誤，難道還需要讓我們來賭上名譽？	ふふふ……真犯人を見逃して、無実の人に罪を着せたら、汚されるのはアクロポリス学院の名誉ですよね？その間違いを正すのに、私たちの名誉を賭ける筋合いなんてありますか？	허허… 죄인을 법의 심판에서 놓아주고, 무고한 자에게 누명 씌운 아크로폴리스 아카데미의 잘못이 아닌가요? 그럼, 여러분의 잘못을 바로잡는 데 우리의 명예를 걸어야겠습니까?	Heh... isn't it the Acropolis' fault that an innocent girl is on trial — while the real perpetrator walks free? Why shouldn't it be your reputation on the line?						0
126	薇蒂雅此刻带着一种凛冽的美丽，以及一种令人折服的压迫力，与她对视的人都不由自主低下头去。	薇蒂雅此刻帶著一種凜冽的美麗，以及一種令人折服的壓迫力，與她對視的人都不由自主低下頭去。	ヴィディアは今、凛とした美しさと、人を屈服させるほどの威圧感を纏っている。彼女と視線を合わせた者はみんな、思わず頭を下げてしまうだろう。	비디야는 차가운 아름다움과 압도적인 위압감을 풍겼다. 그녀와 눈을 마주친 사람들은 저절로 고개를 숙일 수밖에 없었다.	Vidya stood tall — sharp, commanding, and stunning as she spoke. Her gaze never wavered. Anyone who dared meet her eyes quickly looked away.						0
127	不久后，审核了所有资料，确定没有问题的公证人员擦着额头的汗水，将我们请上了辩护的位置。	不久後，審核了所有資料，確定沒有問題的公證人員擦著額頭的汗水，將我們請上了辯護的位置。	しばらくして、すべての資料が問題ないと確認した裁判長は額の汗を拭きながら、私たちを弁護席へ案内した。	잠시 후, 모든 자료를 검토하고 문제가 없음을 확인한 공증인이 이마의 땀을 닦으며 우리를 변호인석으로 안내했다.	After reviewing our credentials and verifying the documents, the arbiter wiped a thin sheen of sweat from her brow and motioned for us to take our place at the defense bench.						0
128	那个……经过本人的确认，这几位确实是学院特派来负责这起案件审查的专员。	那個……經過本人的確認，這幾位確實是學院特派來負責這起案件審查的專員。	その……確認したところ、みなさんは学院から派遣された特別裁判員で間違いないようです。	그… 제가 확인한 바로는 이분들이 확실히 아카데미에서 이번 사건 심사를 위해 특별히 파견한 담당관이 맞습니다.	Ahem... it has been confirmed that these individuals are indeed specialists officially appointed by the Acropolis to re-examine the case.						0
129	由于刚才的审理发生了一些意外，所以现在将重新开始审理流程。	由於剛才的審理發生了一些意外，所以現在將重新開始審理流程。	先ほどの審理中、予期せぬことが起こりました。ですのでこれより、改めて審理を始めます。	방금 재판 과정에서 예기치 않은 일이 발생했기에, 지금부터 재판 절차를 재개하도록 하겠습니다.	In light of the earlier disruptions, we will now recommence the hearing from the beginning.						0
130	几位专员需要了解案件细节，所以本案会从头进行一遍案件陈述。我希望看完案件陈述后，几位专员能够公正地看待本次审理。	幾位專員需要了解案件細節，所以本案會從頭進行一次案件陳述。我希望看完案件陳述後，幾位專員能夠公正地看待這次審理。	裁判員のみなさんに事件の詳細をお伝えするため、これより冒頭陳述を再度行います。冒頭陳述をしっかり確認のうえ、公平に審理にご参加ください。	담당관들께서 사건의 상세 내용을 파악하셔야 하니, 이번 사건에 대해 처음부터 다시 진술하도록 하겠습니다. 담당관 여러분께서는 사건 진술을 검토하신 후에 이번 재판을 공정하게 봐주시기를 바랍니다.	These specialists require a full understanding of the facts, so we will begin once more with a detailed recounting of the incident. I hope that once they have reviewed the facts, they will proceed with complete impartiality.						0
131	现在将由本庭出示现场调查报告。	現在將由本庭出示現場調查報告。	それでは、捜査報告書を提示します。	지금부터 현장 조사 보고서를 제시하겠습니다.	The court will now present the official on-site investigation report.						0
132	现场调查报告如下：	現場調查報告如下：	現場調査報告書	현장 조사 보고는 다음과 같습니다.	The on-site investigation report is as follows:						0
133	<orange>6月16日上午，7点13分。</>，被害人提娅被发现死在量子科技研究室中。	<orange>6月16日上午，7點13分。</>，被害人提婭被發現死在量子科技研究室中。	<orange>6月16日午前、7時13分。</>被害者ティアは量子科学研究室で死亡しているのが発見された。	<orange>6월 16일 오전 7시 13분</>, 피해자 티아가 양자 기술 연구실에서 사망한 채 발견되었다.	<orange>June 16, 7:13 AM.</> The body of the victim, Tia, was discovered in the Quantum Sciences Lab.						0
134	调查结果显示，被害人提娅死于<orange>被凶器多次刺伤后的内脏大出血</>，且被害人的死亡时间在<orange>6月15日晚上，6点到7点之间。</>	調查結果顯示，被害人提婭死於<orange>被兇器多次刺傷後的內臟大量出血</>，且被害人的死亡時間在<orange>6月15日晚上，6點到7點之間。</>	調査結果によると、被害者ティアの死因は<orange>凶器で複数回刺されたことによる内臓出血</>。死亡時刻は<orange>6月15日夜、6時から7時の間</>だ。	조사 결과에 따르면 피해자 티아는 <orange>흉기에 의한 다중 자상으로 인한 내장 출혈</>로 사망했으며, 사망 추정 시각은 <orange>6월 15일 저녁 6시에서 7시 사이다.</>	Autopsy results show that Tia died of <orange>massive internal bleeding caused by multiple stab wounds</>. The estimated time of death is <orange>between 6:00 and 7:00 PM on June 15.</>						0
135	此外，被害人的尸体被发现时，正趴在<orange>距离安全门5m的实验桌</>，手指按在了隐蔽的安全按钮上。	此外，被害人的屍體被發現時，正趴在<orange>距離安全門5公尺的實驗桌</>，手指按在了隱藏的安全按鈕上。	さらに、遺体が発見されたとき、遺体は<orange>安全ドアから5m離れた実験机</>に倒れて、指は隠された安全ボタンの上に置かれていた。	또한, 피해자의 시신은 <orange>안전문으로부터 5미터 떨어진 실험대</>에 엎드린 채 발견되었으며, 숨겨진 보안 버튼을 손가락으로 누르고 있었다.	The victim was found slumped over a workstation approximately <orange>five meters from the lab's main security door</>, her finger resting on a concealed emergency button.						0
136	安全装置启动后，现场喷出了麻醉气体，且实验室大门完成锁死。	安全裝置啟動後，現場噴出了麻醉氣體，實驗室大門完全鎖死。	安全装置が作動したあと、現場には麻酔ガスが噴出され、実験室のドアは完全にロックされた。	보안 장치가 작동되어 현장에 마취 가스가 분사되었고, 실험실 문은 완전히 봉쇄되었다.	Activation of the system deployed anesthetic knockout gas and fully sealed the security door.						0
137	除了被害人外，在现场发现了另一位因为吸入麻醉气体昏迷的成员莉琪。	除了被害人外，在現場發現了另一位因吸入麻醉氣體昏迷的成員莉琪。	被害者ティア以外に、現場では麻酔ガスを吸い込んで気絶した人物、リジが倒れていた。	피해자 외에도 현장에서 마취 가스를 흡입하고 기절한 또 다른 구성원, 리지를 발견했다.	A second individual — Lizzie — was also found unconscious at the scene, having inhaled the knockout gas released by the lab's security system.						0
138	附注：凶器上仅检测到死者的鲜血，有且仅有莉琪的指纹。	附註：兇器上僅採集並化驗出死者的鮮血，且僅有莉琪的指紋。	補足：凶器から検出された血痕は被害者のもので、リジの指紋のみが付着していた。	비고: 흉기에서는 사망자의 혈흔과 리지의 지문만이 검출되었다.	Note: The murder weapon tested positive for the victim's blood and the defendant's fingerprints. No other prints were detected.						0
139	我没有杀害导师！	我沒有殺死導師！	殺してなんかないよ！	난 교수님을 죽이지 않았어!	I didn't kill my advisor!						0
140	我是被人打晕的！	我是被人打暈的！	殴られて気を失ったの！	누군가가 날 때려서 기절했다고!	I was attacked — someone knocked me out!						0
141	被告人请肃静。	被告請肅靜。	被告人、静粛に。	피고인은 조용히 하시기 바랍니다.	Defendant, please remain silent.						0
142	现在不是你的发言时间。	現在不是你的發言時間。	むやみな発言は控えてください。	지금은 당신의 발언 시간이 아닙니다.	This is not your turn to speak.						0
143	各位专员，看过调查报告，你们还觉得我们的判断有问题吗？	各位專員，看過調查報告，你們還覺得我們的判斷有問題嗎？	裁判員のみなさん。捜査報告書をお読みになられましたね？それでも我々の判断が間違っていると思いますか？	여러분, 조사 보고서를 보고도 저희 판단이 잘못됐다고 생각하시나요?	Specialists, you've reviewed the investigation report. Do you still believe there's a flaw in our conclusion?						0
144	我将目光缓缓从莉琪身上收回，提出自己的疑问。	我將目光緩緩從莉琪身上收回，提出自己的疑問。	私はゆっくりとリジから目を離し、質問を口にした。	나는 리지에게서 천천히 시선을 거두며 의문을 제기했다.	I slowly turned away from Lizzie and raised my first question.						0
145	在被害人的死亡时间段，除了莉琪之外，可以确定没有其他人进出过研究室吗？	在被害人死亡的這段時間裡，除了莉琪之外，可以確定沒有其他人進出過研究室嗎？	被害者の推定死亡時間内に、リジ以外に研究室を出入りした人物はいないと断言できるのか？	피해자 사망 시각에 리지 외에는 다른 사람이 연구실을 출입하지 않았다는 게 확실한가요?	Can you confirm if anyone else entered or exited the lab at the estimated time of death?						0
146	……	……	……	…	...						0
147	这件事无法完全确定。	這件事無法完全確定。	それは、ないのですが……	완전히 확실하진 않습니다.	That... cannot be fully confirmed.						0
148	由于该时段恰好在监控检修，无法排除其他人进出的可能性。	由於該時段剛好在監視器檢修，無法排除其他人進出的可能性。	当時、監視カメラは点検中だったため、他人が出入りしたかどうかは確認できません。	해당 시간에 마침 CCTV 점검 중이어서, 다른 사람의 출입 가능성을 배제할 순 없습니다.	At that time, the surveillance system happened to be offline for scheduled maintenance. We cannot rule out the possibility that someone else entered or left.						0
149	这也太巧了吧，刚好在这个时候……	這也太巧了吧，剛好在這個時候……	ちょうどそのときに？そんな偶然、あるのかな……	타이밍 한번 절묘하네, 하필 이때라니…	Oh, how convenient. The cameras just happened to be down during the exact window of the murder?						0
150	虽然难以启齿，但是事实就是如此，而且这是例行检查，在正常的时间段进行，不存在被人控制的可能。	雖然難以啟齒，但是事實就是如此，而且這是例行檢查，在正常的時間進行，不存在被人控制的可能。	信じがたいのは分かりますが、事実なのです。それから、決まった時間帯で行われた定期点検なので、誰かが故意に監視カメラを壊したわけではありません。	말하기 곤란하지만 사실이 그렇고, 게다가 정해진 시간에 진행된 정기 점검이라 누군가의 조종을 받았을 가능성은 없습니다.	It's unfortunate, I'll admit. But the maintenance was routine, scheduled well in advance. There's no indication of tampering.						0
151	但是会存在被人利用的可能。	但是會存在被人利用的可能。	では、利用される可能性はありますね。	하지만 누군가에게 이용당했을 가능성은 있죠.	Maybe not tampered with — but clearly, it could have been exploited.						0
152	你说得没错，可是现有的证据，无法证明其他人一定有问题，只能证明莉琪有问题。	你說得沒錯，可是現有的證據，無法證明其他人一定有問題，只能證莉琪有問題。	おっしゃる通りですが、現段階の証拠では被告人以外の人の容疑を立証できません。	맞습니다. 그러나 현재 증거로는 다른 사람의 혐의를 입증할 수 없고, 리지의 문제만 증명할 수 있습니다.	You're not wrong. But as it stands, the available evidence doesn't implicate anyone else. All it does is leave Lizzie with the most to answer for.						0
153	……	……	……	…	...						0
154	事情似乎陷入僵局，不过我没有在这件事上过多拉扯的想法。	事情似乎陷入僵局，不過我沒有在這件事上有過多拉扯的想法。	事態は行き詰まっているようだが、私はこの件で延々と話し合うつもりはない。	상황이 교착 상태에 빠진 듯했지만, 더 이상 이 일에 얽매일 수는 없었다.	We were at a standstill. But I had no intention of letting this bog us down.						0
155	第二个问题，现场确定是密室吗？	第二個問題，現場確定是密室嗎？	それと。現場は密室で間違いないのか？	두 번째 질문, 현장이 정말 밀실이 맞습니까?	Second question — are you certain this was a locked-room crime scene?						0
156	不能单纯从被害人手指的位置，就确定安全按钮被按下吧。	不能單純從被害人手指的位置，就確定安全按鈕被按下吧。	被害者が指を置いてるからって、安全ボタンが押されたと断言できないだろう。	피해자의 손가락 위치만으로 안전 버튼이 눌렸다고 단정 지을 순 없잖아요.	Surely you didn't just assume the emergency button was pressed because the victim's finger happened to be resting on it?						0
157	关于这点，我们也做过验证，现场确定是密室无疑。	關於這點，我們也做過驗證，現場確定是密室無疑。	それに関しては、こちらで一度検証しました。現場は密室で間違いありません。	그 점에 대해선 저희도 검사를 했는데, 현장은 밀실이 확실합니다.	We did look into that. And yes — we can confirm the scene was, without doubt, a true locked room.						0
158	多莉丝小姐，现在请你上来，作为现场的第一发现人，重述一遍你的证词吧……	多莉絲小姐，現在請你上來，作為現場的第一發現者，重述一遍你的證詞吧……	ドリスさん、どうぞ前へ。現場の第一発見者として、証言を正直に伝えてください。	도리스 씨, 이쪽으로 나와주세요. 현장의 첫 발견자로서 다시 한번 증언해 주시죠…	Miss Doris, you may now approach the witness stand. As the one who first discovered the scene, please restate your testimony for the record.						0
159	好，好的……	好，好的……	わ、わかりました……	네, 네…	Y—Yes... of course...						0
160	在我和薇蒂雅审视的目光中，叫作多莉丝的女人站上了证人席。	在我和薇蒂雅審視的目光中，名叫多莉絲的女人站上了證人席。	私とヴィディアの鋭い視線に見られながら、ドリスという女性が証言台に立った。	나와 비디야의 날카로운 시선 속에서 도리스라는 여자가 증인석에 섰다.	Under both my and Vidya's watchful gaze, a woman named Doris stepped up to the stand.						0
161	她有些畏怯地看了我们一眼，随后带着微微的颤音开口。	她有些畏怯地看了我們一眼，隨後帶著微微顫抖的聲音開口。	彼女は少し怯えたように私たちを一瞥し、かすかに震える声で話し始めた。	그녀는 약간 두려운 듯 우리를 쳐다보더니, 살짝 떨리는 목소리로 입을 열었다.	She gave us a wary glance — then, voice trembling, began to speak.						0
162	……事情是这样的。	……事情是這樣的。	えっと……	… 어떻게 된 거냐면요.	...Here's what happened.						0
163	今天早上七点，我像往常一样来到研究室。	今天早上7點，我像平常一樣來到研究室。	今朝の7時ごろに、わたし、いつものように研究室に来ました。	오늘 아침 7시, 저는 평소처럼 연구실에 왔어요.	I arrived at the lab at 7 AM this morning, just like always.						0
164	可是我意外发现，用自己的ID卡开不了门。	可是我意外發現，我用自己的ID卡開不了門。	そして自分のＩＤカードでドアを開こうとしたら、どうしても開かなくて、	그런데 제 ID 카드로 문이 열리지 않더라고요.	But this time, my ID card wouldn't open the door.						0
165	大门被安全装置完全锁死了。	大門被安全裝置完全鎖死了。	ドアは完全にロックされていたんです。最初は、	보안 장치로 문이 완전히 잠겼어요.	The lab was fully sealed by the security lock.						0
166	我一开始还不知道出事了，以为是导师不想被人打扰锁死了大门，所以我就试着给导师发消息，拨通讯，发现完全没有回复后，我才觉得可能出了问题。	我一開始還不知道出事了，以為是導師不想被人打擾鎖死了大門，所以我就嘗試傳訊息給導師，撥通訊，發現完全沒有回應後，我才覺得可能出了問題。	邪魔されたくないから先生が施錠したのかと思って、先生に通信をかけたり、メッセを送ってみたりしました。でも一向に返事が来なくて、変だなって思いはじめて。	처음에는 그런 일이 생긴 줄도 모르고, 그냥 교수님이 방해받기 싫어서 문을 잠그신 줄 알았어요. 그래서 교수님한테 메시지도 보내고 통신도 해봤는데, 전혀 응답이 없었죠. 그제야 뭔가 문제가 생겼다는 걸 깨달았어요.	At first, I didn't think anything was wrong — I figured Ms. Tia had locked it for privacy. So I tried messaging her. I called her. But when she didn't respond at all, I started to worry.						0
167	所以我紧急叫来了安保，强行破开了大门。	於是我緊急叫了保全，強行破開了大門。	だから警備の方を呼んで、ドアを強引に開けてもらいました。	그래서 급히 보안요원을 불러 강제로 문을 부수고 들어갔어요.	I called security. They forced the door open.						0
168	可在打开门后，我就看到，就看到……	但在打開門後，我就看到，就看到……	そしたら、部屋の中には……	하지만 문을 열자마자 저는 보고 말았어요…	And when we got inside... I saw...						0
169	导师趴在了桌上，莉琪也倒在地上昏迷不醒。	導師趴在了桌上，莉琪也倒在地上昏迷不醒。	机に突っ伏している先生と、その近くの床に倒れているリジちゃんが……	교수님은 연구대에 엎드려 있었고, 리지도 바닥에 쓰러져 기절해 있었어요.	I saw Ms. Tia — slumped over the desk. And Lizzie — lying unconscious on the floor.						0
170	后来……就像是调查报告写的那样……导师她……导师她……	後來……就像是調查報告寫的那樣……導師她……導師她……	あとは……調査報告書に書かれてる通り……先生が……先生が……	그 후에는… 조사 보고서에 쓰여 있는 그대로… 교수님이… 교수님이…	After that... like the investigation report said... Ms. Tia... she was—!						0
171	呜呜呜呜呜……	嗚嗚嗚嗚嗚……	ひっく、えぐ……	으흐흐흐흑…	*sobbing*...						0
172	不过！不过我不相信莉琪是凶手！	不過！不過我不相信莉琪是兇手！	で、でも……！わたし、リジちゃんが犯人だなんて、信じたくありません！	하지만! 리지가 범인이라는 건 믿을 수 없어요!	But... no! I don't believe Lizzie is the killer!						0
173	导师的死肯定还有其他的原因！	導師的死一定還有其他的原因！	先生の死には、きっと他に事情があると思います！	교수님의 죽음엔 분명 다른 이유가 있을 거예요!	There has to be another explanation for Ms. Tia's death!						0
174	几位专员！你们一定能证明吧，你们肯定能证明吧！	幾位專員！你們一定能證明吧，你們一定能證明吧！	裁判員のみなさん、きっと……きっと証明してくれますよね！？	담당관님들! 꼭 증명해 주세요. 여러분이라면 분명 증명할 수 있을 거예요!	Please... You're the specialists, right? You'll find the truth, won't you? You have to!						0
175	多莉丝满脸期望地向我们看来。	多莉絲滿臉期待地向我們看來。	ドリスは祈るように私たちを見た。	도리스가 매우 기대하는 표정으로 우리를 바라보았다.	Doris looked at us, eyes full of desperate hope.						0
176	分析员，她是真的很伤心。	分析員，她是真的很傷心。	分析員、ドリス、本当に悲しそうだぞ……	분석가, 저 사람은 정말로 슬퍼하고 있어.	Adjutant... she's really sad.						0
177	伊切尔，看得出来！	伊切爾，看得出來！	イチェルにはわかる！	이첼, 알 수 있어!	I can smell it!						0
178	嗯。	嗯。	そうだな。	응.	Yes.						0
