xxx_1961593440	A	A	A	A	A	A	A	A	A	A	A
101	芙提雅，伊切尔，莉琪，上面就交给你们了。	芙提雅，伊切爾，莉琪，上面就交給你們了。	フリティア、イチェル、リジ、上は任せた。	프티야, 이첼, 리지. 위쪽은 너희한테 맡길게.	Fritia, Eatchel, Lizzie — I'll leave things here in your hands.						0
102	芙提雅老师会看好上面的！	芙提雅老師會看好上面的！	わかった、私は上でしっかり見張ってるね！	위쪽은 프티야 선생님이 잘 지키고 있을게!	Got it. I'll keep the perimeter sealed tight!						0
103	伊切尔不会让任何人来打扰。	伊切爾不會讓任何人來打擾。	イチェル、誰にも邪魔させないぞ。	이첼은 아무도 우리를 방해하게 두지 않을 거야.	I won't let anyone get through!						0
104	嗯……我会保护好自己，不给她们添乱。	嗯……我會保護好自己，不給她們造成麻煩。	えぇ、じゃーその、わたしは、ふたりに迷惑かけないように、ちゃんと自分を守るようにするから……	음… 나는 짐이 되지 않게 스스로를 잘 지킬게.	Mm... I'll stay safe, so I won't slow anyone down.						0
105	我也会保护好自己。	我也會保護好自己。	ワタシも自分を守りまス。	저도 스스로를 잘 지킬게요.	I will also take measures to ensure my safety.						0
106	虽然本机有很多探查功能，但是本机讨厌进入这样的地下通道。	雖然本機有很多探查功能，但本機討厭進入這樣的地下通道。	調査機能はたくさんついていますが、こういう地下通路には入りたくありまセン。	저에게 다양한 정찰 기능이 있기는 하지만, 이런 지하 통로에 들어가는 건 싫어요.	Despite my superior investigative capabilities, I must state for the record: I strongly dislike damp, creepy underground tunnels.						0
107	咦？	咦？	え？	응?	Huh?						0
108	对了，分析员，让自动破案机和你们一起下去吧。	對了，分析員，讓自動破案機跟你們一起下去吧。	あ、そうだ！調査機も同行させようよ。	맞다, 분석가. 추리 로봇도 데려가.	Oh! Adjutant, why not send the Detective Bot down first?						0
109	！！！！	！！！！	！！！！	!!!!	...!!!						0
110	滴滴滴，警告，警告，红温警告！	滴滴滴，警告，警告，生氣警告！	ジジジ！警告！警告！緊急警告！	삐삐삐, 경고, 경고! 분노 경고!	*beep, beep, beep—* Warning! Warning! Emotional system overheating!						0
111	它有调查功能，可以帮忙探路！可以让自动破案机走在前面，预防危险！	它有調查功能，可以幫忙探路！可以讓自動破案機走在前面，預防危險！	この子は調査機能以外に、道を探すこともできるんだ。調査機を先に行かせて、安全を確認してから進むといいと思うよ。	조사 기능이 있으니 경로 탐색에 도움이 될 거야! 추리 로봇을 앞세우면 위험을 방지할 수도 있어!	It's perfect for scouting. You can use it to check for danger up ahead!						0
112	过分！太过分了！人类。你们这是蔑视机器权。	過分！太過分了！人類。你們這是藐視機器權。	ひどいでス！ひどすぎまス！人類！機械差別禁止法違反でス！	너무해요! 너무합니다! 인간들, 이건 기계권을 무시하는 처사예요.	Outrageous! This constitutes a flagrant violation of robot rights!						0
113	嘿嘿，不好意思呀，这样的法律暂时还没出台。如果你出事了，芙提雅老师保证能把你修好！	嘿嘿，不好意思呀，這樣的法律暫時還沒推出。如果你出事了，芙提雅老師保證能把你修好！	……残念だけど、まだそんな法律は出来てないからね……まあ、故障したら、私が修理してあげるから、一緒に行って！	헤헤, 미안하지만 그런 법은 없어. 너한테 무슨 일이 생기면 프티야 선생님이 꼭 고쳐줄게!	Hehe, sorry, buddy, there's no such thing yet. But don't worry. If anything breaks, I promise I'll patch you up good as new.						0
114	最终，无视自动破案机的抗议，我们跟在它的后面，走进了地下的通道。	最終，無視自動破案機的抗議，我們跟在它的後面，走進了地下的通道。	結局、調査機の抗議を無視して、私たちは調査機の後ろについて地下通路に入った。	결국 우리는 추리 로봇의 항의를 무시하고 로봇의 뒤를 따라 지하 통로로 들어갔다.	In the end, we ignored the Detective Bot's protests and let it take point as we descended into the underground tunnel.						0
115	越往下走，环境也渐渐变得潮湿起来。	越往下走，環境也漸漸變得潮濕起來。	下へ行くほど、空気が湿っぽくなっていく。	내려갈수록 주변이 점점 습해졌다.	The deeper we went, the heavier and wetter the air became.						0
116	很快，我们来到了一个新的实验室。	很快，我們來到了一個新的實驗室。	私たちはすぐに見慣れない実験室にたどり着いた。	우리는 금세 새로운 실험실에 도착했다.	Eventually, the tunnel opened into another lab.						0
117	这个实验室……咳咳……好像被封闭了很长一段时间。	這個實驗室……咳……好像被封閉了很長一段時間。	この実験室……けほけほ……ずいぶん前に封鎖されたみたいですね。	이 실험실은… 콜록콜록… 오랫동안 봉쇄되어 있었나 봐요.	This place... *coughing*... looks like it's been sealed off for years.						0
118	或者说，是被废弃了一段时间？	或者說，是被廢棄了一段時間？	というか、しばらく前に廃棄された……のか？	아니면, 오랫동안 버려졌거나.	Or maybe just... abandoned for a while.						0
119	我伸手抹过一张实验桌，手指上明显有些污渍沾染。	我伸手抹過一張實驗桌，手指上明顯有些汙漬沾染。	実験台を撫でると、私の指はすぐに汚れた。	내가 손을 뻗어 실험대를 만지자, 손끝에 선명하게 때가 묻었다.	I dragged a finger across one of the nearby benches — it came away caked in grime.						0
120	扫过一圈里面的布置，明显也能看出大量东西被搬运离开的痕迹。	掃過一圈裡面的佈置，明顯也能看出大量東西被搬運離開的痕跡。	室内には、物が運び出された跡が大量に残っていた。	내부 배치를 쓱 둘러보니, 많은 물건이 반출된 흔적을 분명하게 확인할 수 있었다.	A quick scan revealed the room had been stripped down. Most of the equipment was missing.						0
121	分析员，这里的东西，基本被搬空了。	分析員，這裡的東西，基本上被搬空了。	分析員さん、ここにあったものはほぼ運び出されたみたいです。	분석가님, 이곳에 있던 물건은 대부분 반출됐어요.	They've cleared out almost everything, Adjutant.						0
122	留下来的东西好像没什么价值。	留下來的東西好像沒什麼價值。	残ってるのは価値のないものばかりですね。	남아있는 건 별다른 가치가 없어 보여요.	Not much left here that's worth looking into.						0
123	我和薇蒂雅搜查一圈，翻出了一些文件，但是大多数文件记录的都是一些实验数据。仅凭这些实验数据，很难还原这里进行过怎样的实验。	我和薇蒂雅搜查一圈，翻出了一些檔案，但大多數檔案記錄的都是一些實驗資料。僅憑這些實驗資料，很難還原這裡進行過怎樣的實驗。	私とヴィディアは一通り捜索し、いくつかの書類を見つけたが、ほとんどが実験データだった。これだけでは、ここで行われた実験を推測しがたい。	나와 비디야는 주위를 한 차례 수색했고, 일부 문서를 찾아냈지만 대부분 실험 데이터 기록 문서였다. 이런 실험 데이터만으로는 어떤 실험을 진행했는지 확인하기 어려웠다.	Vidya and I scoured the space. We managed to unearth a few scattered files — mostly raw experimental data, cryptic on their own and missing key context.						0
124	此外，这些搜出来的文件甚至还有几份有发霉的痕迹，没人打理后，这里潮湿的环境并不适合用来保存资料。	此外，這些搜出來的檔案甚至還有幾份有發霉的痕跡，沒人打理後，這裡潮濕的環境並不適合用來保存資料。	しかも、書類のなかにはカビが生えたものもあった。管理されなくなったこの湿った環境は、資料の保存に適していない。	또한 찾아낸 문서 중에는 곰팡이가 핀 것도 있었다. 관리하는 사람이 없으니 이런 습한 환경은 자료를 보존하기에 적절하지 않았다.	Some of the papers were even moldy after years of neglect — the damp air here clearly made it an unsuitable environment for preserving documents.						0
125	没有发现与案件相关线索。	沒有發現與案件相關線索。	事件の手がかりはありまセン。	사건과 관련된 단서는 찾을 수 없습니다.	No case-related clues detected.						0
126	发现没有，没有发现。	發現沒有，沒有發現。	ありまセン、ありまセン。	발견이 없습니다. 발견할 수 없습니다.	No findings. No findings.						0
127	本机需要回到安全的地方。	本機需要回到安全的地方。	安全な場所に戻りたいでス。	저는 안전한 곳으로 돌아가야 합니다.	This unit requests permission to return to a secure location.						0
128	自动破案机跟着调查了一遍，就开始在文件堆旁转起了圈圈，不少文件都被它弄飞了出来。	自動破案機跟著調查了一遍，就開始在檔案堆旁轉起了圈圈，不少檔案都被它弄飛了出來。	自動調査機は一通り調べ終わると、書類の山の周りをくるくる回り始め、たくさんの書類を散らかしてしまった。	추리 로봇은 우리를 따라 내부를 조사하더니 문서 더미 주변에서 빙빙 돌았고, 그 때문에 문서들이 휘날렸다.	After its half-hearted sweep, the bot began spinning in slow circles around the stacks of papers, scattering sheets everywhere with each clunky rotation.						0
129	薇蒂雅刚想阻止它的捣蛋，忽然像是发现了什么，从不远处捡起了一份残缺的文件。	薇蒂雅剛想阻止它的搗蛋，突然像是發現了什麼，從不遠處撿起了一份殘缺的文件。	調査機のいたずらを止めようとしたヴィディアは、ふとなにかに気づいたのか、資料の断片を拾い上げた。	로봇을 제지하려던 비디야가 갑자기 무언가를 발견한 듯, 근처에서 훼손된 문서를 주웠다.	Vidya was just about to stop its antics when she suddenly paused, eyes locking onto something. She darted over and picked up a torn file that had fluttered further afield.						0
130	这份文件，刚才是在这里的吗？……	這份文件，剛才是在這裡的嗎？……	この資料、さっきからここにありましたっけ？	이 문서, 조금 전에도 여기에 있었나요? …	Huh... was this here just now?						0
131	我跟着看向那份文件，原本以为上面写着的是密密麻麻的实验数据，可在真正看清楚上面的文字后，我的呼吸不禁一顿。	我跟著看向那份文件，原本以為上面寫著的是密密麻麻的實驗資料，但在真正看清楚上面的文字後，我的呼吸不禁一頓。	私もそれに目をやった。実験データがびっしりと書かれていると思いきや、文字をしっかりと読んだ途端、私は思わず息をのんだ。	나도 그녀를 따라 그 문서를 바라봤다. 처음에는 빼곡히 쓰여 있는 실험 데이터라고 생각했지만, 내용을 자세히 살펴보니 숨이 턱 막혔다.	Expecting more of the cryptic equations, I leaned in — but the moment I read the title, my breath caught in my throat.						0
132	……	……	……	…	...						0
133	《威慑计划启动报告》	《威懾計畫啟動報告》	【脅迫計画開始報告書】	<위협 계획 가동 보고서>	Project Deterrence: Initiation Report						0
134	2062年▇▇▇▇……经学院董事会投票通过，用于卫城学院保全计划的噬孽机·卡律布狄斯，将投入威慑计划改造。	2062年▇▇▇▇……經學院董事會投票通過，用於衛城學院保全計畫的噬孽機·卡律布狄斯，將投入威懾計畫改造。	2062年♦♦♦♦……学院理事会による投票を経て、アクロポリス学院保全計画に使用されるギルティクラッシャー・カリュブディスは、脅迫計画で改造される予定だ。	2062년 ****… 아카데미 이사회의 투표를 거쳐, 아크로폴리스 아카데미 보전 계획의 레비아탄-카리브디스는 위협 계획 개조에 투입될 예정이다.	In 2062, *********... Following approval by the Board, the Leviathan - Charybdis, originally part of the Acropolis' Project Preservation, will be repurposed for Project Deterrence.						0
135	▇▇将在噬孽机加入新研发的反编译技术，对扎根菲洛索亚的树体进行吞噬。试验成功，噬孽机将从树体获得强大的能量，并且可以通过吞噬其他地区▇▇▇……	▇▇將在噬孽機加入新研發的反編譯技術，對扎根菲洛索亞的樹體進行吞噬。實驗成功，噬孽機將從樹體獲得強大的能量，並且可以透過吞噬其他地區▇▇▇……	♦♦はギルティクラッシャーに新規逆コンパイル技術を導入し、フィロゾアのデンドロンを呑み込むことを試みる。実験が成功すると、ギルティクラッシャーはデンドロンから強いエネルギーを獲得し、他の地域の♦♦♦を呑み込むことで……	**은 레비아탄을 새로 연구한 디컴파일 기술에 추가하고, 필로시아에 뿌리 내린 나무를 삼킬 것이다. 실험이 성공하면 레비아탄은 나무로부터 강력한 에너지를 획득하고, 다른 구역의 ***을 삼켜…	****** will incorporate the new decompilation technology into the Leviathan, enabling it to consume the Tree in Philossia. If the trial succeeds, the unit will extract its energy and proceed to consume ********* in other regions...						0
136	……▇▇▇▇▇……	……▇▇▇▇▇……	……♦♦♦♦♦……	…*****…	...************...						0
137	反编译技术需要强大的运算系统支撑，且需要以此系统抵御外界可能的网络入侵。在完善反编译技术后，需要想办法获取卡戎系统或者开发卡戎系统的替代品。	反編譯技術需要強大的運算系統支撐，且需要以此系統抵禦外界可能的網路入侵。在完善反編譯技術後，需要想辦法取得卡戎系統或開發卡戎系統的替代品。	逆コンパイル技術は強力な演算システムの支持、および外部からのネットワーク侵入防止が必要。逆コンパイル技術を完成させたあと、「カローン」やその代替品の開発も必要だ。	디컴파일 기술은 강력한 연산 시스템의 지원이 필요하며, 이 시스템으로 외부의 네트워크 침입 가능성을 방어해야 한다. 디컴파일 기술을 보완한 후, 카론 시스템을 획득하거나 카론 시스템의 대체품을 개발해야 한다.	Decompilation requires a high-capacity computational system resistant to cyber intrusion. Upon full implementation of the technology, efforts must be made to secure the Charon System or build a viable alternative.						0
138	替代系统将交由▇▇带领团队进行开发……	替代系統將交由▇▇帶領團隊進行開發……	代替システムは♦♦が率いるチームに開発を任せる……	대체 시스템은 **의 팀에서 개발을 진행할 예정이다…	The substitute system will be developed under the leadership of ****** and their research team...						0
139	此外为了隔绝任何电子入侵，噬孽机将长期置于▇▇▇，处于物理性网络隔断状态……	另外為了隔絕任何電子入侵，噬孽機將長期置於▇▇▇，處於物理性網路隔斷狀態……	また、あらゆる電子侵入を遮断するため、ギルティクラッシャーは長期に♦♦♦に置かれ、物理的なネットワーク遮断状態に……	또한, 전자적 침입을 단절하기 위해 레비아탄은 장기적으로 *** 상태에 두어 물리적인 네트워크 단절 상태가 될 것이다…	To prevent any form of digital breach, the Leviathan will be stored within ********, maintained in a state of complete physical network isolation...						0
140	……经各项决定，此项计划将▇▇▇▇▇……	……經過各項決定，此計畫將▇▇▇▇▇……	……さまざまな決定を経て、この計画は♦♦♦♦♦……	… 각종 항목의 결정에 따라, 이 계획은 *****…	...Per final decisions, this program will **********...						0
141	……▇▇▇▇▇……	……▇▇▇▇▇……	……♦♦♦♦♦……	…*****…	...************...						0
142	…………	…………	…………	…	...						0
143	……	……	……	…	...						0
144	这份文件并不完整，上面有很多经过涂抹或者干脆是被破坏的痕迹。	這份文件並不完整，上面有很多經過塗抹或乾脆被破壞的痕跡。	この資料は不完全だ。所々が塗りつぶされているか、または破り捨てられている。	문서는 온전하지 않았다. 지우거나 아예 훼손한 흔적이 많았다.	The report was riddled with incomplete text, some of it manually scratched out or rendered illegible by damage.						0
145	可即便如此，能够被辨认的几行字也已经蕴含了巨大的信息量。	但即便如此，能夠被辨認的幾行字也已經蘊含了巨大的訊息量。	それでも、判読できる数行の文字からは膨大な情報が読み取れる。	하지만 확인할 수 있는 내용만 해도 이미 방대한 정보가 담겨 있었다.	Still, what little remained was enough to send a cold ripple through my thoughts.						0
146	反编译技术……	反編譯技術……	逆コンパイル技術……	디컴파일 기술…	Decompilation technology...						0
147	这个名词，我好像在哪见过。	這個名詞，我好像在哪裡看過。	この言葉、どこかで見た気がする。	이 단어, 어디에선가 봤던 것 같은데.	That term looked familiar.						0
148	不……不是好像！我就是见过。	不……不是好像！我就是看過。	いや、違う！確かに見たんだ！	아니… 그런 것 같은 게 아니다! 분명 본 적이 있다.	No... not just familiar. I knew I'd seen it somewhere.						0
150	秘密道具的研究资料，上面写着一些复杂的公式。	秘密道具的研究資料，上面寫著一些複雜的公式。	秘密道具の研究資料。複雑な公式がいくつか書かれている。	비밀 도구의 연구 자료. 복잡한 공식이 쓰여 있다.	Stacks of documents, filled with dense, tangled formulas — all focused on a classified prototype.						0
151	<red>这些公式似乎与一种被称为反编译的技术有关。</>	<red>這些公式似乎與一種被稱為反編譯的技術有關。</>	<red>これらの公式は、逆コンパイルと呼ばれる技術と関係しているようだ。</>	<red>이 공식들은 디컴파일이라고 불리는 기술과 관련이 있어 보인다.</>	<red>The equations seem tied to something called decompilation.</>						0
152	在泰坦科技研究室，我确实看到过这个名词，那是自动破案机给出的调查资料。	在泰坦科技研究室，我確實看過這個名詞，那是自動破案機給出的調查資料。	タイタン物質開発研究室でこの言葉を見たことがあった。自動調査機が提示した文書に、それがあったんだ。	타이탄 기술 연구실에서 이 이름을 본 적이 있다. 추리 로봇이 제공한 조사 자료였다.	I'd seen that term before — back in the Titan Sciences Lab, in the Detective Bot's scan report.						0
153	此外……	此外……	さらに……	그리고…	And then, another thread surfaced...						0
154	所以这个项目，就是莉琪你之前提到的那个……菲洛索亚木马？	所以這個計畫，就是莉琪你之前提到的那個……菲洛索亞木馬？	プロジェクトというのは、リジが前に言っていた……「フィロゾアの木馬」のことか？	그럼 이 프로젝트가 바로 리지 네가 전에 얘기했던 그… 필로시아 목마야?	The same project you mentioned earlier... the Philossian Horse?						0
155	嗯。	嗯。	うん。	응.	That's the one.						0
156	可以说说项目的具体内容吗？	可以說說計畫的詳細內容嗎？	プロジェクトの内容について、詳しく教えてくれないか？	프로젝트의 구체적인 내용에 대해 알려줄래?	Can you tell me more about it?						0
157	该怎么说呢……这个项目的要求比较奇怪，导师给我提供了一个很强大的运算系统。	怎麼說呢……這個計畫的要求比較奇怪，導師提供給我一個很強大的運算系統。	なんというか……ちょっと変なプロジェクトなんだよね。先生からすごい演算システムを提供されたんだ。	뭐라고 해야 할까… 이 프로젝트는 요구 사항이 조금 이상해. 교수님은 나한테 강력한 연산 시스템을 제공해 주셨어.	It's... a bit hard to explain. The project had a rather unusual objective.						0
158	她希望我能给这个系统做一个不会被检测出来的后门。	她希望我能為這個系統做一個不會被偵測出來的後門。	そのシステムに、気づかれないバックドアを入れてって先生に言われたの。	이 시스템에 검출되지 않는 백도어를 심어달라고 하셨지.	My advisor gave me access to a powerful computing system, and asked me to install a backdoor into it. Something undetectable.						0
159	反编译技术需要强大的运算系统支撑，且需要以此系统抵御外界可能的网络入侵。在完善反编译技术后，需要想办法获取卡戎系统或者开发卡戎系统的替代品。	反編譯技術需要強大的運算系統支撐，且需要以此系統抵禦外界可能的網路入侵。在完善反編譯技術後，需要想辦法取得卡戎系統或開發卡戎系統的替代品。	逆コンパイル技術は強力な演算システムの支持、および外部からのネットワーク侵入防止が必要。逆コンパイル技術を完成させたあと、「カローン」やその代替品の開発も必要だ。	디컴파일 기술은 강력한 연산 시스템의 지원이 필요하며, 이 시스템으로 외부의 네트워크 침입 가능성을 방어해야 한다. 디컴파일 기술을 보완한 후, 카론 시스템을 획득하거나 카론 시스템의 대체품을 개발해야 한다.	Decompilation requires a high-capacity computational system resistant to cyber intrusion. Upon full implementation of the technology, efforts must be made to secure the Charon System or build a viable alternative.						0
160	……	……	……	…	...						0
161	关键的拼图突如其来，这些信息拼凑在一起，某种程度上来说，我已经能够还原事情的真相。	關鍵的拼圖突如其來，這些訊息拼湊在一起，某種程度上來說，我已經能夠還原事情的真相。	鍵となるピースが急に目の前に現れた。情報が組み合わせれば、ある意味ではもうすぐ真相に手が届きそうだ。	중요한 퍼즐 조각이 갑자기 나타났다. 이 정보를 합치니 어느 정도 사건의 진실을 복원할 수 있었다.	Suddenly, everything locked into place. The puzzle we'd been trying to figure out finally snapped into focus.						0
162	莉琪导师会被杀害，就是因为这个系统的缘故吧。	莉琪導師會被殺害，就是因為這個系統的緣故吧。	リジの先生の死も、このシステムが原因だろう。	리지의 교수님이 살해당한 것은 바로 이 시스템 때문이다.	Ms. Tia had been killed because of this system.						0
163	而莉琪能活下来……也是因为这个系统。	而莉琪能活下來……也是因為這個系統。	リジが生き延びたのも……このシステムのおかげだ。	그리고 리지가 살아남을 수 있었던 것 역시… 이 시스템 덕분이다.	And Lizzie — she'd survived... because of it.						0
164	分析员。	分析員。	分析員さん。	분석가님.	Adjutant.						0
165	忽然，薇蒂雅的轻声呼唤将我的思绪转回，我与她对视时，能看出她眼中波动的情绪。和我一样，薇蒂雅也从这份文件中明白了事件的大概脉络。	忽然，薇蒂雅的輕聲呼喚將我的思緒轉回，我與她對視時，能看出她眼中波動的情緒。和我一樣，薇蒂雅也從這份文件中明白了事件的大概脈絡。	ふと、ヴィディアに呼ばれて我に返った。彼女の瞳にも感情が揺らめいていた。どうやらヴィディアも、この資料で事件の大筋を掴んだのだろう。	비디야의 나지막한 부름에 나는 정신을 퍼뜩 차렸다. 그녀와 눈을 마주치자, 그녀의 눈에서 동요하는 감정을 읽을 수 있었다. 비디야도 나처럼 이 문서를 통해 사건의 대략적인 맥락을 이해한 것이다.	Vidya's soft voice pulled me out of my thoughts. Our eyes met, and I could see it — the same realization flickering in hers. Obviously, she'd connected the dots too.						0
166	再看看还有没有更多相关资料吧。	再看看還有沒有更多相關資料吧。	他にも関連資料がないか、探してみよう。	관련된 자료가 더 없는지 살펴보자.	Let's keep looking. There may still be more waiting to be found.						0
167	嗯。	嗯。	はい。	네.	Right.						0
168	接下来，我和薇蒂雅又对实验室进行了一番调查，不过这次没再发现任何有用的信息。	接下來，我和薇蒂雅又對實驗室調查了一番，不過這次沒再發現任何有用的線索。	その後、私とヴィディアはもう一度研究室を調べたが、これ以上の情報は見つからなかった。	나와 비디야는 실험실을 한 차례 더 조사했지만, 이번에는 유용한 정보를 발견하지 못했다.	Vidya and I gave the lab one last sweep, but this time, we didn't turn up anything useful.						0
169	不过对于这个结果，我没有任何意外。	不過對於這個結果，我沒有任何意外。	だが、それも予想通りだ。	하지만 예상치 못한 결과는 아니었다.	Not that I was surprised.						0
170	抚摸着手中那份<red>异常干燥</>的文件，我深深瞥了一眼不远处好似漫不经心晃悠的自动破案机，然后拍了拍薇蒂雅的肩膀。	撫摸著手中那份<red>異常乾燥</>的文件，我深深瞥了一眼不遠處好似漫不經心晃來晃去的自動破案機，然後拍了拍薇蒂雅的肩膀。	<red>異常に乾燥した</>文書を撫でながら、私は遠くで適当にふらふらしている調査機を一目見て、ヴィディアの肩を叩いた。	나는 <red>이상하리만치 건조한</> 그 문서를 만지작거리며 근처에서 태연하게 어슬렁거리는 추리 로봇을 유심히 살폈다. 그리고 비디야의 어깨를 두드렸다.	I ran my fingers over the edge of the <red>oddly dry document</>, then glanced toward the Detective Bot as it puttered around nearby. Giving Vidya a light tap on the shoulder, I murmured:						0
171	我们先上去吧，得把这份文件分享给她们。	我們先上去吧，得把這份檔案分享給她們。	まずは戻ろう。この資料をみんなに見せないと。	우선 올라가자. 이 문서를 다른 사람들한테 공유해야겠어.	Let's head back up. We need to share what we've found.						0
172	刚走回地面，伊切尔第一个就扑了过来。	剛走回地面，伊切爾第一個就撲了過來。	地上に戻ると、すぐにイチェルが飛びついてきた。	이첼은 지상으로 돌아가자마자 가장 먼저 나에게 돌진했다.	The moment we climbed out of the tunnel, Eatchel came bounding over and threw herself into my arms.						0
173	分析员！！	分析員！！	分析員！！	분석가!!	Adjutant!!						0
174	伊切尔很认真地警戒过了，没有危险！	伊切爾很認真地警戒過了，沒有危險！	イチェル、真面目に警戒してた！危険なことは起こらなかったぞ！	이첼이 열심히 경계하고 있었는데, 위험은 없었어!	I was super careful guarding here! No danger got close!						0
175	分析员，你们终于回来了，下面是什么情况？我没听到枪声，你们应该没有遇到敌人吧？	分析員，你們終於回來了，下面是什麼狀況？我沒聽到槍聲，你們應該沒有遇到敵人吧？	分析員、やっと戻ってきたね！下はどうなってたの？銃声が聞こえなかったから、敵はいなかったよね？	분석가, 드디어 돌아왔구나. 아래 상황은 어때? 총소리는 못 들었는데 적을 만나지는 않았지?	Adjutant, you're finally back! How'd it go? I didn't hear any gunfire, so I guess you didn't run into any enemies down there?						0
176	我摇了摇头，拿出那份残缺的文件。	我搖搖頭，拿出那份殘缺的文件。	私はうなずき、資料の断片をみんなに見せた。	나는 고개를 저었고 훼손된 문서를 꺼냈다.	I shook my head and handed her the redacted file.						0
177	应该说运气不错吗，算是得到了一份重要的收获。	應該說運氣不錯嗎，算是得到了一份重要的收穫。	運が良かったのかもな。大事な手がかりを手に入れたぞ。	운이 좋았다고 해야 하나? 중요한 수확이 있었어.	Looks like "luck" favored us — we found this. Might actually be an important lead.						0
178	咦？这个是？	咦？這個是？	え？これは……	어라… 이건?	Hmm? What is this...?						0
179	威慑计划启动报告……	威懾計畫啟動報告……	脅迫計画開始報告書……	위협 계획 가동 보고서…	"Project Deterrence: Initiation Report..."						0
180	这上面的报告，芙提雅老师觉得有几分真实性？	這上面的報告，芙提雅老師覺得有幾分真實性？	フリティア、この報告の信憑性はどれくらいあると思う？	프티야는 이 보고서가 얼마나 신빙성이 있는 것 같아?	How much of it do you think is legit, Fritia?						0
181	让芙提雅老师仔细看看。	讓芙提雅老師仔細看看。	ちゃんと読ませて。	자세히 좀 볼게.	Let me take a closer look...						0
182	唔……？？？	唔……？？？	んー……？？？	음…???	Wait... what!?						0
183	反编译……吞噬树的技术？	反編譯……吞噬樹的技術？	逆コンパイラして……デンドロンを逆に取り込む技術って……	디컴파일… 나무를 삼키는 기술?	Decompilation tech? To... devour a Tree!?						0
184	诶？？	欸？？	ええ？？	에??	Seriously!?						0
185	怎么可能会有这种东西？完全是异想天开嘛！	怎麼可能會有這種東西？完全是異想天開嘛！	そんなふざけたこと、できるわけないよ……ただの妄想じゃん！	이런 게 있을 리가 없잖아? 완전 말도 안 돼!	No way. That's straight-up science fiction!						0
186	异想天开？	異想天開？	ただの妄想？	말도 안 된다고?	What do you mean?						0
187	是啊，现在根本不可能有能够吞噬树的技术。	是啊，現在根本不可能有能夠吞噬樹的技術。	そうだよ。現時点でデンドロンを取り込む技術なんて存在しないから。	그래, 나무를 집어삼킬 수 있는 기술 같은 건 존재하지 않아.	There's just no way tech like that exists — not yet, anyway.						0
188	分析员作为唯一能吞噬树的人配合我们做过很多次实验，小陶老板也研究了那么久，我们都一直没法破解分析员吞噬树的原理。	分析員作為唯一能吞噬樹的人配合我們做過很多次實驗，τ老闆也研究了那麼久，我們都一直沒辦法破解分析員吞噬樹的原理。	分析員は唯一取り込める人として、何度も実験に付き合ってくれたよね？τさんも前からずっと研究してきたけど、分析員にそんなことができる原理は未だにわからないままなんだもん。	분석가는 유일하게 나무를 삼킬 수 있는 존재라 우리가 여러 실험을 하는 데 협조해 줬어. τ 이사님도 오랫동안 연구하셨지만, 그 원리는 아직도 파악하지 못했지.	We've run tons of tests on you, the only person who can actually absorb a Tree. Even Director τ's been at it forever, and we've never figured it out.						0
189	卫城学院不可能开发出来的。	衛城學院不可能開發出來的。	いくらアクロポリス学院だって、無理なことは無理だから。	아크로폴리스 아카데미에서 그걸 개발했다는 건 불가능해.	There's no way the Academica Acropolis could crack it.						0
190	芙提雅还记得之前在泰坦科技研究室看到过的研究资料吗？那些公式就和反编译有关，你能看出些什么吗？	芙提雅還記得之前在泰坦科技研究室看到過的研究資料嗎？那些公式就跟反編譯有關，你能看出點什麼嗎？	さっき、タイタン物質開発研究室で見かけた研究資料を覚えてるか？あの公式は逆コンパイルと関係があるようだ。なにかわかるか？	프티야, 전에 타이탄 기술 연구실에서 봤던 연구 자료 기억해? 그 공식들은 디컴파일과 관련이 있었어. 뭔가 알아낼 수 있겠어?	Fritia, remember those research notes we found at the Titan Sciences Lab? The formulas... they were related to decompilation. Can you make any sense of them now?						0
191	那些公式……让我想想，芙提雅老师虽然只瞥了一眼，但还记得一些。	那些公式……讓我想想，芙提雅老師雖然只瞥了一眼，但還記得一些。	あの数式……ちょっと待って、一瞬しか読まなかったけど、ちょっとくらい覚えてるかも。	그 공식들… 생각해 볼게. 잠깐 보기는 했지만 어느 정도 기억하고 있거든.	Let me think... I only glanced at them briefly, but yeah — a few things stuck with me.						0
192	对了！好像有些公式是在计算特殊能量的转移过程。	對了！好像有些公式是在計算特殊能量的轉移過程。	そうだ！確か、特殊エネルギーの転移過程を計算するものが書いてあった気がする。	그래! 특수 에너지의 전이 과정을 계산하는 공식들이 있었던 것 같아.	Right! Some of the equations were clearly modeling the transfer of a specific kind of energy.						0
193	至于其他的……从结构上来看，与其说是用来吞噬树的技术，不如说……更像是要把泰坦物质转译成……某种像是生物生命体信息一样的东西？	至於其他的……從結構上來看，與其說是用來吞噬樹的技術，不如說……更像是要把泰坦物質轉譯成……某種像是生物生命體訊息一樣的東西？	他のは……構成からすると、デンドロンを取り込むというか……タイタン物質を……生物生命体の情報に書き換えるようなものかな？	다른 건… 구조적으로 봤을 때, 나무를 삼키는 기술이라기보다는… 타이탄 물질을… 생물의 생명체 정보 같은 걸로 변환하는 것 같았는데?	As for the rest... judging by the way the formulas were built, it didn't look like a method for "devouring" a Tree outright. More like they were trying to translate Titagen into something with biological properties.						0
