xxx_3638816570	A	A	A	A	A	A	A	A	A	A	A
95	米娅缓缓抬起手，纤细的指尖在夜空中微微张开，仿佛要接住星星一样，在空中微微弯曲了手指，但最终，还是像一片阴影般，轻轻落回膝头。	米婭緩緩抬起手，纖細的指尖在夜空中微微張開，像是要接住星星一樣，在空中微微彎曲了手指，但最終，還是像一片陰影般，輕輕落回膝頭。	ミアはゆっくりと手を上げ、指先を夜空に広げた。まるで星を掴もうとするかのように、空中で指を少し曲げたが、結局そっと膝の上に置きなおした。	미아가 천천히 손을 들어 올렸다. 기다란 손가락 끝을 밤하늘을 향해 살짝 펼쳐서 마치 별을 잡으려는 듯 공중에서 손가락을 살짝 구부렸지만, 결국에는 그림자처럼 살며시 무릎 위로 떨어뜨렸다.	Mia slowly raised her hand, fingers opening like she could catch the star. Her hand hovered in midair — then, like a shadow slipping away, lowered gently back into her lap.						0
97	分析员，我想……	分析員，我想……	分析員、やっぱ……	분석가, 내 생각엔…	Adjutant, I...						0
98	她的眼中的星光渐渐暗淡了下来。	她眼中的星光漸漸暗淡了下來。	彼女の瞳に宿っていた星の光が次第に弱まっていった。	그녀의 눈에 비친 별빛이 점점 어두워졌다.	The starlight in her eyes dimmed.						0
99	想什么？	想什麼？	やっぱ？	무슨 생각해?	What is it?						0
100	我想我果然，还是不要成为天启者了吧。	我想我果然，還是不要成為天啟者了吧。	やっぱ、覚醒者になるのやめる。	난 아무래도… 계시자가 되지 않는 게 낫겠어.	I think... maybe I shouldn't become a Manifestation after all.						0
101	我盯着她紧紧握紧的双拳，没有做出任何回应。	我盯著她緊握的雙拳，沒有做出任何回應。	私は彼女がきつく握った拳を見つめ、なにも答えなかった。	나는 그녀의 꽉 쥔 두 주먹을 바라보며 아무 대답도 하지 않았다.	I looked at her clenched fists but said nothing.						0
102	米娅的睫毛慌乱地颤动了几下，突然开始语无伦次地列举着理由——	米婭的睫毛慌亂地顫動了幾下，突然開始語無倫次地列舉著理由——	ミアのまつげが慌ただしく震え、支離滅裂な理由を並べ始めた――	미아의 속눈썹이 불안한 듯 파르르 떨리더니, 갑자기 두서없이 이유를 나열하기 시작했다.	Her lashes trembled — and then, like something gave way inside her, the words came spilling out.						0
103	你看嘛，我这个人总是笨手笨脚的，就算穿着这么厉害的战术套装也帮不上大家什么忙。	你看嘛，我這個人總是笨手笨腳的，就算穿著這麼厲害的戰術套裝也幫不上大家什麼忙。	だって、あたしってどんくさいし、すごい戦術装備を着てもあんま役に立たないし。	너도 알다시피 난 항상 실수투성이라서, 이렇게 대단한 전술 슈트를 입고 있어도 도움이 안 돼.	I mean... I'm always messing things up. Even with this fancy exosuit, I still can't help anyone.						0
104	先是没控制好力度，一拳打碎了汉诺塔的柱子。	先是沒控制好力度，一拳打碎了漢諾塔的柱子。	力加減できなくて、ハノイの塔の柱を壊しちゃったり……	맨 처음에는 힘 조절을 못 해서 하노이 타워의 기둥을 부숴버렸고.	First, I accidentally smashed one of the stone pillars at the Tower of Hanoi... just because I couldn't control my strength.						0
105	然后在天界乐土里又被那个罗赞钻了空子，害得分析员手臂受伤。	然後在天界樂土裡又被那個羅贊鑽了空，害得分析員手臂受傷。	天界楽土でロザンっていうやつにつけ込まれて、分析員に怪我させちゃったし……	천계낙원에서는 그 로잔 녀석한테 틈을 보여주는 바람에, 분석가가 팔을 다쳤고.	Then in the Elysium, Rozan caught me off guard — and you got hurt because of it.						0
106	还有……就是在楼道里。	還有……就是在樓道裡。	それから……廊下で。	그리고… 복도에서도.	And... in the stairwell...						0
107	因为我的犹豫不决，差点害得大家都陷入险境……	因為我的猶豫不決，差點害大家全部陷入險境……	優柔不断のせいで、みんなを危険な目にあわせそうになったし。	나의 우유부단 때문에, 모두를 위험에 빠뜨릴 뻔했어…	I hesitated, and almost got everyone into danger because of it...						0
108	所以，我想，现在的我可能的确还没做好成为天启者的准备。	所以，我想，現在的我可能的確還沒做好成為天啟者的準備。	だから、まだ覚醒者になる準備ができてないかもって。	그래서, 내 생각엔… 지금의 난 아직 계시자가 될 준비가 안 된 것 같아.	So maybe... I'm just not ready yet.						0
109	在捅出更大的篓子之前，还是先把这套战术套装还给宇迦比较好吧？	在捅出更大的簍子之前，還是先把這套戰術套裝還給宇迦比較好吧？	これ以上迷惑かける前に、ユガに戦術装備を返した方がいいよね……	더 큰 실수를 저지르기 전에, 역시 이 전술 슈트를 우카에게 돌려주는 게 좋겠지?	Before I mess up something worse, maybe I should give this exosuit back to YUGA.						0
110	每个音节都像是临时从喉咙里挤出来的，生硬又急促。	每個音節都像是臨時從喉嚨裡擠出來的，生硬又急促。	一言一言が、慌てて喉から絞り出されたように、ぎこちなかった。	그녀가 내뱉는 모든 소리가 마치 목구멍에서 억지로 짜낸 듯 어색하고 급했다.	Every word scraped out of her throat — stiff, hesitant, and heavy.						0
111	米娅……	米婭……	ミア……	미아…	Mia...						0
112	啊！对了对了，分析员不要误会，我这绝对不是要撂挑子的意思哇！	啊！對了對了，分析員不要誤會，我這絕對不是要逃避的意思啊！	あ！誤解しないで、これからなんもしないってことじゃないから！	아! 맞다, 분석가, 오해하지 마. 이대로 포기하겠다는 말은 절대 아니니까!	Ah, wait, wait! Don't get me wrong, Adjutant! I'm not saying I want to quit or anything!						0
113	就算不去前线，我也会好好做支援工作的！	就算不去前線，我也會好好做支援工作的！	前線に行かなくても、ちゃんとサポートするし！	최전선에 가지 않더라도, 지원 업무는 잘 해낼 거야!	Even if I can't be on the front lines, I'll still do my best to support everyone from the sidelines!						0
114	她依旧继续自顾自地说着，但是却一直不敢直视我的眼睛。	她依然繼續自顧自地說著，但卻一直不敢直視我的眼睛。	彼女はまだ独り言のように話し続け、私の目をまっすぐ見ようとはしなかった。	그녀는 계속해서 혼자 말을 이어갔지만, 내 눈을 똑바로 보지 못했다.	She kept rambling, but never once met my eyes.						0
115	……所以，米娅特意等在门口，就是为了说这个？	……所以，米婭特地在門口等，就是為了說這個？	……つまり、ミアはそれを言うために、わざわざ待っていたのか？	… 그래서, 미아는 이 말을 하고 싶어서 일부러 문 앞에서 기다린 거야?	...You were waiting at my door just to tell me all that?						0
116	……嗯。	……嗯。	……うん。	… 응.	...Yeah.						0
117	星光下，她的侧脸轮廓显得格外单薄，那句小小应声，也如落叶般消失在夜风里。	星光下，她的輪廓顯得格外單薄，那句小小應聲，也如落葉般消失在夜風中。	星明かりに照らされた彼女の横顔はひどく儚く見えた。その小声な返事も、落ち葉のように夜風に消えていった。	별빛이 드리워진 그녀의 옆모습은 유난히 여려 보였고, 그 무력한 대답도 낙엽처럼 밤바람을 타고 사라졌다.	In the starlight, her profile looked delicate — almost fragile. Her quiet reply drifted off like a leaf carried away by the night breeze.						0
118	好吧，我明白了。看来米娅确实已经深刻认识到“天启者的责任”意味着什么了。	好吧，我明白了。看來米婭確實已經深刻認識到「天啟者的責任」意味著什麼了。	わかったよ。君は確かに「覚醒者の責任」を深く理解したようだな。	그래, 무슨 말인지 알겠어. '계시자의 책임'이 무엇을 의미하는지, 미아가 깊이 깨달은 것 같네.	I see. Sounds like you've come to understand what it really means to shoulder the duty of being a Manifestation.						0
119	我会去和宇迦沟通的。	我會去和宇迦溝通的。	ユガには私から話しておく。	우카랑 이야기해 볼게.	I'll talk to YUGA.						0
120	谢谢分析员……	謝謝分析員……	ありがとう、分析員。	고마워, 분석가…	Thank you, Adjutant...						0
121	她的声音越来越小。	她的聲音越來越小。	彼女の声はますます小さくなっていった。	그녀는 목소리가 점점 기어들어 갔다.	Her voice grew softer and softer, like it might disappear altogether.						0
122	对了，不过在那之前，我也有话想对米娅说。	對了，不過在那之前，我也有話想對米婭說。	そういえば、その前にミアに話しておきたいことがあるんだ。	그런데, 그전에 나도 미아에게 할 말이 있어.	But before that, Mia — there's something I want to tell you.						0
123	什么……	什麼……	え……	뭔… 데…?	Huh...?						0
124	虽然时间不长，但在你身上，我看到了久违的新人干劲。	雖然時間不長，但在你身上，我看到了久違的新人幹勁。	君と知り合ってそんなに経っていないが、久々に新入りのやる気を感じたよ。	긴 시간은 아니었지만, 네게서 모처럼 신입의 열정을 봤어.	We haven't worked together for long, but seeing you brought back something I'd almost forgotten,  that spark of a newcomer's drive.						0
125	让我不禁想起自己刚进安全部时的样子了。	讓我不禁想起自己剛進安全部時的樣子了。	自分が安全部に入ったばかりの頃を思い出した。	내가 처음 안전부에 들어갔을 때가 생각나더라.	It reminded me of myself when I first joined the Security Department.						0
126	我，我怎么可能和分析员比……	我、我怎麼可能和分析員比……	あ、あたしと分析員は全然違うよ……	내, 내가 어떻게 분석가랑 비교가 되겠어…	I—I could never compare to you, Adjutant...						0
127	语毕，她别过脸去，假装被夜风吹迷了眼睛。	語畢，她轉過臉去，假裝被夜風吹花了眼睛。	そう言うと、彼女は顔をそむけ、夜風に目を細めた。	그녀는 그렇게 말하며, 밤바람에 눈이 시린 척 고개를 돌렸다.	She turned her face away as she spoke, pretending the night breeze had stung her eyes.						0
128	但分明，我看见她飞快地用袖子抹了抹眼角。	但分明，我看見她飛快地用袖子抹了抹眼角。	でも、私ははっきりと、彼女が袖でさっと涙をぬぐうのを見た。	하지만 나는 그녀가 잽싸게 소매로 눈가를 닦는 것을 똑똑히 보았다.	But I saw it — the way she swiped the corner of her eye with her sleeve.						0
129	在我眼里，你的表现远没有你自己说的那么糟糕哦。	在我眼裡，你的表現遠沒有你自己說的那麼糟糕喔。	君の働きは言うほど悪くなかったよ。	내가 봤을 때, 넌 네가 말하는 것처럼 그리 나쁘지 않아.	From where I'm standing, you've done far better than you give yourself credit for.						0
130	老实说，如果没有你的帮助，我们根本进不了天界乐土。	老實說，如果沒有你的幫助，我們根本進不了天界樂土。	正直、君の助けがなかったら、天界楽土に入ることすらできなかった。	솔직히 말해서 네 도움이 없었다면 우리는 천계낙원에 들어가지도 못했을 거야.	Honestly, we never would've made it into the Elysium without you.						0
131	楼道里要不是你拖住异化人，我也赶不及救援。	如果沒有你在樓道裡拖住異化人，我也來不及救援。	君が階段で変異者を引き留めていなければ、私が間に合うはずもなかった。	복도에서도 네가 변이자를 붙잡아주지 않았다면, 나도 구조하러 갈 수 없었을 거고.	And in the stairwell — if you hadn't held off the enemy, I wouldn't have made it in time to save the others.						0
132	记住，你已经做得很好了。	記住，你已經做得很好了。	だから、君はよく頑張った。	잊지 마, 넌 이미 잘하고 있어.	You've done well, Mia. Really well.						0
b-2											0
133	揉一揉女孩的脸蛋。	揉一揉女孩的臉蛋。	ミアの頬をつねってみた。	소녀의 볼을 만지작거린다.	Gently rub her cheek						0
134	我才没有那么厉害……	我才沒有那麼厲害……	あたしはそんな……	난 그렇게 대단하지 않은걸…	I'm nowhere near as good as you make me sound...						0
135	虽然少女的尾音抖得发颤，但在这句自嘲的话语后，她的肩膀却渐渐放松下来，攥紧的拳头不知何时也已经松开。	雖然少女的尾音抖得厲害，但在這句自嘲的話語後，她的肩膀卻漸漸放鬆下來，緊握的拳頭不知何時也已經鬆開。	ミアの声は震えていたが、そう自嘲したあと、彼女の肩から力が抜け、握り締めていた拳もいつの間にか開いていた。	소녀는 말끝이 살짝 떨리긴 했지만, 그렇게 자신을 비꼬듯 말한 후에 그녀는 어깨가 점차 편안해졌고, 꽉 쥐었던 주먹도 어느샌가 펴져 있었다.	Though her voice still trembled, her shoulders began to ease. Before long, her clenched fists had slowly relaxed.						0
b-3											0
136	捏捏	捏捏	ぷにぷに	꼬집는다	Pinch her cheek						0
137	唔——	唔——	んっ……	으으…	Nnngh...						0
138	所以别再因为这些事愁眉苦脸了，还是笑容更适合米娅。	所以別再因為這些事愁眉苦臉了，還是笑容更適合米婭。	だからもう落ち込むな。ミアには笑顔のほうが似合ってるよ。	그러니까 이런 일들 때문에 얼굴 찡그리지 마. 미아는 웃는 게 더 어울려.	So don't let it weigh you down. A smile suits you better, Mia.						0
139	如果觉得压力太大，就休息一下吧。欢迎随时来找我聊天。	如果覺得壓力太大，就休息一下吧。歡迎隨時來找我聊天。	プレッシャーを感じたら少し休め。いつでも話し相手になるからな。	부담감이 너무 크면 쉬어가도 돼. 언제든 나한테 와서 이야기해.	If it ever gets to be too much, take a break. You're always welcome to come talk to me.						0
140	……谢谢你，分析员。	……謝謝你，分析員。	……ありがとう、分析員。	… 고마워, 분석가.	...Thanks, Adjutant.						0
141	那么，今晚，我就不继续打扰……	那麼，今晚，我就不繼續打擾……	じゃあ、今日はもう帰るね……	그럼, 오늘 밤은 이만…	Then... I won't keep you up any longer ton—						0
b-4											0
142	不过，我很好奇。	不過……我很好奇。	でも、気になったんだが。	근데, 궁금한 게 있어.	But I'm curious about something.						0
143	这真的是米娅的真实的想法吗？	這真的是米婭的真實想法嗎？	さっきのは本当に君の本心なのか？	그게 정말 미아의 본심이야?	Is this really how you feel, Mia?						0
144	哎？分析员是指……	欸？分析員是指……	え？どういう意味……？	어? 분석가, 무슨…	Huh? What do you mean?						0
145	放弃成为天启者这件事。	放棄成為天啟者這件事。	覚醒者をあきらめることだ。	계시자가 되는 걸 포기하는 일 말이야.	I mean — do you really want to give up on becoming a Manifestation?						0
146	当，当然是认真的吧。	當、當然是認真的吧。	もっ、もちろんよ。	당, 당연히 진심이지.	I—I'm serious!						0
147	我，我下了很大决心，经过认真考虑才决定放弃的……	我、我下了很大決心，經過認真考慮才決定放棄的……	す、すっごく考えてからやめるって決めたし……	나, 난 마음 단단히 먹고, 신중하게 고민한 끝에 포기하기로 한 거라고…	I really thought it through — it took me a lot of courage to make this decision...						0
148	那，这双止不住发抖的手又该怎么解释？	那，這雙止不住顫抖的手又該怎麼解釋？	じゃあ、なんで手が震えているんだ？	그렇다면, 이 멈추지 않고 떨리는 손은 어떻게 설명할 건데?	Then how do you explain your trembling hands?						0
149	啊……	啊……	あっ……	아…	Ah...						0
150	米娅的身体猛地一颤，她的视线慌乱地落在自己不知何时又紧握成拳的双手上。	米婭的身體猛地一顫，她的視線慌亂地落在自己不知何時又緊握成拳的雙手上。	ミアの身体がびくりと震えた。彼女は慌ててまた握り締めていた自分の手を見た。	미아의 몸이 갑자기 움찔했고, 그녀는 어느새 다시 꽉 쥐어진 자신의 두 손을 혼란스럽게 바라보았다.	Her body jolted. In a panic, she looked down — only to realize her fists were clenched tight again.						0
151	没错，那双紧握到发抖的手，正诉说着她的不甘。	沒錯，那雙緊握到發抖的手，正訴說著她的不甘。	そうだ。その震えながらも握り締めている拳は、彼女の悔しさを物語っていた。	그렇다. 그 떨릴 정도로 꽉 쥔 손이 그녀의 미련을 보여주고 있었다.	Those shaking hands betrayed her: she didn't want to let go.						0
152	正是因为不想放弃，所以才会痛苦地做出这个决定吧。	正是因為不想放棄，所以才會痛苦地做出這個決定吧。	あきらめたくないからこそ、苦しみながらも決断を下したんだろう？	포기하기 싫으니까, 이렇게 괴로워하면서 결정을 내린 거잖아.	It hurts so much to say it... Because deep down, you don't actually want to give up.						0
153	但是，我差点就搞砸了……	但是，我差點就搞砸了……	でも、やらかしちゃうところだったから……	하지만 내가 다 망칠 뻔했는걸…	But I almost messed it all up...						0
154	当时，如果不是分析员及时赶到，那个女孩，还有妈妈，两边都会……	當時，如果不是分析員及時趕到，那個女孩，還有媽媽，兩邊都會……	あのタイミングで分析員が来なかったら、あの子もママもみんな――	그때 분석가가 제때 오지 않았다면, 그 여자아이도, 엄마도, 둘 다…	If you hadn't shown up in time — that girl, and Mom... they both would've—						0
b-5											0
156	都会被米娅好好保护下来。	都會被米婭好好保護下來。	ミアにちゃんと守られてたよ	둘 다 미아가 잘 지켜냈겠지.	They both would've been safe — thanks to you.						0
157	我敢保证	我敢保證	断言できる	장담할게	I'm sure of it.						0
158	？！	？！	！？	?!	!?						0
159	我并非是为了安慰才这么说，而是事实。	我並不是為了安慰你才這麼說的，而是事實。	慰めるために言っているんじゃない。事実だ。	널 위로하려고 하는 말이 아니라, 사실이야.	I'm not saying this to make you feel better. I'm saying it because it's true.						0
160	那个时候，你和我同时扣动了扳机，你的那发虽然没有命中要害，但是却精准打断了它的进攻节奏。	那個時候，你和我同時扣動了扳機，你的那發雖然沒命中要害，但是卻精準打斷了它的進攻節奏。	あの時、君と私は同時に撃ったんだ。君のは致命傷にならなかったが、あいつの攻撃を間違いなく阻止できた。	그때 너랑 내가 동시에 방아쇠를 당겼고, 너의 총알은 급소는 맞추진 못했지만 그 녀석의 공격 리듬을 정확하게 끊었어.	We fired at the same time. Your shot didn't hit the core, but it interrupted the enemy's attack.						0
161	所以，接下来要做的，仅仅是再扣动一次扳机就好。	所以，接下來要做的，僅僅是再扣動一次扳機就好。	だから、あとはもう1回撃てばよかったという話だ。	그러니까 그 다음엔 방아쇠를 한 번 더 당기기만 하면 됐어.	Even if I weren't there, all you needed to do was pull the trigger one more time to finish the job.						0
162	那时的我……可能做不到吧。	那時的我……可能做不到吧。	あのときのあたしには……無理だったと思う。	그때의 난… 아마 못 했을 거야.	But I don't think I could've pulled it off back then...						0
163	我没法冷静下来，没法像分析员还有晴姐姐一样，无论什么时候，都能保持冷静。	我沒辦法冷靜下來，沒辦法像分析員還有晴姐姐一樣，無論什麼時候，都能保持冷靜。	冷静になれないの。分析員や晴姉みたいに、どんなときも冷静でいるなんて、できないよ。	도저히 침착해지지가 않았어. 분석가나 하루 언니처럼, 언제나 마음을 다잡을 수가 없었거든.	I wasn't calm enough. Not like you. Or Miss Haru...						0
164	问题不是出在是否冷静上，米娅。	問題不在於是否冷靜，米婭。	ミア、冷静かどうかの問題じゃないぞ。	침착함이 문제가 아니야, 미아.	Mia — it's not about staying calm.						0
165	那是……	那是……	じゃあ……	그럼…	Then... what is it?						0
166	对了，米娅，你会玩井字棋吗？	對了，米婭，你会玩井字棋嗎？	そうだ。三目並べはできるかい？	그러고 보니 미아, 삼목 게임 할 줄 알아?	Tell me — do you know how to play tic-tac-toe?						0
167	井字棋……嗯，这个倒是会，分析员怎么突然……	井字棋……嗯，這個倒是會，分析員怎麼突然……	三目並べ？できるけど……どうして急に？	삼목 게임… 응. 할 줄 아는데, 갑자기 그건 왜…	Tic-tac-toe...? Sure, I do. But why...?						0
168	陪我玩一把吧。	陪我玩一把吧。	一局、付き合ってくれ。	한 판 해볼래?	Let's play a round.						0
169	我随手捡起一根树枝，在柔软的泥土上飞快地划下两条交叉的横线。	我隨手撿起一根樹枝，在柔軟的泥土上飛快地畫下兩條交叉的橫線。	私は近くの木の枝を拾い、地面に素早く二本の交差する線を引いた。	나는 아무 나뭇가지나 주워 들어, 부드러운 흙 위에 교차하는 두 줄을 재빨리 그었다.	I picked up a stick and quickly scratched a grid into the soft earth.						0
170	然后，在左上角，划下一个圆圈。	然後，在左上角，畫下一個圓圈。	そして左上の角に、丸印を描いた。	그리고 왼쪽 위 모서리에 동그라미를 그렸다.	Then I drew a circle in the top-left square.						0
171	该你了，三局两胜。	換你了，三戰兩勝。	君の番だ。先に2勝したほうが勝ちだ。	네 차례야, 삼세판이다.	Your turn. Best of three.						0
172	啊……哦。	啊……哦。	あ、うん……	아… 응.	Ah... okay.						0
173	虽然还不太明白，这盘棋局为何展开。但米娅还是接过我递来的树枝。犹豫了许久后，划下了第一个叉。	雖然還不太明白，這盤棋局為何展開。但米婭還是接過我遞來的樹枝。猶豫了很久後，畫下了第一個叉。	なぜこうなったのかは分かっていないままだが、ミアは枝を受け取り、しばらく迷った後、最初のバツ印を描いた。	이 게임이 왜 시작되었는지 아직 이해하지 못하면서도 미아는 내가 건넨 나뭇가지를 받았고, 한참을 망설이다가 첫 번째 엑스를 그렸다.	She still didn't get why we were playing — but took the stick anyway. After a long pause, she drew her first X.						0
174	就这样，我们开始了这小小的对弈，与落子干脆的我形成鲜明的对比，米娅每走一步都会思考很久，但即便这样，她还是输掉了第一局。	就這樣，我們開始了這小小的對弈，與落子乾脆的我形成鮮明對比，米婭每走一步都會思考很久，但即便如此，她還是輸掉了第一局。	勝負はこうして始まった。手早く進める私とは逆に、ミアは一手一手考え込み、結局負けてしまった。	이렇게 우리는 작은 대국을 시작했다. 깔끔하게 수를 두는 나와는 다르게, 미아는 한 수 한 수 오래 고민했다. 하지만 그럼에도 첫판은 졌다.	And so, our quiet little match began. My moves were quick and decisive. Mia, on the other hand, hesitated every time. Even so, she still lost the first game.						0
175	唔……	嗯……	負けた……	으음…	Nngh...						0
176	而此刻的第二局，她正咬着下唇，已然陷入了更深的纠结中……	而此刻的第二局，她正咬著下唇，已然陷入了更深的糾結中……	そして2局目、彼女は下唇を噛みながら、さらに悩み始めた……	그리고 지금, 두 번째 판에서는 아랫입술을 깨물며 더 깊은 고민에 빠져있었다…	By the second round, she was biting her lip — caught in even deeper hesitation...						0
177	知道我为什么总能赢你吗？	知道我為什麼總是能贏你嗎？	どうして私が勝つかわかるか？	내가 왜 계속 이길 수 있는지 알아?	Wanna know why I always win?						0
178	因为分析员下棋的经验丰富？	因為分析員下棋的經驗豐富？	分析員が経験豊富だから？	분석가가 이런 보드게임을 많이 해봐서?	Because... you've played more games than I have?						0
179	哈哈哈，这点倒是不假，不过，还不是关键。	哈哈哈，這點倒是真的，不過，還不是重點。	ははは、それもそうだけど、大事なのはそこじゃない。	하하하, 그것도 맞는 말이지만 핵심은 아니야.	Heh, fair guess — but that's not the real reason.						0
180	关键是因为你一直在后悔上一步，而不是思考下一步。	重點是因為你一直在後悔上一步，而不是思考下一步。	大事なのは、君は次の手を考えるのではなく、いつも前の一手を反省しているからだ。	핵심은 네가 다음 수를 생각하는 게 아니라, 이전 수를 계속 후회하고 있기 때문이야.	It's because you're always regretting your last move... instead of focusing on the next.						0
181	米娅抬起头，有些困惑地看着我，见状，我便继续解释道。	米婭抬起頭，有點困惑地看著我，見狀，我便繼續解釋道。	ミアは顔を上げ、少し戸惑ったように私を見た。それを見て、私は続けた。	미아가 고개를 들어 약간 혼란스러운 듯 나를 바라보자, 나는 계속해서 설명했다.	Mia lifted her head, puzzled. I went on.						0
182	当我们做出选择过后，便不再存在“另外一种未来”。	當我們做出選擇過後，便不再存在“另外一種未來”。	選択をした瞬間、もう一つの未来は消え去る。	사실 말이야, 이미 내린 선택을 계속 마음에 담아두면 점점 더 괴로워지기만 해. 그 선택 외의 다른 미래는 존재하지 않으니까.	The truth is — when we've made a choice, the "what-ifs" stop existing anymore.						0
183	是否正确并不取决于那个选项本身，关键在于我们以怎样的姿态去接受它。	是否正確並不取決於那個選項本身，關鍵在於我們以怎樣的姿態去接受它。	正しいかどうかは、選択そのものではなく、選択をどう受け止めるかで決まる。	옳고 그름은 그 선택지 자체가 아니라, 우리가 그걸 어떤 자세로 받아들이느냐에 달려있어.	What makes a decision right isn't the choice itself. It's how we carry it forward.						0
184	所以，真正重要的不是如何选择——	所以，真正重要的不是如何選擇——	だから、本当に大事なのはどう選ぶかではなく――	그러니까 진짜 중요한 건, 무슨 선택을 하느냐가 아니라…	That's why it doesn't matter which path you take...						0
185	而是能否坚信，这就是正确的未来。	而是能否堅信，這就是正確的未來。	今が正しい未来だと信じることだ。	이것이 올바른 미래라고 믿을 수 있는지야.	What matters is whether you can believe in it.						0
186	看看现在，大家都平安无恙，大家平安团聚的样子，不就是最好的证明吗？	看看現在，大家都平安無恙，大家平安團聚的樣子，不就是最好的證明嗎？	ほら、みんな無事だし、安全なままだ。これこそが何よりの証拠だろう？	지금 봐, 모두가 무사하고, 모두가 평화롭게 함께 있는 모습이 바로 최고의 증거 아닐까?	Think about it — everyone's safe and sound. Isn't that proof enough?						0
187	所以分析员是说……我不应该后悔，因为这就是我亲手创造的未来。	所以分析員是說……我不應該後悔，因為這就是我親手創造的未來。	つまり……これはあたしが自分で作った未来だから、後悔する必要はないってこと？	그러니까 분석가는… 내가 후회하지 말아야 한다는 거지? 이게 바로 내가 직접 만든 미래니까.	So... what you're saying is... I shouldn't have any regrets. Because this is the future I forged with my own hands.						0
188	她的眼神渐渐坚定。	她的眼神漸漸堅定。	彼女の目つきはだんだんと真剣なものになった。	그녀의 눈빛이 점차 굳건해졌다.	Her gaze grew steadier.						0
189	没错。	沒錯。	ああ。	맞아.	Exactly.						0
190	来，继续我们的棋局吧。	來，繼續我們的棋局吧。	さあ、続けるぞ。	자, 게임 계속하자.	Come on — let's finish our game.						0
191	这一次，她的树枝没有迟疑。落子的节奏越来越快。	這一次，她的樹枝沒有遲疑。落子的節奏越來越快。	彼女の迷いが消え、描く速度もどんどん速くなっていく。	이번에 그녀는 망설이지 않고 나뭇가지를 움직였다. 수를 두는 속도가 점점 빨라졌다.	This time, her hand didn't falter. Each move came quicker than the last.						0
192	随着一声轻响，树枝被折断，很快，第二轮对局就在星光下尘埃落定。	隨著一聲輕響，樹枝被折斷，很快，第二輪對局就在星光下塵埃落定。	バチンという軽い音と共に枝が折れ、2局目の決着がついた。	선명한 소리와 함께 나뭇가지가 부러졌고, 머지않아 두 번째 대국이 별빛 아래에서 끝이 났다.	With a soft crack as the twig split, the second round ended beneath the stars.						0
193	平局了！	平局了！	よし、引き分け！	비겼다!	It's a draw!						0
194	看吧，当你专注当下时，一切都会变得简单。	看吧，當你專注當下時，一切都會變得簡單。	ほら、今に集中すれば、すべてが簡単になる。	봐, 현재에 집중하면 모든 게 단순해지지.	See? When you focus on the present, everything becomes simpler.						0
195	远处的城市灯火依旧闪烁，但此刻她的眼中，只倒映着这片简陋却真实的棋盘。	遠方的城市燈火依舊閃爍，但此刻她的眼中，只倒映著這片簡陋卻真實的棋盤。	遠くの街の灯りはまだきらめいているが、今彼女の瞳に映るのは、この粗末ながらも確かな盤面だけだった。	저 멀리 도시의 불빛은 여전히 반짝이고 있지만, 지금 그녀의 눈에는 이 허술하지만 진실한 게임판만이 비치고 있었다.	The city lights still shimmered in the distance, yet in her eyes, there was only this rough little board scratched into the ground.						0
196	那只握着端着的手，终于稳如磐石般落下。	那隻握著樹枝的手，終於穩如磐石般落下。	ためらっていた手が、ついにしっかりと下ろされた。	어찌할 바 모르던 그 손은 마침내 바위처럼 단단하게 내려앉았다.	Her once-shaky hand now lowered — steady as a rock.						0
197	下次你依然会害怕，依然会痛苦，但你会更快做出选择。	下次你依然會害怕，依然會痛苦，但你會更快做出選擇。	これからもきっと恐怖を感じるし、苦しむだろう。だが、君が決断する速度はさらに早くなる。	다음에도 넌 여전히 두려워하고, 괴로워할 거야. 하지만 선택을 내리는 속도는 더 빨라지겠지.	Next time, you'll still be scared. And it'll still hurt. But you'll make your choice faster.						0
199	谢谢你，分析员……真的……谢谢你。	謝謝你，分析員……真的……謝謝你。	ありがとう、分析員……	고마워, 분석가… 정말… 고마워.	Thank you, Adjutant... Really... thank you.						0
200	泪水，不受控制地从脸庞滑落，但她的嘴角却扬起坚定的弧度。	淚水，不受控制地從臉龐滑落，但她的嘴角卻揚起堅定的弧度。	涙が頬を伝うが、彼女は確かな笑みを浮かべていた。	눈물이 주체할 수 없이 뺨을 타고 흘렀지만, 그녀는 굳건한 미소를 보였다.	Tears slipped down her cheeks, but the corners of her lips curved into a determined smile.						0
201	晚风吹拂，吹走了最后一丝迷茫。	晚風吹拂，吹走了最後一絲迷茫。	夜風が吹き、最後の迷いを吹き飛ばした。	저녁 바람이 불어와 마지막 남은 한 줄기 혼란마저 날려버렸다.	The night breeze stirred, carrying away the last traces of doubt.						0
202	又过了很久，当天边的星芒开始变得稀薄之际，她才轻轻开口。声音很轻，却不再颤抖。	又過了很久，當天邊的星芒開始變得稀薄之際，她才輕輕開口。聲音很輕，卻不再顫抖。	それからまもなくして、星の光が目立たなくなった頃、ミアはそっと口を開いた。その声は小声だが、震えは消えていた。	또 한참이 지나고, 하늘의 별빛이 희미해질 무렵에야 그녀가 조용히 입을 열었다. 목소리는 작았지만, 더 이상 떨리지 않았다.	A long time passed. As the stars began to fade, she finally spoke — softly, but without the slightest tremble.						0
