xxx_1316999055	A	A	A	A	A	A	A	A	A	A	A
75	但她实在想不出主动跳进湖里能做些什么，最终也只能选择相信，并给壁炉添了些柴火。	但她實在想不出主動跳進湖裡能做些什麼，最終也只能選擇相信，並給壁爐加了些柴火。	しかし、アカシアは湖に飛び込む理由が思いつかず、そのまま何も言わずに、暖炉に薪をくべてくれた。	하지만 일부러 호수에 뛰어들어서 뭘 할 수 있을지 도저히 생각이 나지 않아서, 결국 믿어주기로 하고 벽난로에 장작을 더 넣었다.	Still, who would jump into a freezing lake on purpose? In the end, she let it go and added a few more logs to the fire.						0
76	喏，胧嫣让我带给你的信。	喏，朧嫣要我帶給你的信。	ほら、ロウエンさんが、これをあなたに渡してほしいって。	자, 로엔이 너한테 편지 전해달래.	Here. Miss Longyan asked me to give you this letter.						0
77	虽说是信，但安卡希雅递过来的实际上只是一张薄薄的宣纸，上面依旧是胧嫣那鬼画符般的字。	雖然說是信，但安卡希雅遞過來的實際上只是一張薄薄的宣紙，上面依舊是朧嫣那鬼畫符般的字。	それは一枚の画仙紙だった。そこにはロウエンの殴り書きで、ほとんど読めない筆文字が書かれていた。	편지라고는 하지만 아카시아가 건넨 건 사실 얇은 선지 한 장뿐이었고, 그 위엔 여전히 지렁이 같은 로엔의 글씨체가 적혀 있었다.	Calling it a letter was generous. What she handed over was really just a thin sheet of paper, covered in Longyan's usual scratchy, barely legible scrawl.						0
78	“岁暮天寒，聚首围炉。敬备素馔，恭候光临。”	「歲暮天寒，聚首圍爐。敬備素饌，恭候光臨。」	「歳も暮れ、寒さ厳しき折、炉を囲んで集いましょう。粗ながら精進の料理をご用意し、皆さまのお越しを心よりお待ちしております」	"연말 추위가 도래했으니, 함께 온기를 나누시지요. 소박한 음식이나마 준비했으니, 부디 들러주세요."	"As the year wanes, night and cold draw near.\nBy the hearthside, a modest feast awaits here."						0
79	唔，她这是要请我们吃饭吗？	嗯……她這是要請我們吃飯嗎？	これって、食事のお誘いかな？	음, 우리한테 밥 먹으러 오라는 거야?	Mm... is she inviting us to dinner?						0
80	应该是这个意思，这两天一直处理罗森兰的事，都忘记明天是朔州的明灯节了。	應該是這個意思，這兩天一直處理羅森蘭的事，都忘記明天是朔州的明燈節了。	そのようだな。しかし、ローズランの件で忙しかったせいで、明日が朔州の明灯祭だってことをすっかり忘れていたな。	그런 것 같아. 며칠간 로젠란 일에 몰두하느라 내일이 삭주의 등명제인 걸 깜빡했네.	Seems like it. With everything that's happened in Luchellan, I completely forgot tomorrow is Shuozhou's Mingdeng Jie festival.						0
81	既然胧嫣盛情邀请，那我们就去她那儿凑个热闹吧。	既然朧嫣盛情邀請，那我們就去她那湊個熱鬧吧。	せっかくだから、ご厚意に甘えて一緒に過ごさせてもらおう。	로엔이 이렇게까지 초대하는데, 우리도 가서 즐겨보자.	Since Miss Longyan went to the trouble of inviting us, we might as well drop by and join the festivities.						0
82	在第二天吃年夜饭前，我抽空去了一趟位于罗森兰滨海区的医院。	在第二天吃年夜飯前，我抽空去了一趟位於羅森蘭濱海區的醫院。	翌日の年越しの食事の前に、私はローズラン海浜エリアの病院へ立ち寄った。	다음 날, 나는 올해의 마지막 저녁 식사 전에 시간을 내서 로젠란 해변 구역의 병원을 찾았다.	The next day, before heading to see Longyan, I stopped by a hospital in Luchellan's Coastal District.						0
83	一进病房，就看到瑟茜被绷带缠成了一个“木乃伊”，可怜巴巴地躺在病床上。	一進病房，就看到瑟茜被繃帶纏成了一個「木乃伊」，可憐巴巴地躺在病床上。	病室に入ると、包帯でぐるぐる巻きにされて、ベッドに横たわっているセシルを見つけた。	병실에 들어서자마자, '미라'처럼 붕대에 칭칭 감긴 채 침대에 불쌍하게 누워 있는 세르시의 모습이 보였다.	The moment I stepped into the ward, I saw Sersie lying in the hospital bed, bandaged so thoroughly it was hard to tell where she ended and the sheets began.						0
84	虽然罗森兰的医疗水平不低，但终究赶不上世界树，经历一场手术后，瑟茜失去了她的天启者能力，沦为了一个普通人。	雖然羅森蘭的醫療水準不低，但終究趕不上世界樹，經歷一場手術後，瑟茜失去了她的天啟者能力，淪為一個普通人。	ローズランの医療水準は決して低くはないが、ユグドラシル社には到底及ばない。手術を終えたセシルは覚醒者の能力を失い、ふつうの人間へと戻っていた。	로젠란의 의료 수준이 낮은 건 아니지만 위그드라실만큼은 아니었고, 수술을 받은 세르시는 계시자 능력을 잃고 일반인이 되어버렸다.	Luchellan's medical care was competent, but it still fell short of what Yggdrasil could provide. After the surgery, Sersie had lost her Manifestation abilities. She was... just an ordinary girl now.						0
85	令人意外的是，当事人倒是坦然地接受了这个结果，甚至听医生说起时，脸上都没有半点遗憾。	令人意外的是，當事人倒是坦然地接受了這個結果，甚至聽醫生說起時，臉上都沒有半點遺憾。	意外なことに、本人はこの結果をあっさり受け入れており、医師からそのことを告げられたときでさえ、顔には未練の色ひとつ浮かばなかった。	놀랍게도 당사자는 이 결과를 담담히 받아들였고, 심지어 의사도 그녀의 얼굴에 아쉬움이 전혀 없었다고 말했다.	Unexpectedly, the one most affected accepted the outcome with complete calm. Even as the doctor delivered the news, there wasn't the faintest trace of regret on her face.						0
86	主……主管，吃苹果吗？	主……主管，吃蘋果嗎？	ぶ、部長……りんご、食べますか？	관… 관리자님, 사과 드실래요?	Ch—Chief... would you like an apple?						0
87	胖乎乎的“木乃伊”勉强把一个苹果举到我面前，滑稽的样子让我忍不住笑出了声。	胖乎乎的「木乃伊」勉強把一個蘋果舉到我面前，滑稽的樣子讓我忍不住笑出了聲。	ぽっちゃりした「ミイラ」がやっとの思いでリンゴを私の前に差し出した。その滑稽な様子を見て、私は思わず笑ってしまった。	통통한 '미라'가 사과 하나를 내 앞으로 힘겹게 들어 올리는 그 우스운 모습에 나는 웃음이 터졌다.	She awkwardly held an apple out to me, her bandages making even that simple gesture a struggle. I couldn't help but laugh.						0
88	明明你才是病人，怎么让我先吃起苹果了？	明明你才是病人，怎麼讓我先吃起蘋果了？	君が患者なんだから、食べるのは君のほうだろう。	환자는 너인데 왜 나한테 먼저 사과를 먹이려는 거야?	You're the one in the hospital bed. How did I end up being the one getting the apple?						0
89	啊……是哦。	啊……是哦。	言われてみれば……そうですね。	아… 그러네요.	Ah... right.						0
90	苹果先放一放，我给你偷偷买了奶茶，想不想喝一口？	蘋果先放旁邊，我偷偷買了飲料給你，想不想喝一口？	リンゴはさておき、こっそりミルクティーを買ってきたんだ。飲まないか？	사과는 잠깐 놔둬. 내가 몰래 밀크티 사 왔는데, 좀 마실래?	Forget the apple for now. I managed to bring you some milk tea. Want a sip?						0
91	听到是自己的心心念念的甜饮，少女的眼睛一下子亮了起来。	聽到是自己朝思暮想的甜飲，少女的眼睛一下子亮了起來。	大好きなミルクティーと聞いて、セシルは目を輝かせた。	그토록 그리던 달콤한 음료라는 말에 소녀의 눈이 단번에 빛났다.	The mention of her favourite drink brought an immediate spark to her eyes.						0
92	要！	要！	はい！	네!	Yes, please!						0
93	因为她手脚不方便，我便举着杯子喂她。偶尔她喝得急了，就会在嘴边留下一小点污渍。	因為她手腳不方便，我便舉著杯子餵她。偶爾她喝得急了，就會在嘴邊留下一小點汙漬。	私は手足が不自由な彼女にカップを持って飲ませてあげた。急いで飲もうとする彼女の口元にミルクティーの汚れが残る。	나는 손발이 불편한 그녀에게 컵을 들고 먹여주었다. 급하게 마시느라 그녀의 입가에 작은 얼룩이 남기도 했다.	With her arms and legs wrapped up, she could hardly move, so I held the cup for her and brought the straw to her lips. Every now and then she drank a little too quickly, leaving a small drop at the corner of her mouth.						0
94	等我伸手为她擦去之后，她的脸就变得和刚才的苹果一样红。	等我伸手為她擦去之後，她的臉就變得和剛才的蘋果一樣紅。	それを拭いてあげると、彼女の頬はリンゴのように真っ赤になった。	내가 손을 뻗어 닦아주자, 그녀의 얼굴이 아까 그 사과처럼 빨개졌다.	When I reached out to wipe it away, her face flushed red, just like the apple she'd offered me earlier.						0
95	瑟茜……其实我今天来，是想问问你之后的打算。	瑟茜……其實我今天來，是想問問你之後的打算。	セシル……今日ここに来たのは、君の今後について聞くためだ。	세르시… 사실 오늘은, 앞으로 네 계획이 뭔지 물어보려고 왔어.	Sersie... I wanted to check in with you about what comes next for you.						0
96	比如，重新回世界树工作？	比如，重新回世界樹工作？	ユグドラシルに戻る気はないか？	예를 들면, 다시 위그드라실로 돌아와서 일할 생각이 있나 해서?	Is returning to Yggdrasil something you've considered?						0
97	瑟茜先是愣了愣，然后笑着摇摇头。	瑟茜先是愣了愣，然後笑著搖搖頭。	セシルは一瞬固まったあと、微笑みながら首を横に振った。	세르시는 잠깐 멍해지더니 웃으며 고개를 저었다.	She paused for a moment, then shook her head with a gentle smile.						0
98	可我现在已经不是天启者了，应该没办法胜任公司的工作了。	可是我現在已經不是天啟者了，應該沒辦法勝任公司的工作了。	でも、私はもう覚醒者じゃないんですよ。会社の仕事はもうできないんじゃ……	하지만 전 이제 계시자가 아니라서 회사 일을 감당하긴 힘들 것 같아요.	I'm not a Manifestation anymore. I don't think I'm suited for work there now.						0
99	世界树那么大，总能找到一些适合你的文职。	世界樹那麼大，總能找到一些適合你的文職。	ユグドラシルは大きいから、君に合う仕事はある。	위그드라실은 크니까, 너한테 맞는 사무직을 찾을 수 있을 거야.	Yggdrasil's a big place. I'm sure we can find something that works for you.						0
100	谢谢您，不过……	謝謝您，不過……	ありがとうございます、部長。ですが……	감사해요. 근데…	Thank you, but...						0
101	因为之前给崇福街区的大家带来了不少麻烦，所以我已经向胧嫣小姐请示过了，准备在那里当一年的义工。	因為之前給崇福街區的大家帶來了不少麻煩，所以我已經向朧嫣小姐請示過了，準備在那裡當一年的義工。	招福街のみなさんにご迷惑をかけてしまいました。だから、一年間はボランティア活動をしたいと、ロウエンさんに申請しました。	전에 숭복가 사람들에게 폐를 많이 끼쳐서, 로엔 씨께 거기서 1년간 봉사 활동을 하고 싶다고 말씀드렸어요.	The people on Chongfu Street suffered because of what I did. I've already spoken with Miss Longyan, and I plan to spend a year on Chongfu Street in service to the community.						0
102	先用这样的方式，来弥补对大家的亏欠吧。	先用這樣的方式，來彌補對大家的虧欠吧。	これで、せめて罪を償えればよいのですが。	우선 이런 방식으로 모두에게 진 빚을 갚으려고요.	It's the least I can do to repay what I owe.						0
103	原来是这样，那我尊重瑟茜的决定。	原來是這樣，那我尊重瑟茜的決定。	そうか。君の気持ちを尊重するよ。	그렇구나. 그럼 세르시의 결정을 존중할게.	I see. Then I respect your decision.						0
104	不过你要记得，我的邀请随时有效。无论什么时候，世界树的大门都为你敞开。	不過你要記得，我的邀請隨時有效。無論什麼時候，世界樹的大門都為你敞開。	だが、さっきの誘いが無効になったわけじゃない。ユグドラシルはいつでも君を歓迎するよ。	하지만 내 제안은 언제든 유효하다는 거 잊지 마. 위그드라실의 문은 네게 언제나 열려 있어.	Just remember — my offer always stands. Whenever you're ready, Yggdrasil's doors will be open to you.						0
105	谢谢主管~	謝謝主管~	ありがとうございます。	감사합니다, 관리자님~	Thank you, Chief~						0
106	少女下意识地想要鞠躬道谢，却没想到这个动作却牵动了伤口，疼得她倒吸了一口凉气。	少女下意識地想要鞠躬道謝，沒想到這個動作卻牽動了傷口，痛得她倒吸了一口涼氣。	セシルは頭を下げようとしたが、その動きが傷口に響き、彼女は冷たい息を吸い込んだ。	소녀가 무의식적으로 허리 숙여 감사 인사를 하려다가, 그 동작이 상처를 건드리는 바람에 아파서 숨을 들이켰다.	Out of habit, she tried to bow in thanks, only to wince as the movement pulled at her wounds, drawing a sharp breath.						0
107	但即便如此，她脸上的笑容也没有消失，反而多了几分坚定的光彩。	但即便如此，她臉上的笑容也沒有消失，反而多了幾分堅定的光彩。	それでも彼女の微笑みは消えず、どこか確固たる意志が込められているように見えた。	하지만 그럼에도 그녀의 얼굴에서 미소는 사라지지 않았고, 오히려 더 단단하게 빛났다.	Even so, her smile never wavered. If anything, there was a steadier, stronger light in her eyes now.						0
108	之后，我们有一搭没一搭地闲聊着，房间里的光一点点从明亮的柠檬黄转成绵软的橘红，横亘在我们之间的感伤也在这温暖中悄悄弥合了。	之後，我們有一搭沒一搭地閒聊著，房間裡的光一點點從明亮的檸檬黃轉成綿軟的橘紅，橫亙在我們之間的感傷也在這溫暖中悄悄彌合了。	その後、他愛ない会話を続けるうちに、部屋の光はレモン色から柔らかな橙へと変わり、ふたりの間の感傷もその温もりに溶けていった。	그 뒤로 우리가 이런저런 이야기를 나누는 동안 방안의 불빛은 선명한 레몬 빛에서 포근한 주황빛으로 바뀌었고, 우리 사이를 가로막고 있던 슬픔도 그 따뜻함 속에서 서서히 치유되었다.	After that, we chatted idly about whatever came to mind. Little by little, the room's glow changed from bright lemon yellow to gentle amber orange. As the afternoon quietly slipped by, the sorrow between us faded away.						0
109	天色近黄昏时，我才离开医院，和安卡希雅、茉莉安又一起回到了崇福街。	天色近黃昏時，我才離開醫院，和安卡希雅、茉莉安又一起回到了崇福街。	日が暮れかかる頃、私はアカシアとマリアンと共に再び招福街に戻った。	해 질 무렵이 되어서야 병원을 나온 나는 아카시아, 마리안과 함께 다시 숭복가로 돌아왔다.	It was only when dusk almost settled that I left the hospital. Then, Acacia, Marian, and I made our way back to Chongfu Street.						0
110	明灯佳节，整个街区都沉浸在喜庆氛围中，家家户户门前悬挂着大红灯笼，窗户上还有各种精致的窗花。	明燈佳節，整個街區都沉浸在喜慶氛圍中，家家戶戶門前懸掛著大紅燈籠，窗戶上還有各種精緻的窗花。	街全体が明灯祭の賑やかな雰囲気に包まれている。家の前には赤い灯籠が吊るされ、窓には切り絵が貼られている。	등명제 날이라 거리는 온통 축제 분위기로 가득했다. 집마다 문 앞에 커다란 빨간 초롱을 걸었고, 창문에도 정교한 종이 장식이 붙어 있었다.	It was Mingdeng Jie, and the whole district was alive with festivities. Red lanterns hung over every doorway, and delicate paper cutouts brightened the windows.						0
111	小孩子们已经忘了昨天的恐慌，把冰面当成了滑道。空气里飘散着淡淡的硝烟味，混合着各家飘出的饭菜香。	小孩子們已經忘了昨天的恐慌，把冰面當成了滑道。空氣裡飄散著淡淡的硝煙味，混合著各家飄出的飯菜香。	昨日の恐ろしい出来事など忘れてしまったかのように、子どもたちは氷の上を滑り回り、空気には爆竹の匂いと、ごちそうの漂う香りが入り混じっていた。	아이들은 이미 어제의 공포를 잊고 얼음판을 미끄럼틀 삼아 놀고 있었다. 공기 중에는 은은한 화약 냄새와 집집에서 흘러나오는 음식 냄새가 한데 섞여 있었다.	The children had already forgotten yesterday's tears, busy turning every icy surface into a makeshift slide. A light tang of firecracker smoke lingered in the air, blending with the rich aroma of food drifting from every kitchen.						0
112	沉月小筑也不例外，最外面的木门上，已经贴上了字迹潦草的“福”字和一副对联，一看就是胧嫣自己的手笔。	沉月小築也不例外，最外面的木門上，已經貼上了字跡潦草的「福」字和一幅對聯，一看就是朧嫣自己的手筆。	朧月庵の木のドアにも、ロウエンが書いたであろう、達筆な『福』と書かれた紙と対聯（ついれん）が貼られている。	침월소원도 예외는 아니었다. 제일 바깥의 나무문에는 흘려 쓴 '복' 자와 대련이 붙어 있었는데, 한눈에 봐도 로엔이 직접 쓴 것이었다.	Moonlit Retreat was no exception. A slightly crooked Fu character — hung to invite good fortune for the coming year — had been pasted onto the outer wooden door, flanked by a pair of red couplets. The uneven brushstrokes made it obvious they were Longyan's handiwork.						0
113	叮呤咣啷的碗碟碰撞声从里面传来，看起来年夜饭已经开始筹备了。	叮鈴哐啷的碗碟碰撞聲從裡面傳來，看起來年夜飯已經開始籌備了。	部屋の中からは皿や磁器がぶつかる音が聞こえる。どうやら食事の準備は始まっているようだ。	안에서 그릇과 접시가 부딪치는 소리가 들려왔다. 저녁 식사 준비가 시작된 모양이었다.	From inside came the lively clatter of bowls and plates. Preparations for the feast were clearly already underway.						0
114	胧嫣小姐~胧嫣小姐你在吗？	朧嫣小姐~朧嫣小姐你在嗎？	ロウエンさん～？ロウエンさん、どこにいますか～？	로엔~ 로엔~ 안에 있어?	Miss Longyan~ Are you in there? Miss Longyan?						0
115	在安卡希雅出声呼喊几句后，胧嫣笑眯眯地迎了出来。	在安卡希雅出聲呼喊幾句後，朧嫣笑瞇瞇地走了出來。	アカシアが大声で呼ぶと、中からロウエンが笑顔で姿を見せた。	아카시아가 몇 번 부르자, 로엔이 빙그레 웃으며 나타났다.	After Acacia called out a few times, Longyan came out to greet us, smiling warmly.						0
116	在呢在呢，一直在院子里等着，还生怕你们不来呢。	在呢在呢，一直在院子裡等著，還生怕你們不來呢。	ここよ。ずっと庭で待っていたのよ。みんな来ないんじゃないかって心配しながらね。	있어요, 있어. 계속 마당에서 기다리고 있었어요. 안 오시면 어쩌나 걱정하고 있었답니다.	I'm here, I'm here. I've been waiting in the courtyard. I was beginning to wonder if you'd actually show up.						0
117	胧嫣小姐相邀，怎么可能不来。	朧嫣小姐相邀，怎麼可能不來。	ロウエンさんに誘われて、来ないはずがないだろう。	로엔 씨의 초대인데, 안 올 수 없지.	An invitation from Miss Longyan herself? Of course we'd show up.						0
118	没想到，拯救了罗森兰的大英雄，嘴竟也这么甜。	沒想到，拯救了羅森蘭的大英雄，嘴竟也這麼甜。	ふふ。ローズランを救った大ヒーローは、口もお上手なのね。	로젠란을 구한 대영웅이 말솜씨도 좋을 줄은 몰랐네요.	Heh... I didn't expect the great hero of Luchellan to have such a way with words.						0
119	好了，都别在外面站着了，快点进来吧。	好了，都別在外面站著了，快點進來吧。	さ、立ち話はほどほどに、中へどうぞ。	자, 다들 밖에 서 있지만 말고 어서 들어오세요.	All right, let's not linger out here in the cold. Come on in.						0
120	踏进小院，一股暖意便扑面而来。原来胧嫣在院子的四个角落都摆好了取暖设备，避免我们在户外着凉。	踏進小院，一股暖意便撲面而來。原來朧嫣在院子的四個角落都擺好了取暖裝置，避免我們在戶外著涼。	庭に足を踏み入れた途端、暖かい空気に包まれた。外の寒さを和らげるために、ロウエンが庭の四隅に暖炉を置いてくれたらしい。	안으로 들어서자 따뜻한 기운이 확 몰려왔다. 로엔은 우리가 밖에서 추위에 떨지 않도록 배려해 마당의 모퉁이마다 난방 장치를 다 설치해 두었다.	As soon as we stepped into the courtyard, a wave of warmth greeted us. Longyan had set up braziers in the corners to ward off the cold.						0
121	现在距离开饭还有些时候，大家便围坐在一起闲聊，炫起了面前堆成小山似的砂糖橘。	現在距離開飯還有點時間，大家便圍坐在一起閒聊，吃起了面前堆成小山似的砂糖橘。	料理ができるまでの間、みんなは腰を下ろして雑談しながら、小山のように積まれたミカンをつまみ始めた。	식사 시간까지는 아직 시간이 좀 있어서, 다 같이 둘러앉아 이야기를 나누며 앞에 산처럼 쌓인 귤을 까먹었다.	Dinner was still some time off, so we sat together and chatted, casually working our way through a small mountain of honey mandarins piled on the table.						0
122	以往明灯节，妾身大多都是一个人过的，没想到今年却这般热闹呢。	以往明燈節，妾身大多都是一個人過的，沒想到今年卻這般熱鬧呢。	今までの明灯祭は、ずっと一人だったから、こんなに賑やかなのは初めてだわ。	이전 등명제는 대부분 신첩 혼자 보내서, 올해 이렇게 북적일 줄은 몰랐어요.	In years past, Mingdeng Jie was almost always a quiet affair for me. I never expected it to be this lively this year.						0
123	我听分析员说，胧嫣小姐并不是土生土长的朔州人，没想到对明灯节也这么重视。	我聽分析員說，朧嫣小姐並不是土生土長的朔州人，沒想到對明燈節也這麼重視。	ロウエンさんは朔州で生まれ育ったわけじゃないと分析員さんから聞きましたが、やっぱり明灯祭はちゃんと過ごすんですね。	분석가님한테 들었는데, 로엔 씨는 삭주 토박이가 아니라면서요? 그런데도 등명제를 중요하게 여기시네요.	The Adjutant mentioned you weren't born and raised in Shuozhou, Miss Longyan. I didn't realize Mingdeng Jie meant so much to you.						0
124	祖祖辈辈留下的传统，总是不能丢的~	祖祖輩輩留下的傳統，總是不能丟的~	先祖代々伝わってきた伝統だから、守っていかないとね。	조상 대대로 내려온 전통을 버릴 수는 없죠~	Some traditions, passed down over generations, are hard to part with~						0
125	胧嫣翻看着账本，指尖将算盘打得噼里啪啦，却还能一心二用，时不时抬头和我们说上两句。	朧嫣翻看著帳本，指尖將算盤打得霹哩啪啦，卻還能一心二用，時不時抬頭和我們聊上兩句。	ロウエンは帳簿を見ながらそろばんを弾きつつ、私たちとも会話をしていた。	로엔은 장부를 넘기며 손끝으로 주판을 딱딱 튕기면서도 능숙하게 가끔 고개를 들어 우리와 대화를 나눴다.	Longyan leafed through her ledger, the beads of her abacus clicking briskly as she worked. Even so, she kept up with the conversation, glancing up every now and then.						0
126	让人意外的是，胧嫣在账本上的字倒是写得干净清秀，可她平时的鬼画符完全不同。	讓人意外的是，朧嫣在帳本上的字倒是寫得乾淨清秀，跟她平常的鬼畫符完全不同。	意外なことに、帳簿に書かれたロウエンの字はかなり整っている。普段の殴り書きした文字とはまったく違う。	뜻밖에도 장부에 적힌 로엔의 글씨는 단정하고 수려해서, 평소의 지렁이 같은 글씨와는 완전히 달랐다.	What surprised me was how neat and refined her handwriting looked in the ledger, so unlike the chaotic scrawls she usually left behind.						0
127	（难道说，平常是懒得写字，才随便画画的吗？）	（難道說，平常是懶得寫字，才隨便畫畫的嗎？）	（普段は書くのがめんどくさいからあんな文字を書いていたのか？）	(설마 평소엔 귀찮아서 대충 갈겨 쓰는 건가?)	(So she can write properly... Does she just not bother most of the time?)						0
128	等到账差不多算完时，胧嫣便看向我，眉眼间尽是风情。	等到賬差不多算完時，朧嫣便看向我，眉眼間盡是風情。	帳簿の計算がひと段落すると、ロウエンはふとこちらに、艶やかな視線を向けてきた。	장부 정리가 거의 끝나가자, 로엔이 아주 묘한 눈으로 나를 바라보았다.	When she was nearly finished balancing the books, Longyan finally looked up at me, her eyes carrying an effortless, knowing allure.						0
129	啧啧，妾身这7800条船，一大半都折在海里了。	嘖嘖，妾身這7800艘船，一大半都折在海裡了。	はあ。わらわの7800隻の船が、半分も海に沈んでしまったわ。	쯧쯧, 신첩의 배 7,800척 중 절반 이상이 바다에 가라앉았네요.	Tut, tut... out of my 7,800 ships, more than half now rest at the bottom of the sea.						0
130	分析员~欠了妾身这么大一笔，打算用什么来还呢？	分析員~欠了妾身這麼大一筆，打算用什麼來還呢？	分析員〜？この借りはどうやって返してくれるのかしら？	분석가님~ 신첩에게 크게 신세를 지셨는데, 어떻게 갚으실 건가요?	Adjutant~ A debt of this size calls for a proper return. So... how do you plan to repay me?						0
131	果然，人情是世界上最麻烦的事情。	果然，人情是世界上最麻煩的事情。	やっぱり、義理人情というのはこの世で一番厄介なものだ。	신세 지는 건 역시 제일 귀찮은 일이다.	I knew it. There's no debt harder to repay than a favor.						0
132	也不知道这位精明的胧嫣小姐，日后打算怎么折腾我。	也不知道這位精明的朧嫣小姐，日後打算怎麼折騰我。	計算高いロウエンのことだ。今後彼女にいろいろと要求されるのだろう。	영리한 로엔이 날 어떻게 괴롭힐지 예상이 가지 않았다.	I could only imagine how Miss Longyan planned to make me pay for it in the days ahead.						0
133	正想着的时候，这顿年夜饭居然还来了一位意外之客。	正想著的時候，這頓年夜飯居然還來了一位意外之客。	そんなことを考えていると、宴会に予想外の客が訪れた。	그런 생각을 하고 있는데, 저녁 식사 자리에 뜻밖의 손님이 찾아왔다.	Just as that thought crossed my mind, an unexpected guest arrived.						0
134	哈哈哈哈哈，俺妹夫！	哈哈哈哈哈，俺妹夫！	やあ、義弟くん！	하하하하하, 제부!	Hahaha! Look who it is, my brother-in-law!						0
135	玛德琳一进门就开始咋咋呼呼，我无奈地瞧了一眼胧嫣，她轻轻掩住嘴角，温柔地笑着。	瑪德琳一進門就開始大聲喧嚷，我無奈地看了一眼朧嫣，她輕輕掩住嘴角，溫柔地笑著。	マデリンは入ってくるなり騒ぎ出した。仕方なくロウエンを一瞥すると、彼女は口元を手で押さえ、優しく笑った。	들어서자마자 왁자지껄 떠들어대는 마들렌의 모습에 나는 어쩔 수 없다는 듯 로엔을 쳐다봤는데, 그녀는 입가를 살짝 가리며 온화하게 웃었다.	The moment she stepped through the door, Madeleine's booming voice filled the courtyard. I shot Longyan a helpless look. She just lifted a hand to her lips, barely hiding a soft, amused smile.						0
136	年夜饭嘛，就是图个热闹团圆。	年夜飯嘛，就是圖個熱鬧團圓。	年越しのパーティーは、賑やかなほうがいいでしょ？	올해의 마지막 저녁 식사잖아요. 원래 시끌벅적한 법이죠.	Well... it is Mingdeng Jie, after all. A little liveliness comes with the occasion.						0
137	妹夫妹夫，既然是过明灯节，我有给你准备红包哦~	妹夫妹夫，既然是過明燈節，我有準備紅包給你哦~	義弟くん、今日は明灯祭だから、あなたにお年玉を持ってきたの。	제부 제부, 등명제잖아, 내가 세뱃돈 준비했어~	Hey, brother-in-law~ In the spirit of Mingdeng Jie, I even brought you a red envelope!						0
138	只要你说一声姐姐过年好，这个红包就是你的啦~	只要你說一聲姐姐新年好，這個紅包就是你的啦~	欲しければ、「義姉さん、あけましておめでとう」って言ってちょうだい！	처형 새해 복 많이 받으세요~만 하면, 이 세뱃돈은 네 거야~	Come on, just wish your big sister good fortune, and the red envelope's yours~						0
139	玛德琳！	瑪德琳！	お姉さん！	마들렌 언니!	Madeleine!						0
140	茉莉安听到玛德琳奇怪的请求，连忙出声制止起来。	茉莉安聽到瑪德琳奇怪的請求，連忙出聲制止起來。	マデリンの妙なリクエストを聞いたマリアンはすぐに彼女を止めようとした。	이상한 요구를 하는 마들렌을 마리안이 황급히 제지했다.	Hearing her sister's request, Marian hurried to stop her.						0
141	玛德琳小姐，朔州虽然确实有发红包的传统，但那是长辈给晚辈的。	瑪德琳小姐，朔州雖然確實有發紅包的傳統，但那是長輩給晚輩的。	マデリンさん。朔州には確かにお年玉をあげる伝統があるけど、それは目上の人から目下の者にあげるものよ。	마들렌 씨, 삭주에 세뱃돈을 주는 전통이 있긴 하지만, 그건 어른이 아이한테 주는 거예요.	Miss Madeleine, we do give red envelopes in Shuozhou, but only from elders to children.						0
142	啊？是这样啊。	啊？是這樣的。	え、そうなの？	그래? 그렇구나.	Huh? That's how it works?						0
143	那好吧，我还是留着自己花吧~	那好吧，我還是留著自己花吧~	じゃあ、自分で持っておくわ……	그럼 뭐, 내가 써야겠네~	...Well, fine. I'll just keep the money for myself~						0
144	说话间，胧嫣的机械小狐狸又摇摇晃晃地溜达过来，眼睛里不停闪烁着警示的红光。	說話間，朧嫣的機械小狐狸又搖搖晃晃地溜達過來，眼睛裡不停閃爍著警示的紅光。	雑談していると、ロウエンのキツネロボットがふらふらとやってきて、目を赤く光らせた。	이야기하는 사이, 로엔의 여우 로봇이 또 비틀비틀 어슬렁거리며 다가왔는데, 눈에선 계속 경고의 빨간불이 깜빡이고 있었다.	As the conversation carried on, Longyan's mechanical fox wobbled over again, its eyes flashing a warning red.						0
145	你就不打算给它安装个语言系统吗？	你就不打算幫它安裝個語言系統嗎？	話せるように言語システムでも入れたらどうだ？	언어 시스템을 설치할 생각은 없어?	You're really not going to give it a voice module?						0
146	嗯~妾身是个懒人，暂时没这个打算。	嗯~妾身是個懶人，暫時沒這個打算。	ええ、そういうの面倒くさいから。	음~ 신첩이 게으름쟁이라서, 당분간은 그럴 계획이 없어요.	Mhm~ I'm terribly lazy, after all. No plans for that just yet.						0
147	那你知道它在说什么？	那你知道它在說什麼？	じゃあ、今なんて言っているのか、わかるのか？	그럼 얘가 뭐라고 하는지 알아?	Then do you know what it wants to tell us?						0
148	它说，咱们能开饭啦，不过……	它說，我們能開飯啦，不過……	ごはんが出来上がったって言っているわ。でも……	밥 먹을 시간이래요. 근데…	It says dinner's ready. Although...						0
149	她顿了顿，左看看右看看。	她頓了頓，左看看右看看。	彼女は少し間を置き、左右を見回した。	그녀가 말을 멈추고 좌우를 둘러보았다.	She paused, glancing around.						0
