xxx_1133913540	A	A	A	A	A	A	A	A	A	A	A
74	伴随着“呜呼”的欢呼声，神秘的卫城学院少女就这样消失在了我们眼前。	伴隨著「嗚呼」的歡呼聲，神祕的衛城學院少女就這樣消失在我們眼前了。	ウオォォォーと、謎の歓声を残して空を飛ぶキリンの後ろ姿は徐々に点となっていった。	'유후'거리는 환호성과 함께, 신비주의 아크로폴리스 아카데미 소녀는 그렇게 모습을 감추었다.	Letting out a cheerful "Woo-hoo!", the mysterious schoolgirl from the Academica Acropolis vanished from sight.						0
75	就这样放走她，真的没问题吗？	就這樣放走她，真的沒問題嗎？	ほんとに行かせていいのでしょうか？	이렇게 보내줘도 정말 괜찮은 거야?	Letting her go just like that — are you sure that's fine?						0
76	能绕过军方封锁进入隔离区，“恰到好处”地戴着能不受模因影响的头套，再加上刚才那个不知道从哪掏出来的无人机……	能繞過軍方封鎖進入隔離區，「恰到好處」地戴著能不受迷因影響的頭套，再加上剛才那個不知道從哪裡掏出來的無人機……	軍の厳重警備をかいくぐって封鎖エリアを一人でうろついたり、ドローンで空を飛んだり……それに、「たまたま」ミームの影響を阻害できる被り物を持っていたり……	군부 봉쇄를 넘어 격리 구역에 들어와 '때마침' 밈의 영향을 받지 않는 탈을 쓰고, 갑자기 어디선가 나타난 드론까지…	She's someone who bypassed a military blockade and successfully entered a containment zone, wears a head mask that somehow protects her from the memes' influence, and pulled a drone out of nowhere...						0
77	她身上的问题太多，留下她反而问不出什么结果，不如卖她一个人情。	她身上的問題太多，留下她反而問不出什麼結果，不如賣她一個人情。	まるで謎の塊だ。無理やり聞いてものらりくらりかわされるだけだろう。それくらいなら貸しを作ったほうが得策だ。	그녀에게는 이런 문제가 많아 남겨두면 오히려 결론을 얻지 못했을 거예요. 차라리 일부러 선심 쓰는 척한 거죠.	She has too many secrets. Keeping her around won't get us any real answers — better to let her go and make her owe us instead.						0
78	最好是“卖一个人情”，而不是“留一缕情丝”。	最好是「賣一個人情」，而不是「留一縷情絲」。	ふーん、ほんとに作りたいのは貸しなだけで、もう一人のカノジョとかじゃなければいいですケド。	'선심 쓰는 거'면 괜찮은데 '정을 주는 건' 반대야.	"Make her owe us" or "Make her like someone"?						0
79	带着醋意的话语，连同纤细的手指一起戳了戳我的脑袋，我则颇为识趣地没有接这个话茬。	帶著醋意的話語，連同纖細的手指一起戳了戳我的腦袋，我則頗為識趣地沒有接過這個話題。	不満げにそう言うと、指で私の頭を軽くつついてくる。ここはだんまりを決め込もう。	그녀는 질투 가득한 말투로 말을 하며, 가녀린 손가락으로 나의 머리를 찔렀고, 난 눈치를 채고 더 이상 말을 이어가지 않았다.	With a hint of jealousy in her voice, she poked my forehead with her slender finger. I wisely chose not to engage.						0
80	无论如何，16区的事件画上了句号。	無論如何，16區的事件畫上了句點。	何はともあれ、エリア16の事件はこれで終了だ。	어찌 됐든, 16구역 사건은 일단락되었다.	Either way, the incident in Zone 16 had come to an end.						0
81	而在那时，我便已经猜到，这只是一个更大事件的开始。	而在那時，我便已經猜到，這只是一個更大事件的開始。	――同時に、もっと厄介な何かが迫ってきているのでは、とその時から薄々感づいていた。	그때 이미 이건 더 큰 사건의 시작점일 거라는 걸 알고 있었다.	But even then, I had a feeling that this was only the beginning of something much, much bigger.						0
82	那么接下来，你打算怎么做？	那接下來，你打算怎麼做？	それで、これからどうするつもりですか？	그럼 앞으로 어떻게 할 생각이지?	So, what's your next move?						0
83	陶的办公室里，我们两人隔着办公桌对视着。	τ的辦公室裡，我們兩人隔著辦公桌對視。	広々としたオフィスで、私とτは机を向かい合わせて座っていた。	τ 사무실에서 우리는 테이블을 사이에 두고 서로 마주 보고 있었다.	In τ's office, we sat face to face across the desk from each other.						0
84	16区里发生的一切远超事先预期，从那里回到公司后，我便马不停蹄地找到了陶，告知了她有关真神者墨菲斯的事情。	16區裡發生的一切遠超事先預期，從那裡回到公司後，我便馬不停蹄地找到了τ，告知了她有關真神者墨菲斯的事情。	エリア16で起きたことは予想を遥かに超えた事態だった。そこから会社に戻ったあと、私は至上者モルペウスについてのことをτに話した。	16구역에 있었던 일들은 이미 예상을 벗어났다. 회사로 돌아온 후, 쉬지도 않고 바로 τ를 찾아가 조물주 모르페우스에 관한 일을 보고했다.	Everything that happened in Zone 16 had gone far beyond our expectations. The moment I returned to Yggdrasil, I sought out τ to report on Morpheus.						0
85	首先，军方需要知道有关墨菲斯的情况。	首先，軍方需要知道有關墨菲斯的情況。	まずは、モルペウスのことを軍に知らせるべきだ。	일단 군대는 모르페우스에 대한 상황을 알 필요가 있습니다.	First, the military needs to know about Morpheus.						0
86	我点了点桌上的全息地图，上面立刻亮起了上百个光点，它们每一个都代表着大陆上的一个隔离区。	我點了點桌上的全息地圖，上面立刻亮起了上百個光點，它們每一個都代表大陸上的一個隔離區。	言いながら、私はテーブルに投影されたホログラフ地図に触れる。するとそこには大陸上の封鎖エリアを示す数百個の点が光りだした。	난 테이블 위의 홀로그램 지도를 터치했고, 지도에는 수백 개의 빛이 반짝거렸다, 그 빛은 모두 대륙의 격리 구역을 가리키고 있었다.	I tapped on the holographic map displayed on the desk. Instantly, hundreds of glowing points lit up, each marking a containment zone across the continent.						0
87	能够吞噬泰坦，还能让信息态的意识互相融合，它的危险程度很高。	能夠吞噬泰坦，還能讓資訊態的意識互相融合，它的危險程度很高。	タイタンを呑み込む力と、意識を融合させる力。ユグドラシルにとってどっちも厄介な能力だ。	타이탄을 집어삼키고, 이념 형태의 의식을 융합시킬 수 있어서 위험 지수가 상당히 높아요.	She's extremely dangerous — she can devour Titans and merge fragmented consciousness.						0
88	除了零区之外，公司能够直接影响到的只有霍尔姆地区的隔离区。	除了零區之外，公司能夠直接影響到的只有霍爾姆地區的隔離區。	エリアゼロ以外で会社が直接影響を及ぼせるのは、ホルム地方の封鎖エリアだけだ。	제로 구역 외에, 회사가 직접 영향을 끼칠 수 있는 건 홀름 지역의 격리 구역뿐이잖아요.	Aside from Containment Zone Aleph, Yggdrasil only has direct control over the containment zones within the Holme region.						0
89	只要墨菲斯，或是其他的真神者，继续利用隔离区积蓄力量，它们势必会成为比泰坦更棘手得多的敌人。	只要墨菲斯，或是其他的真神者，繼續利用隔離區積蓄力量，它們勢必會成為比泰坦更棘手得多的敵人。	このままモルペウスと至上者たちが封鎖エリアのタイタンを利用して力を増やしていったら、いずれタイタンよりも厄介な敵になる。	모르페우스나 다른 조물주가 계속해서 격리 구역을 이용해 힘을 모으면 그들은 분명 타이탄보다 더 까다로운 적이 될 거예요.	If Morpheus — or any other Demiurge — continues using containment zones to grow stronger, they'll eventually become a far greater threat than the Titans.						0
90	尤其是，现在敌人在暗处，如果墨菲斯说的“停战”不是谎话，那我们很长时间里可能都见不到它们了。	尤其是，現在敵人在暗處，如果墨菲斯說的「停戰」不是謊話，那我們很長時間裡可能都見不到它們了。	それに、敵はまだ隠れている。モルペウスの言っていた「停戦」が嘘じゃなければ、これからしばらくの間は見かけなくなるだろう。	특히 지금 적은 으슥한 곳에 있잖아요. 만약 모르페우스가 말한 '휴전'이 거짓말이 아니라면, 아마 오랫동안 그들을 보지 못하겠죠.	Especially since, right now, they're lurking in the shadows. If this so-called "truce" Morpheus proposed isn't just a trap, we may not see them for a long time.						0
91	当然，我从来没想过接受它们那个荒谬的停战协议。所以我需要与军方达成一致，不能让真神者盘踞在我们无法触及的隔离区中。	當然，我從來沒想過要接受它們那個荒謬的停戰協議。所以我需要與軍方達成一致，不能讓真神者盤踞在我們無法觸及的隔離區。	もちろん、停戦を受け入れるつもりはない。だから軍と話し合いをして、私たちが触れられない封鎖エリアから至上者を排除しなくては。	물론 그들의 그 황당한 휴전 협정을 받아들인 적은 없어요. 그러니 군대와 뜻을 모아 조물주들이 저희 손이 닿지 않는 격리 구역에 자리를 잡게 해서는 안 돼요.	Of course, I don't intend to accept their ridiculous proposal. That's why we need to align with the military — to ensure the Demiurges don't get too comfortable in containment zones beyond our reach.						0
92	停战……	停戰……	停戦、ですか……	휴전이라…	Truce...						0
93	陶的手指交叠，互相摩挲着，像是想到了什么。	τ的手指交疊，互相摩挲著，像是想到了什麼。	τはなにか思いついたらしく、手を合わせて指を絡めた。	τ는 깍지를 끼고 양손을 비볐고, 이내 무언가 떠오른 듯했다.	τ's fingers intertwined, gently rubbing together, as if she had come to a realization.						0
94	它们是冲着埃达去的，对吗？	它們是衝著埃達去的，對嗎？	目当てはエッダなのでしょう。	그들이 에다를 향해 갔다고 했지?	They're after Edda, aren't they?						0
95	嗯，这是最有可能的情况。	嗯，這是最有可能的情況。	現時点で、その可能性が一番高い。	네, 그럴 가능성이 가장 커요.	That's the most likely scenario.						0
96	它们很可能事先知道了埃达的动向，才会做出放下对海姆达尔的攻击，转而集中力量对抗埃达的决定。	它們很可能事先知道了埃達的動向，才會做出放下對海姆達爾的攻擊，轉而集中力量對抗埃達的決定。	相手が停戦を持ちかけたのはきっと、エッダが何かしらの動きを見せたからだろう。私たちを相手にする余裕がなくなるほどの……	그들은 아마 에다의 동향을 미리 파악하고 있어 헤임달에 대한 공격을 멈추고, 힘을 모아 에다에게 대항하려는 결정을 내렸을 거예요.	They probably knew about Edda's plans from the start, which is why they halted their attacks on Heimdall and redirected their focus toward Edda instead.						0
97	严重到，连那个高高在上的罗赞都觉得需要重点解决的危机吗……	嚴重到，連那個高高在上的羅贊都覺得需要重點解決的危機嗎……	あの高慢なロザンですらも、真っ先に解決すべきだと思うほど、ですか。	그 높은 자리에 있는 로잔도 반드시 해결해야 하는 위기라고 생각할 정도로 심각한 건가…	What could be so urgent that even the high-and-mighty Rozan feels the need to make it a priority...?						0
98	我对这个危机具体是什么没有头绪，但除却耶洛沙已经被拔除的那一棵，大陆上还存在着整整八棵“树”，我们近期必须盯紧“树”的情况。	我對這個危機具體是什麼沒有頭緒，但除卻耶洛沙已經被拔除的那一棵，大陸上還存在著整整八棵「樹」，我們近期必須盯緊「樹」的情況。	ああ。向こうの出方かはわからないが、「デンドロン」はまだ8本も残っている。これからはその一本一本の状態に気を付けないと。	구체적으로 어떤 위기인지는 잘 알지 못하지만, 옐로샤에서 뽑아버린 나무를 제외하고 대륙에는 아직 8그루의 '나무'가 남아있으니, 반드시 '나무'의 상황을 주의 깊게 살펴야 할 거 같네요.	I don't have a clear picture yet, but after removing the Tree in Yehrus, there are still eight remaining across the continent. We'll need to keep a close watch on them in the near future.						0
99	实际上，在你忙着解决舍塔的问题时，菲洛索亚地区的“树”已经活化了。	實際上，當你忙著解決θ的問題時，菲洛索亞地區的「樹」已經活化了。	実は……あなたがθの件に対処している間に、フィロゾア地域の「デンドロン」が活性化していました。	사실 네가 θ의 문제를 해결하고 있을 때, 필로시아 지역의 '나무'가 활성화됐어.	Actually, while you were busy dealing with θ, the Tree in Philossia has become active.						0
100	我下意识睁大了眼睛，而陶轻轻摇了摇头。	我下意識睜大了眼睛，而τ輕輕搖了搖頭。	思いがけない言葉に目を見開く。τは首を一つ振って話を続ける。	나도 모르게 두 눈을 크게 떴고, τ는 고개를 가볍게 저었다.	My eyes widened instinctively, but τ simply shook her head.						0
101	情况和俱卢那次差不多，没有严重到需要海姆达尔出动的程度。	情況和俱盧那次差不多，沒有嚴重到需要海姆達爾出動的程度。	グロのときと似たような状況です。まだヘイムダルに出撃してもらうほどひどくはありませんが。	상황은 쿠루 때와 비슷해. 헤임달이 출동할 정도로 심각하지는 않아.	The situation is similar to what happened in Kuru — not severe enough to necessarily warrant Heimdall's intervention.						0
102	问题在于，卫城学院就在那棵“树”的附近，所以公司已经和卫城学院达成了协议，我们将会协助在“树”附近的学院师生撤离。	問題在於，衛城學院就在那棵「樹」的附近，所以公司已經和衛城學院達成了協議，我們將會協助在「樹」附近的學院師生撤離。	厄介なのは、アクロポリス学院があの「デンドロン」の近くにあることです。よって、「デンドロン」近くの教師や生徒たちの避難に協力する旨の契約を、アクロポリス学院と結びました。	문제는 아크로폴리스 아카데미가 그 '나무' 근처에 있다는 거야. 그래서 아크로폴리스 아카데미와 이미 협약을 맺었고, '나무' 근처의 아카데미 교사와 학생들의 철수하는 걸 도와줘야 해.	However, the Academica Acropolis is near that Tree, so Yggdrasil has reached an agreement with them to assist in evacuating the students and faculty.						0
103	我想说的是，大陆上九个地区，上百个隔离区和前隔离区，超过七十亿人直接面临着泰坦和成年病的压力，你不可能到每个地方亲力亲为。	我想說的是，大陸上九個地區，上百個隔離區和前隔離區，超過七十億人直接面臨著泰坦和成年病的壓力，你不可能到每個地方親力親為。	この大陸には9大エリアと数百個の封鎖エリアや元封鎖エリアがあって、70億以上の人間がタイタンやティーン症候群に悩まされています。すべてをあなた一人に任せるわけにはいきません。	내가 하고 싶은 말은, 대륙의 9개 구역, 수백 개가 넘는 격리 구역과 옛 격리 구역, 70억이 넘는 사람이 타이탄과 성인병 때문에 스트레스를 받고 있는데, 이 모든 곳을 네가 직접 다 해결할 수는 없잖아.	What I'm saying is — there are nine regions across the continent, hundreds of former and current containment zones, and over seven billion people struggling against the Titans and Juvosis. You can't possibly save all of them on your own.						0
104	我知道，但我之前就说过了，有的事情，只能由我来做。	我知道，但我之前就說過了，有的事情，只能由我來做。	それはわかっている。だが、この前も言ったはずだ、「デンドロン」の排除は私にしかできないことだ。	알겠어요, 하지만 전에 말했듯이 저만이 할 수 있는 일들도 있잖아요.	I know. But like I've said before, there are some things only I can deal with.						0
105	你所期望的救世主，难道不是这个样子吗？	你所期望的救世主，不是這樣嗎？	あなたの望む救世主が本当に存在するとしたら、きっと同じこと言うんだろう。	당신이 기대하고 있는 구세주는 설마 이런 모습이 아닌가요?	And isn't this exactly what the "savior of humanity" you expect me to become is supposed to do?						0
106	我感觉陶略带着哀怨地看了我一眼，对她来说，这着实是个少见的表情。	我感覺τ略帶著哀怨地看了我一眼，對她來說，這著實是個少見的表情。	τは少し不満げに目を細めた。彼女にしてはめずらしい表情だ。	τ의 원망 어린 눈빛이 느껴졌다. 그녀가 이런 표정을 짓는 건 정말 드문 일이다.	τ seemed to toss a rather sorrowful, aggrieved glance at me, a look quite uncharacteristic of her.						0
107	我的意思是……	我的意思是……	いえ。私が言いたいのは――	내 말은…	What I mean is—						0
108	办公室外忽然传来了急促的敲门声，我和陶对视一眼，朝她点了点头，她随即解开了办公室的门禁。	辦公室外忽然傳來了急促的敲門聲，我和τ對視一眼，朝她點了點頭，她隨即解開了辦公室的門禁。	そのとき、ドアのほうからコンコンとノックの音がした。私が小さく頷くと、τはドアの鍵を解除した。	사무실 밖에서 다급한 노크 소리가 들려왔다, 난 τ와 눈빛을 교환하며 고개를 끄덕였고. 그녀는 곧바로 사무실 문을 열어주었다.	A sharp knock on the door cut her off. τ and I exchanged a glance before I gave her a small nod. She deactivated the office's security lock.						0
109	分析员！小陶老板！	分析員！小τ老闆！	分析員！τさん！	분석가! τ 이사!	Adjutant! Director τ!						0
110	出现在门口的是小巧的粉色身影，从走廊外仍在摆动的绿植来看，她似乎是使用了驰掣的加速装置一路跑到了这里。	出現在門口的是小巧的粉紅色身影，從走廊外仍在擺動的綠植來看，她似乎是使用了馳掣的加速裝置一路跑到了這裡。	ドアの外に立っているのは小柄なピンク髪の少女だった。「ドトウ」の加速装置を使ったのだろうか、廊下に飾っている植物はまだ揺れている。	입구에 나타난 건 분홍빛을 띤 왜소한 그림자였다. 복도 밖에서 아직 흔들리고 있는 식물들을 보아하니, 아마 터보의 가속장치를 써서 이곳까지 뛰어온 것 같았다.	A petite, pink blur stumbled into the doorway, struggling to regain her balance. The plants in the hallway still swayed slightly — clear signs she had used her Turbo exosuit's speed-enhancing function to rush here.						0
111	这当然不会是什么好消息。	這當然不會是什麼好消息。	いい知らせではないようだ。	물론 좋은 소식은 아닐 것이다.	Which was obviously not a good sign.						0
112	先进来吧。	先進來吧。	どうした、フリティア。	일단 들어와.	Come on in, Fritia.						0
113	她径直走进了办公室，到我的身边站定。	她徑直走進了辦公室，到我的身邊站定。	フリティアは部屋に入り、私の横で立ち止まった。	그녀는 곧장 사무실로 들어와 내 옆에 섰다.	She strode straight into the office, coming to a halt beside me.						0
114	是卫城学院的事情……陶董，您拜托我进行协商的迁校协议，很可能需要终止。	是衛城學院的事……τ董，您拜託我進行協商的遷校協議，很可能需要終止。	τさん、アクロポリス学院のことなんだけど……校舎移転の契約、中止になっちゃうかも。	아크로폴리스 아카데미에 관한 일이야… τ 이사, 나에게 부탁한 아카데미 이전 협약 협상 안건을 아마 중단해야 할 거 같아.	It's about the Academica Acropolis... Director τ, the relocation you asked me to arrange with the academy... we might have to cancel it.						0
115	世上的事情总是如此凑巧，就像现在，我明明在几分钟前还对卫城学院被“树”影响的事情一无所知，现在却从两个人口中听到了接二连三的进展。	世上的事總是如此湊巧，就像現在，我明明在幾分鐘前還對衛城學院被「樹」影響的事情一無所知，現在卻從兩個人口中聽到了接二連三的進展。	偶然の重なりだ。数分前までアクロポリス学院が「デンドロン」に脅かされていることすら知らなかったのに、それを知った途端、事態が動き出したのだ。	세상일은 언제나 이렇게 공교롭다. 지금처럼 몇 분 전까지만 해도 아크로폴리스 아카데미가 '나무'의 영향을 받았다는 사실을 전혀 몰랐는데, 지금은 두 사람의 입을 통해 하나둘씩 알게 된 것이다.	Life always seemed to work this way. Just moments ago, I hadn't even known about the Tree affecting the Academica Acropolis — and now, I'd already heard a series of developments from two different sources.						0
116	察觉到我的表情变化，芙提雅像是想到了什么，连忙拿出终端点了两下，将一份文件发到了我这里。	察覺到我的表情變化，芙提雅像是想到了什麼，連忙拿出終端點了兩下，將一份檔案發到了我這裡。	私の表情の変化を読み取ったフリティアはなにかを思いついたらしく、端末を取り出してあるファイルを送ってきた。	나의 표정 변화를 읽고, 프티야는 무언가 떠올랐는지 황급히 단말기를 몇 번 터치했고, 나에게 문서를 전송해 줬다.	Noticing the change in my expression, Fritia seemed to realize something. She pulled out her terminal, tapped a few times, and dropped a document onto mine.						0
117	分析员应该还不知道具体的情况吧？我这里……	分析員應該還不知道具體的情況吧？我這裡……	分析員はまだ状況がわからないよね。このファイルを――	분석가는 아직 구체적인 상황을 모르는 거지? 여기…	Adjutant, you probably don't have the full details yet. I've got them—						0
118	芙提雅，可以了。	芙提雅，可以了。	フリティア、んん。	프티야, 됐어.	Fritia, that's enough.						0
119	不知为何，陶忽然打断了芙提雅，又朝她微微点了点头。	不知為何，τ忽然打斷了芙提雅，又朝她微微點了點頭。	τは不自然な咳払いでフリティアの言葉を遮った。	τ는 아무 이유 없이 프티야 말을 끊었고, 그녀를 향해 고개를 살짝 끄덕였다.	For some reason, τ suddenly interrupted, giving her a slight nod.						0
120	卫城学院那边的情况，接下来由我和分析员进行评估。	衛城學院那邊的情況，接下來由我和分析員進行評估。	アクロポリス学院のほうは、私と分析員がなんとかします。	아크로폴리스 아카데미 쪽 상황은 이제 나랑 분석가가 평가하도록 할게.	From now on, the Adjutant and I will take over the Academica Acropolis case.						0
121	芙提雅有些困惑地歪了歪头，又将目光投向我，我则回以肯定的眼神。	芙提雅有些困惑地歪了歪頭，又將目光投向我，我則回以肯定的眼神。	少し戸惑ったように眉を上げて、目を向けてきたフリティアに私は小さく頷く。	프티야는 의아한 듯 고개를 갸웃하며 나를 바라봤고, 난 그녀에게 긍정적인 눈빛을 보냈다.	Fritia tilted her head in confusion, looking at me for confirmation. I met her gaze with a reassuring nod.						0
122	我明白了，那么，我先去通知学院那边。	我明白了，那麼，我先去通知學院那邊。	わかった。じゃあ、学院にそう伝えるねっ！	알겠어, 그럼 가서 아카데미에 알리도록 할게.	Understood. I'll notify the Acropolis then.						0
123	芙提雅如来时那般风风火火地跑了出去，陶也终于将憋着的一口气叹了出来。	芙提雅如來時那般風風火火地跑了出去，τ也終於將憋著的一口氣嘆了出來。	ドドドと小走りで去っていくフリティアを見送ると、τはため息をこぼした。	프티야는 처음 이곳에 왔을 때처럼 허둥지둥 뛰어나갔고, τ는 참고 있던 한숨을 내쉬었다.	She rushed out just as quickly as she had entered. The moment she was gone, τ finally let out the breath she had been holding.						0
124	有关卫城学院的情况，你可以慢慢看完。但我做出的判断是，这一趟，你又是非去不可了。	有關衛城學院的情況，你可以慢慢看完。但我做出的判斷是，這一趟，你又是非去不可了。	アクロポリス学院の状況については、あとで確認してかまいません。私の判断だと、今回もあなたに出向いてもらわないといけないみたいですが……	아크로폴리스 아카데미 상황에 관한 건 천천히 봐도 돼. 하지만 내 판단은, 이번에도 네가 무조건 가줘야 한다는 거야.	As for the Academica Acropolis profile, take your time going through it. But for now, my judgment is that this is another case that requires your direct involvement.						0
125	我耸了耸肩，几乎是将“我说过了吧”写在脸上。	我聳了聳肩，幾乎是將「我說過了吧」寫在臉上。	だから言っただろうと内心思いながら私は肩をすくめてみせる。	난 어깨를 으쓱거리며, '내 말이 맞다', 는 표정을 지었다.	I shrugged, the words "I told you so" practically written on my face.						0
126	但是，在临行之前……	但是，在臨行之前……	出発する前に……	하지만 움직이기 전에…	But before you set off...						0
127	我看到陶平静地从办公桌上的文件中抽出了一张，将其推向我这一边。	我看到τ平靜地從辦公桌上的檔案中抽出了一張，將其推向我這一邊。	τはテーブルにある書類から一枚を取り出して、私の前に置いた。	τ는 조용히 테이블 위에 놓인 문서 더미에서 종이 한 장을 뽑아 나에게 건네주었다.	τ calmly took a sheet of paper from the stack on her desk and slid it toward me.						0
128	有件事情，你可能已经得到了消息，但我还是需要当面和你说一下。	有件事情，你可能已經得到了消息，但我還是需要當面和你說一下。	すでに小耳に挟んだかと思いますが、改めて直で伝えなくてはならないことがあります。	이미 소식을 들었을 수도 있겠지만, 내가 직접 이야기를 해줘야 할 것 같아서.	There's something you might have heard about, but I feel the need to fill you in personally.						0
129	你应该知道，我已经没办法进行端粒修复手术。	你應該知道，我已經沒辦法進行端粒修復手術。	もう知っているでしょう。私の体はもう、これ以上のテロメア修復手術に耐えられないこと。	알다시피 난 이제 더 이상 텔로미어 복구 수술을 할 수 없게 됐어.	You should know — I can no longer undergo telomere repair surgery.						0
130	她顿了顿，用眼神示意我去看桌上的文件，但我却根本无法从她的身上移开目光。	她頓了頓，用眼神示意我去看桌上的檔案，但我根本無法從她的身上移開目光。	言葉を切ってτは机の上に置いてある書類に目を伏せた。読んでというのだろうけど、驚きのあまり、私は彼女から目を剥がすことができなかった。	그녀는 잠시 멈칫하더니, 나에게 문서를 보라고 눈짓했다. 하지만 난 그녀에게서 시선을 뗄 수가 없었다.	She paused, signaling with her eyes for me to read the document. But I couldn't tear my gaze away from her.						0
131	……我不是在给你留下遗言。	……我並不是在留下遺言給你。	……別に、遺言を残しているわけではありませんよ。	…지금 너한테 유언 같은 걸 남기는 게 아니야.	...I'm not saying my last words.						0
132	那你打算做什么？	那你打算做什麼？	……どうするつもりだ。	그럼 왜 그러는 거죠?	What are you planning to do?						0
133	我需要去接受一些更加激进的治疗方案，有风险，但最坏的结果也只是失败，总比听天由命要好。	我需要去接受一些更激進的治療方案，有風險，但最壞的結果也只是失敗，總比聽天由命好。	これからしばらく、ちょっと過激な治療を受けに行ってきます。いささか冒険的な試みではありますが、座して死を待つよりはマシでしょう。	난 더욱 급진적인 치료 방법을 시도해 볼 거야. 리스크가 있지만 최악의 결과라고 해봤자 실패뿐인데, 그냥 죽음을 기다리는 것보다는 낫잖아.	I'm going to try a more aggressive treatment. Risky, sure, but the worst-case scenario? The procedure fails. And that's still better than leaving things to fate.						0
134	我拿起那份文件，手术风险一栏上的数字格外扎眼。	我拿起那份檔案，手術風險一欄的數字格外札眼。	書類を手に取ると、真っ先に赤枠で囲まれた手術の失敗確率を示した数字に目がいって、不意にゾクッとする。	난 문서를 들어 올렸고, 수술 리스크에 적힌 숫자가 정말 거슬렸다.	I picked up the document, my eyes immediately drawn to the surgery risk section — the numbers starkly stood out.						0
135	手术……你安排在什么时候？	手術……你安排在什麼時候？	手術は……いつだ？	수술은… 언제 진행할 건데요?	When's the procedure?						0
136	很快。大概，就在你去菲洛索亚的这段时间。	很快。大概，就在你去菲洛索亞的這段時間。	もうじきです。おそらく、あなたがフィロゾアにいる間に行われるでしょう。	곧. 아마, 네가 필로시아에 가 있는 동안 할 거 같아.	Soon. Probably while you're in Philossia.						0
137	别这样瞪着我，准备手术的计划在很早之前就定下来了，我没有特意挑选一个你不在的时间。	別這樣瞪著我，準備手術的計畫在很早之前就定下來了，我沒有刻意挑選一個你不在的時間。	そう睨まないでください。手術の日程はずっと前から決まっています。わざとあなたが不在の日を選んだわけではありません。	그렇게 보지 마. 아주 오래 전부터 계획해 온 수술이고, 일부러 네가 없는 시간을 고른 것도 아니니까.	Don't give me that look. The procedure was scheduled long ago — it's not like I chose to do it while you'd be away.						0
138	事情总是这样接踵而至，让我明明心有不甘，却拿不出反驳的理由。	事情總是這樣接踵而至，讓我明明心有不甘，卻拿不出反駁的理由。	きっぱりと言い切ったτを見ながら、私は得体の知れない悔しさを覚えて口を噤んだ。	일은 항상 이렇게 잇달아 일어난다. 속으로는 정말 안타깝게 생각했지만 반박할 수 있는 이유가 떠오르지 않았다.	Things always seemed to pile up like this, overwhelming and relentless, leaving me frustrated and helpless.						0
139	playername。	playername。	playername。	playername.	playername.						0
140	陶忽然伸手将我手中的文件抽走，揉成一团，随手扔进了一旁的垃圾桶中。	τ忽然伸手將我手中的檔案抽走，揉成一團，隨手丟進了一旁的垃圾桶中。	τは私の手からさっと取った書類を丸めて、横のゴミ箱に放り投げた。	τ는 내 손에 들려있던 문서를 뺏어 구긴 다음 쓰레기통에 던져버렸다.	Suddenly, τ reached out, snatching the document from my hand. Without another word, she crumpled it up and tossed it into the trash bin.						0
141	我们的事业才刚开始，不是吗？	我們的事業才剛開始，不是嗎？	私たちの仕事は、まだまだはじまったばかりです。そうでしょう。	우리 사업은 이제 막 시작이잖아, 안 그래?	Our cause has only just begun, hasn't it?						0
142	在危机得到解决前，我不会心安理得地把一切难题都扔给你一个人。	在危機解決之前，我不會心安理得地把一切難題都丟給你一個人。	危機がすべて解決されるまで、厄介な仕事をあなたに丸投げするつもりはありません。	위기가 해결되기 전까지, 나도 절대 너한테 모든 일들을 맡길 생각 없어.	While this crisis remains unresolved, I wouldn't be at peace if I threw the burden for every problem on your shoulders.						0
143	你有你的仗要打，我也有我的路要走，我们……	你有你的仗要打，我也有我的路要走，我們……	あなたに戦わなければならない敵がいるように、私も、自分の目的地を目指さなければなりません。では……	너도 네가 할 일이 있듯, 나도 내가 가야 할 길이 있어. 우리는…	You have your battles to fight, and I have my own path to walk.						0
144	她站了起来，深吸了一口气。	她站了起來，深吸了一口氣。	言って立ち上がり、長い息を一つ吸い込む。	그녀는 일어나 한숨을 깊게 내쉬었다.	She stood up, inhaling deeply.						0
145	我们，在终点再会吧。	我們，在終點再會吧。	終着点で、また会いましょう。	우리는, 종점에서 다시 보자.	We'll meet again at the end.						0
146	深夜。	深夜。	深夜。	깊은 밤.	It was deep into the night.						0
147	结束了与陶的会谈后，我早早回到了房间中。	結束了與τ的會談後，我早早就回到了房間。	τとの話を済ませたあと、私は早足で自分の部屋に戻った。	τ와의 면담을 마친 후, 난 방으로 돌아왔다.	After finishing my meeting with τ, I had returned to my room early.						0
148	体内拥有了泰坦物质之后，我对睡眠的需求便越来越少。即使这样，我依然会躺在床上，只不过是用长时间的思考来代替睡眠。	體內擁有了泰坦物質之後，我對睡眠的需求越來越少。即使這樣，我還是會躺在床上，只不過是用長時間的思考來取代睡眠。	体内にタイタン物質を取り入れてから眠りたいと思うことはほとんどなくなって、ベッドで横になるのも、ゆっくりと考え事をするためだけの行為に変わった。	몸속에 타이탄 물질을 지니고 나서부터 난 수면에 대한 수요가 점점 적어졌다. 그래도 난 침대에 누워 오랜 시간을 생각하며 수면 시간을 대체했다.	Ever since I began absorbing Titagen, my need for sleep had decreased. Still, I liked to lie in bed for long hours each night, replacing sleep with thought.						0
