xxx_3727713097	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
3	3131			{3,2,42,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3132			{3,3,42,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3133			{3,1,43,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3134			{3,2,43,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3135			{3,3,43,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3136			{3,1,44,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3137			{3,2,44,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3138			{3,3,44,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3139	[202502061000]	[202502061000]	{{3,1,45,1},{3,1,45,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3140	[202502061000]	[202502061000]	{{3,2,45,1},{3,1,45,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3141	[202502061000]	[202502061000]	{{3,3,45,1},{3,1,45,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3142			{3,1,46,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3143			{3,2,46,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3144			{3,3,46,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3145			{3,1,47,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3146			{3,2,47,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3147			{3,3,47,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3148	[202505011000]	[202505011000]	{{3,1,48,1},{3,1,48,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3149	[202505011000]	[202505011000]	{{3,2,48,1},{3,1,48,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3150	[202505011000]	[202505011000]	{{3,3,48,1},{3,1,48,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3151			{3,1,49,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3152			{3,2,49,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3153			{3,3,49,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3154			{3,1,50,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3155			{3,2,50,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3156			{3,3,50,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3157	{202507241000}	{202507241000}	{{3,1,51,1},{3,1,51,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3158	{202507241000}	{202507241000}	{{3,2,51,1},{3,1,51,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3159	{202507241000}	{202507241000}	{{3,3,51,1},{3,1,51,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3160			{3,1,52,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3161			{3,2,52,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3162			{3,3,52,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3163			{3,1,53,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3164			{3,2,53,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3165			{3,3,53,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3166	{202510161000}	{202510161000}	{{3,1,54,1},{3,1,54,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3167	{202510161000}	{202510161000}	{{3,2,54,1},{3,2,54,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3168	{202510161000}	{202510161000}	{{3,3,54,1},{3,3,54,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3169			{3,1,55,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3170			{3,2,55,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3171			{3,3,55,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3172	{202511271000}	{202511271000}	{{3,1,56,1},{3,1,56,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3173	{202511271000}	{202511271000}	{{3,2,56,1},{3,2,56,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3174	{202511271000}	{202511271000}	{{3,3,56,1},{3,3,56,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3175			{3,1,57,1}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3176			{3,2,57,1}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3177			{3,3,57,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3178	{202601011000}	{202601011000}	{{3,1,58,1},{3,1,58,2}}				{1.2,1.2}	{-250, 50}	{1.25,1.25}	{-360, 80}					
3	3179	{202601011000}	{202601011000}	{{3,2,58,1},{3,2,58,2}}				{1.25,1.25}	{-360, 80}	{1.25,1.25}	{-300, 100}					
3	3180	{202601011000}	{202601011000}	{{3,3,58,1},{3,3,58,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3181			{3,1,59,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3182			{3,2,59,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3183			{3,3,59,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3184	[202602121000]	[202602121000]	{{3,1,60,1},{3,1,60,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3185	[202602121000]	[202602121000]	{{3,2,60,1},{3,2,60,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3186	[202602121000]	[202602121000]	{{3,3,60,1},{3,3,60,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3187			{3,1,61,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3188			{3,2,61,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3189			{3,3,61,1}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3190	[202605221000]	[202605221000]	{{3,1,62,1},{3,1,62,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3191	[202605221000]	[202605221000]	{{3,2,62,1},{3,2,62,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
3	3192	[202605221000]	[202605221000]	{{3,3,62,1},{3,3,62,2}}				{1.3,1.3}	{-380, 120}	{1.3,1.3}	{-320, 80}					
4	4001			{6001003,6002003}				{{-100,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-125,-45,0},{0,140,0},{0.45,0.45,0.45}}	riki.monster_name_1	riki.monster_skill_1					
4	4002			{6001004,600100401}				{{-100,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-125,-45,10},{0,150,0},{0.38,0.38,0.38}}	riki.monster_name_3	riki.monster_skill_3					
4	4003			{6001002,6002002}				{{-125,-45,0},{0,140,0},{0.08,0.08,0.08}}	{{-100,-45,0},{0,160,0},{0.15,0.15,0.15}}	riki.monster_name_2	riki.monster_skill_2					
4	4004			{6001005,6002005}				{{-125,-45,0},{0,140,0},{0.08,0.08,0.08}}	{{-100,-45,0},{0,160,0},{0.15,0.15,0.15}}	riki.monster_name_4	riki.monster_skill_4					
4	4005			{6001102,6002102}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,160,0},{0.48,0.48,0.48}}	riki.monster_name_5	riki.monster_skill_5					
4	4006			{6002101,6003101,6001101}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,160,0},{0.45,0.45,0.45}}	riki.monster_name_6	riki.monster_skill_6					
4	4007			{6001103,6002103}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,160,0},{0.45,0.45,0.45}}	riki.monster_name_7	riki.monster_skill_7					
4	4008			{6001202}				{{0,-1000,0},{0,140,0},{0.5,0.5,0.5}}	{{-340,-30,-60},{0,160,0},{0.03,0.03,0.03}}	riki.monster_name_8	riki.monster_skill_8					
4	4009			{6001201,6003201}				{{-125,-45,0},{0,0,0},{0.06,0.06,0.06}}	{{-100,-45,0},{0,155,0},{0.085,0.085,0.085}}	riki.monster_name_9	riki.monster_skill_9					
4	4010			{6001204}				{{-125,-45,0},{0,0,0},{0.06,0.06,0.06}}	{{-100,-45,0},{0,155,0},{0.085,0.085,0.085}}	riki.monster_name_10	riki.monster_skill_10					
4	4011			{6001301}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,0},{0,145,0},{0.16,0.16,0.16}}	riki.monster_name_12	riki.monster_skill_12					
4	4012			{600120502,600120501}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-110,-45,0},{0,150,0},{0.22,0.22,0.22}}	riki.monster_name_11	riki.monster_skill_11					
4	4013			{6001501,600150101}				{{-100,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-110,-45,0},{0,150,0},{0.54,0.54,0.54}}	riki.monster_name_14	riki.monster_skill_13					
4	4014			{600120503}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-110,-45,0},{0,150,0},{0.22,0.22,0.22}}	riki.monster_name_13	riki.monster_skill_11					
4	4015			{6001505}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,173,0},{0.58,0.58,0.58}}	riki.monster_name_15	riki.monster_skill_14					
4	4016			{6001302}				{{-100,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-125,-45,0.5},{0,172,0},{0.38,0.38,0.38}}	riki.monster_name_16	riki.monster_skill_15					
4	4017			{6001006}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,0},{0,145,0},{0.16,0.16,0.16}}	riki.monster_name_17	riki.monster_skill_17					
4	4018			{6001206}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,19},{0,145,0},{0.2,0.2,0.2}}	riki.monster_name_18	riki.monster_skill_18					
4	4019			{6001207}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-458,-21,-19},{0,145,0},{0.02,0.02,0.02}}	riki.monster_name_19	riki.monster_skill_19					
4	4020			{6001208}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-154,-43,4},{0,165,0},{0.155,0.155,0.155}}	riki.monster_name_20	riki.monster_skill_20					
4	4021			{6001401,6002401}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-43,-2},{0,179,0},{0.185,0.185,0.185}}	riki.monster_name_21	riki.monster_skill_21					
4	4022			{6002505}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,173,0},{0.58,0.58,0.58}}	riki.monster_name_22	riki.monster_skill_22					
4	4023			{6001502,6002502}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,173,0},{0.215,0.215,0.215}}	riki.monster_name_23	riki.monster_skill_23					
4	4024			{6002502}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,173,0},{0.088,0.088,0.088}}	riki.monster_name_24	riki.monster_skill_24					
4	4025			{600150102}				{{-100,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-110,-45,0},{0,150,0},{0.54,0.54,0.54}}	riki.monster_name_27	riki.monster_skill_27					
4	4026			{6002206}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,19},{0,145,0},{0.2,0.2,0.2}}	riki.monster_name_26	riki.monster_skill_26					
4	4027			{6001503}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,173,0},{0.235,0.235,0.235}}	riki.monster_name_25	riki.monster_skill_25					
4	4028			{6001303}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,0},{0,145,0},{0.16,0.16,0.16}}	riki.monster_name_28	riki.monster_skill_28					
4	4029			{6002301}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,0},{0,145,0},{0.16,0.16,0.16}}	riki.monster_name_29	riki.monster_skill_29					
4	4030			{6001601}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,0},{0,145,0},{0.045,0.045,0.045}}	riki.monster_name_30	riki.monster_skill_30					
4	4031			{6001602}				{{-125,-45,0},{0,140,0},{0.11,0.11,0.11}}	{{-100,-45,0},{0,145,0},{0.16,0.16,0.16}}	riki.monster_name_31	riki.monster_skill_31					
4	4032			{6001603,6002603}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,-15},{0,173,0},{0.235,0.235,0.235}}	riki.monster_name_32	riki.monster_skill_32					
4	4033			{6002603}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,-15},{0,173,0},{0.235,0.235,0.235}}	riki.monster_name_33	riki.monster_skill_33					
4	4034			{6001506,6002506}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,-15},{0,173,0},{0.185,0.185,0.185}}	riki.monster_name_34	riki.monster_skill_34					
4	4035			{6001402}				{{-125,-45,0},{0,140,0},{0.1,0.1,0.1}}	{{-100,-45,-15},{0,173,0},{0.05,0.05,0.05}}	riki.monster_name_35	riki.monster_skill_35					
4	4036			{600120504,600120505,600120506,600120507,600120508}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-110,-45,0},{0,150,0},{0.22,0.22,0.22}}	riki.monster_name_36	riki.monster_skill_36					
4	4037			{600130204}				{{-100,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-125,-45,0.5},{0,172,0},{0.38,0.38,0.38}}	riki.monster_name_37	riki.monster_skill_37					
4	4038			{6001403}				{{-100,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-125,-45,55},{0,172,0},{0.06,0.06,0.06}}	riki.monster_name_38	riki.monster_skill_38					
4	4039			{6004206,600120604}				{{-125,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-100,-45,19},{0,145,0},{0.2,0.2,0.2}}	riki.monster_name_39	riki.monster_skill_39					
4	4040			{6001404}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.13,0.13,0.13}}	riki.monster_name_40	riki.monster_skill_40					
4	4041			{6001405}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.17,0.17,0.17}}	riki.monster_name_41	riki.monster_skill_41					
4	4042			{6001304,6002304}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.17,0.17,0.17}}	riki.monster_name_42	riki.monster_skill_42					
4	4043			{6002304}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.14,0.14,0.14}}	riki.monster_name_43	riki.monster_skill_43					
4	4044			{6001209,600120901,600120902}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.11,0.11,0.11}}	riki.monster_name_44	riki.monster_skill_44					
4	4045			{600121001,600121002,600121003}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.11,0.11,0.11}}	riki.monster_name_45	riki.monster_skill_45					
4	4046			{600121002,600121003}				{{-125,-45,0},{0,0,0},{0.11,0.11,0.11}}	{{-145,-45,0},{0,172,0},{0.09,0.09,0.09}}	riki.monster_name_46	riki.monster_skill_45					
4	4047			{600130501,600130502}				{{-100,-45,0},{0,0,0},{0.09,0.09,0.09}}	{{-125,-45,0},{0,172,0},{0.18,0.18,0.18}}	riki.monster_name_47	riki.monster_skill_46					
4	4048			{6001507}				{{-125,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-125,-45,0},{0,172,0},{0.175,0.175,0.175}}	riki.monster_name_48	riki.monster_skill_47					
4	4049			{6001508,600150804}				{{-125,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-125,-45,0},{0,172,0},{0.175,0.175,0.175}}	riki.monster_name_49	riki.monster_skill_48					
4	4050			{600150804,6001508}				{{-125,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-125,-45,0},{0,172,0},{0.175,0.175,0.175}}	riki.monster_name_49	riki.monster_skill_48					
4	4051			{6001406}				{{-125,-45,0},{0,0,0},{0.1,0.1,0.1}}	{{-125,-45,0},{0,172,0},{0.02,0.02,0.02}}	riki.monster_name_50	riki.monster_skill_50					
5	5001			{7,1,2,2}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5002			{7,2,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5003			{7,2,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl002a_02/tryGirl_002a_02.tryGirl_002a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5004			{7,4,1,2}				1	{{1694.25,1599.75},{0,0}}			20				
5	5005			{7,4,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004a_02/tryGirl_004a_02.tryGirl_004a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5006			{7,5,2,2}				3	{{1694.25,1599.75},{0,0}}			20				
5	5007			{7,6,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006a_02/tryGirl_006a_02.tryGirl_006a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5008			{7,8,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5009			{7,8,2,2}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5010			{7,10,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5011			{7,10,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5012			{7,10,2,3}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010a_03/tryGirl_010a_03.tryGirl_010a_03		20				
5	5013			{7,11,1,2}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011_02/tryGirl_011_02.tryGirl_011_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5014			{7,12,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5015			{7,12,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl012a_02/tryGirl_012a_02.tryGirl_012a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5016			{7,14,2,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5017			{7,14,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014a_03/tryGirl_014a_03.tryGirl_014a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5018			{7,17,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl017_02/tryGirl_017_02.tryGirl_017_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5019			{7,2,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl002a_03/tryGirl_002a_03.tryGirl_002a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5020			{7,8,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_03/tryGirl_008a_03.tryGirl_008a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5021			{7,10,2,2}				3	{{1694.25,1599.75},{0,0}}			20				
5	5022			{7,15,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_02/tryGirl_015_02.tryGirl_015_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5023			{7,4,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004a_03/tryGirl_004a_03.tryGirl_004a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5024			{7,6,2,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5025			{7,8,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5026			{7,1,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl001a_03/tryGirl_001a_03.tryGirl_001a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5027			{7,15,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5028	{209910090800}	{209910090800}	{7,8,2,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5029			{7,16,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl016_02/tryGirl_016_02.tryGirl_016_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5030			{7,2,2,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5031			{7,7,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_02/tryGirl_007a_02.tryGirl_007a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5032			{7,11,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011a_02/tryGirl_011a_02.tryGirl_011a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5033			{7,17,1,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5034			{7,8,2,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5035			{7,13,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013a_02/tryGirl_013a_02.tryGirl_013a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5036			{7,15,1,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5037			{7,12,2,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5038			{7,4,1,4}				1	{{1694.25,1599.75},{0,0}}			20				
5	5039			{7,13,2,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5040			{7,2,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5042			{7,2,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl002b_02/tryGirl_002b_02.tryGirl_002b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5043			{7,5,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005a_03/tryGirl_005a_03.tryGirl_005a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5045			{7,8,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008b_02/tryGirl_008b_02.tryGirl_008b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5046			{7,16,1,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5047			{7,15,1,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5048			{7,1,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5049			{7,14,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014a_04/tryGirl_014a_04.tryGirl_014a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5050			{7,18,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018_02/tryGirl_018_02.tryGirl_018_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5051			{7,15,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015a_02/tryGirl_015a_02.tryGirl_015a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5052	[202410101000]	[202410101000]	{7,5,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005b_02/tryGirl_005b_02.tryGirl_005b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5053			{7,7,2,4}				3	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_04/tryGirl_007a_04.tryGirl_007a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5054			{7,11,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011a_03/tryGirl_011a_03.tryGirl_011a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5055			{7,4,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004b_02/tryGirl_004b_02.tryGirl_004b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5056			{7,13,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013a_04/tryGirl_013a_04.tryGirl_013a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5057			{7,14,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5058			{7,11,2,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5060			{7,16,1,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl016_04/tryGirl_016_04.tryGirl_016_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5061			{7,7,2,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_05/tryGirl_007a_05.tryGirl_007a_05	{0.3,{0,0},{0,0},{1,1}}	20				
5	5062			{7,15,2,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5063			{7,4,1,5}				1	{{1694.25,1599.75},{0,0}}			20				
5	5064			{7,15,1,6}				1	{{1694.25,1599.75},{0,0}}			20				
5	5065	[202502061000]	[202502061000]	{7,10,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010b_02/tryGirl_010b_02.tryGirl_010b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5066			{7,14,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014b_02/tryGirl_014b_02.tryGirl_014b_02	{0.3,{0,0},{0,0},{1,1}}	20				
