xxx_2557340935	A	A	A	A	A	A	A	A	A	A	A
81	辰星抿了抿嘴，少女的目光带着难明的情绪盯着我看。	辰星抿了抿嘴，少女的目光帶著難明的情緒盯著我。	言いかけて唇を軽く噛んで顔を覗いてくる。言葉にできなそうな感情を含んだ少女の視線になぜか胸が締め付けられるような痛みを覚えた。	수성은 입술을 살짝 깨물며, 복잡한 감정을 담은 눈길로 나를 바라보았다.	Chenxing pursed her lips, her gaze tinged with emotions I couldn't quite decipher.						0
82	……	……	……	…	...						0
83	我一时语塞。十七份的罗曼蒂克之夜之后，我现在又在纺锤系统里，许下了十八等份的诺言。	我一時語塞。十七份的羅曼蒂克之夜之後，我現在又在紡錘系統裡，許下了十八等份的諾言。	なにか言わなくてはと焦る。17人分のロマンティックな夜を乗り越えられたと思ったら、今度はバーチャル世界で18人目に約束か。我ながら罪な話だ。	나는 잠시 말문이 막혔다. 17번의 로맨틱한 밤을 거쳐 지금은 방추 시스템 안에서 18번째 약속을 하고 있는 셈이었다.	I found myself momentarily at a loss for words. After 17 romantic nights, here I was making a promise for the 18th time within the Spindle System.						0
84	辰星细腻心思能够看出来这些我不意外，只是有些事看破不说破，于是我故意板起面孔。	辰星細膩心思能夠看出來這些我不意外，只是有些事看破不說破，於是我故意板起面孔。	でも、多感な辰星のことだからそう思うのも想定内というか……わざとらしい真顔を作ってみせ、ようやく思いついた言葉を口にする。	수성이 섬세해서 그것들을 알아차린 건 놀라운 일이 아니지만 어떤 일들은 알면서도 넘어가야하는 부분이라 일부러 엄숙한 표정을 지었다.	It was no shock that someone as perceptive as her had caught on. Still, some truths are better left unspoken. Setting my face into a mock-stern expression, I deflected.						0
85	怎么，夫人这是要质问为夫吗？	怎麼，夫人這是要質問為夫嗎？	はて、それは、愛ゆえの拷問というやつでござるか。	뭐죠? 부인께서 벌써부터 남편을 심문하려는 겁니까?	What's this, my lady? Are you questioning your dear lord?						0
86	我……我才不会做这种事情……	我……我才不會做這種事……	い、いいえ、滅相もありません……	저… 저는 그런 일은 하지 않아요…	I... I'd never do something like that...						0
87	我只是觉得，觉得自己落后太多啦。	我只是覺得，覺得自己落後太多啦。	ただ、自分は遅れをとっているような気が……	단지… 제가 너무 뒤처진 게 아닐까 싶어서요.	I just... feel like I'm so far behind everyone else.						0
88	我哭笑不得捏了捏少女的手心。	我哭笑不得捏了捏少女的手心。	内心ほくそえみつつ手に少し力を込めると、応えるように少女の手が握り返す。	난 웃음을 터뜨리며 소녀의 손바닥을 살짝 눌렀다.	Bemused and amused, I gently squeezed her hand.						0
89	你这还叫落后，那怎样才叫不落后呢？	你這還叫落後，那怎麼叫不落後呢？	ここまで来ておいて遅れてるって言われてもな……それじゃ、取り戻すにはどうすればいい？	이게 뒤처진거면, 도대체 어떻게 해야 뒤처지지 않은 거죠?	If this is what you call "far behind," then what would "in the lead" look like?						0
90	那当然是……	那當然是……	それは勿論……	그야 물론…	Well, that would be...						0
91	辰星的话陡然止住。因为我和她三言两语间，已经走到了云桥的尽头。	辰星的話陡然止住。因為我和她三言兩語間，已經走到了雲橋的盡頭。	言いかけて口を閉じる。そうこうしているうちに橋はもう渡りきって、二人同時に足を地に着ける。	수성이 갑자기 말을 멈췄다. 우리가 대화를 이어가는 사이, 어느새 구름 다리의 끝에 도달해 있었기 때문이다.	Her words cut off abruptly — by then, we had reached the end of the Cloudbridge.						0
92	姑爷和小姐先别急着打情骂俏，还有重要的仪式要做呢。	姑爺和小姐先別急著打情罵俏，還有重要的儀式要做呢。	イチャイチャは後にしましょー。さぁ、もう本番ですよ。	도련님과 아가씨, 두 분 사랑싸움 그만하시고요, 아직 중요한 의식이 남아 있어요.	My lord, my lady, save the sweet nothings for later — there's still an important ceremony to complete.						0
93	底下人影迎着我们下了云桥，随后又有人取来一只金樽。用板凳架在了最高处。	底下人影迎著我們下了雲橋，隨後又有人取來一隻金樽。用板凳架在了最高處。	本番ってなんだと思っていると、ひとりの人影が椅子の橋の一番高いところにもう一脚の椅子を重ね、その上に一口の金色の盃を置いた。	구름 다리 아래 사람들이 우리를 맞이하며 내려왔고, 곧 누군가 황금 술잔을 들고 왔다. 그것을 다시 가장 높은 나무 의자 위에 올려놓았다.	The shadowy figures greeted us at the bridge's end. One of them brought forth a golden goblet, placing it atop the highest stool.						0
94	这是登云桥最后的仪式，也是缔结永恒的誓约。里面盛着的是苦卺里酿出来的酒，喝完这酒的夫妻便是同甘共苦，患难与共。	這是登雲橋最後的儀式，也是締結永恆的誓約。裡面盛著的是苦卺裡釀出來的酒，喝完這酒的夫妻便是同甘共苦，患難與共。	酌み交わしの儀です。今後何が起きてもお二人で力を合わせて生きていくという意味でしてね、これを済ませば、お二人には苦楽を分かち合ってもらいますよ。	이것은 구름 다리의 마지막 의식이자, 영원한 언약을 맺는 순간입니다. 이 잔에 담긴 것은 특별히 빚은 술입니다. 이 술을 마신 부부는 기쁨도 슬픔도 함께 나누고, 어떠한 어려움도 함께 헤쳐 나가게 되지요.	This is the final step in the Cloudbridge ritual, sealing an everlasting bond. The goblet holds wine brewed from a bitter bottle gourd — symbolizing a union that endures both joy and hardship.						0
95	辰星小姐，请。	辰星小姐，請。	さあ、辰星さん、どうぞお召し上がれ。	수성 아가씨, 마셔 주세요.	Lady Chenxing, if you please.						0
96	辰星与我对视一眼，她恋恋不舍松开我的手，向着那只金樽跃去。半空中，少女云袖轻舞，身形翩若惊鸿，闪转之间，已然将最高处的金樽摘下。	辰星與我對視一眼，她戀戀不捨鬆開我的手，向著那隻金樽躍去。半空中，少女雲袖輕舞，身形翩若驚鴻，閃轉之間，已然將最高處的金樽摘下。	私と目を合わせると、辰星は軽やかな身振りで跳ね上がった。たおやかに体をくねらせて宙を舞うその姿に見とれていると、いつの間にかもう盃を手に着地している。	수성은 나와 눈을 마주친 후, 아쉬운 듯 손을 놓고 황금잔을 향해 다가갔다. 공중에서 소녀의 소매는 구름처럼 흩날리며, 그 자태는 마치 백조처럼 우아했다. 순식간에 그녀는 몸을 돌려 가장 높은 곳의 황금잔을 손에 쥐었다.	Chenxing glanced at me, her reluctance evident as she released my hand. With a graceful leap, she rose toward the goblet. Her billowing sleeves danced like clouds as her form traced an elegant arc through the air. With a deft swirl, she plucked the goblet from its perch.						0
97	这酒，该怎么喝？	這酒，該怎麼喝？	そのお酒、飲むのに何か作法があるのか？	이 술은 어떻게 마시는 거죠?	So, how exactly do we do this?						0
98	我看着落回身前的辰星，一时间有些好奇。	我看著落回身前的辰星，一時之間有些好奇。	はっと我に返った私は、その手に持っている盃を見つめる。	내 앞에 가볍게 착지한 수성을 바라보며, 나는 궁금증이 생겼다.	I asked out of genuine curiosity as Chenxing landed softly before me.						0
99	辰星叼着金樽，目光盈盈看着我，她的脸上红晕如醉。	辰星叼著金樽，目光盈盈看著我，她的臉上紅暈如醉。	辰星は黙ったまま盃の縁を口に含む。そして酒の香りが漂うなか、顔を赤らめてつぶらな瞳でまっすぐ見てくる。	수성은 술잔을 입에 물고 반짝이는 눈으로 나를 바라보았다. 그녀의 얼굴은 술에 취한 듯 붉게 물들어 있었다.	She held the goblet by its handle between her teeth, her shimmering gaze fixed on me. A deep blush painted her cheeks, so vivid it seemed as though she were already intoxicated.						0
100	还没等我想明白辰星该如何吃酒，少女忽然抬起金樽，一口饮尽，随后柔软香甜的唇瓣便向我堵了上来。	還沒等到我想明白辰星該如何吃酒，少女忽然抬起金樽，一口飲盡，隨後柔軟香甜的唇瓣便向我堵了上來。	出し抜けに少女は盃を持ち上げ、お酒を一気に口に含ませると、自分の口に濡れたリップを寄せた。何かを捕らえるために開いた唇の間から甘い液体が注ぎ込まれる。	내가 술을 어떻게 마셔야 할지 생각하기도 전에, 수성은 황금잔을 살짝 들어 한 번에 들이켰다. 그러고는 부드럽고 달콤한 그녀의 입술이 내 입술을 덮었다.	Before I could figure out how she'd take her sip, Chenxing suddenly tilted her head back, downing the goblet's contents in one smooth motion. Then, without warning, her soft, sweet lips captured mine.						0
101	良久，分开的唇瓣在我面前吐出幽香的呼吸。	良久，分開的唇瓣在我面前吐出幽香的呼吸。	どれだけの時間が経ったのだろう。口から淡い桜色の唇が離れて、眼前に蕩けるような熱い息をついた。	오랜 시간이 흐른 뒤 떨어진 그녀의 입술 사이로 은은한 향기가 내게 다가왔다.	After what felt like an eternity, a faint, fragrant whisper escaped her slightly parted lips.						0
102	这样……就不算落后了。	這樣……就不算落後了。	これで……取り戻しました……	이렇게 하면… 더 이상 뒤처지지 않겠죠.	There... now I'm not far behind anymore.						0
103	她没有退避，我凝望着那秋水般的眸光，一时间内心有无限情愫荡漾而起。	她沒有退避，我凝望著那秋水般的眸光，一時間內心有無限情愫蕩漾而起。	光を湛えたその瞳をふいに覗き込んでしまう。少女から返ってくるまっすぐな眼差しに、名状しがたい熱い気持ちが胸に湧き上がる。	그녀는 물러서지 않고, 나는 가을 물결 같은 그녀의 눈빛을 바라보며, 순간 마음속에 무한한 감정이 요동쳤다.	She stood her ground, her gaze as serene and captivating as autumn's mirrored lakes. A cascade of emotions stirred within me, sending ripples through my very soul.						0
104	这时空气、声音，光亮好像才重新开始流动。就仿佛在辰星吻来的时候，这个世界的一切都循着她的意志被按下暂停键。	這時空氣、聲音，光亮好像才重新開始流動。就彷彿在辰星吻來的時候，這個世界的一切都循著她的意志被按下暫停鍵。	唇が重なるとぴたりと、世界は停止ボタンを押されたかのように、時も音も止まった。どこまでも優しい秋陽の斜光の中をきらりと舞う塵だけが時の流れを告げる。	그때서야 공기, 소리, 빛이 다시 흐르기 시작한 것 같았다. 마치 수성이 나를 향해 입을 맞추는 순간 이 세상의 모든 것이 그녀의 의지에 따라 멈추었던 것처럼.	It was only then that the air, sound, and light around us began to flow again, as if the entire world had been holding its breath when her kiss touched my lips.						0
105	我听见有银铃般的嬉笑声响起，在廊桥两边排开的人影宛若仕女般向着远方走去，她们拉长声音，像是在高歌。	我聽見有銀鈴般的嬉笑聲響起，在廊橋兩邊排開的人影宛若仕女般向著遠方走去，她們拉長聲音，像是在高歌。	ふと遠くから心地よい笑いさざめきが届くと橋の両側に整列している人影たちは歌うような声を上げ、女官みたいなしなをつくった歩き方で声のした方へ去っていった。	은방울 같은 웃음소리가 들려왔고, 다리 양쪽에 늘어선 사람들의 모습은 마치 궁녀처럼 멀리 걸어가며 노래를 부르는 듯했다.	Silvery laughter drifted to my ears as the figures on either side of the bridge marched gracefully into the distance, their voices stretching out like a melody.						0
106	云桥已登，贺迎良人。	雲橋已登，賀迎良人。	新郎新婦さまをお迎えに参上しますー。	구름 다리를 건너셨으니, 두 분의 아름다운 인연을 축하드립니다.	The Cloudbridge has been crossed. Let us celebrate the blessed pair.						0
107	我再次抓住辰星的手，登完云桥后的视野陡然开阔。往深处可见有流水款款从人造的崖壁流下，落在廊桥边的潭水间溅起蓬蓬雾气。	我再次抓住辰星的手，登完雲橋後的視野陡然開闊。往深處可見有流水款從人造的崖壁流下，落在廊橋邊的潭水間濺起蓬蓬霧氣。	橋のこっち側から見た庭園はどこまでも広がっていた。もっと先には細やかな水しぶきを立てている小ぶりな滝と池が見えた。私は振り返って辰星の手をとる。	나는 다시 수성의 손을 잡았다. 구름 다리를 건넌 뒤 시야가 갑자기 확 트였다. 깊은 곳에는 인공 절벽에서 물줄기가 천천히 흘러내려 구름 다리 옆 연못에 떨어지며 안개를 피워 올리고 있었다.	Taking Chenxing's hand once more, I turned to the view beyond the Cloudbridge: a waterfall cascading over an artificial rockery, its waters pooling into a misty basin beneath a pavilion bridge.						0
108	走吧，看看她们在这后边还准备了什么惊喜。	走吧，看看她們在這後邊還準備了什麼驚喜。	行こう、もうここまで来たことだ。一通り楽しもうじゃないか。	뒤에 또 어떤 놀라운 일이 준비되어 있을지 확인해 봅시다, 가죠.	Let's see what other surprises they have in store for us.						0
109	嗯。	嗯。	ええ。	네.	Mm.						0
110	辰星静静地点头，咬着鲜红欲滴的嘴唇，然而我们往前走了几步，却像是触动了什么机关一样，眼前的一切都仿佛发生了某种变化。	辰星靜靜地點頭，咬著鮮紅欲滴的嘴唇，然而我們往前走了幾步，卻像是觸動了什麼機關一樣，眼前的一切都彷彿發生了某種變化。	軽く頷いた辰星。緊張しているのか唇を噛んでいた。手を繋いで数歩あるいたら仕掛けでも踏んだのか、周りの景色がぐしゃぐしゃに崩れてまた組み立てられていった。	수성은 조용히 고개를 끄덕이며 붉게 물든 입술을 살짝 깨물었다. 그러나 우리가 몇 걸음 나아가자, 마치 무언가의 장치를 건드린 듯 눈앞의 모든 것이 변하기 시작했다.	Chenxing nodded quietly, biting her crimson lip. But after taking a few steps forward, we must have triggered some hidden mechanism — everything before us suddenly transformed.						0
111	辰星立即反应过来，她毫不犹豫一箭射出，箭矢将一道转身扑来的人影钉在地上。	辰星立刻反應過來，她毫不猶豫地一箭射出，箭矢將一道轉身撲來的人影釘在地上。	空間の崩壊とほぼ同時に辰星は私の後ろに向かって弓を引いた。振り返ると背後の砂利道にひとつの人影が襲いかかる姿勢のまま矢で刺し止められている。	수성은 즉시 반응했고, 망설임 없이 화살 한 발을 쏘아 회전하며 달려드는 사람의 형상을 땅에 꽂았다.	Chenxing reacted instantly, drawing her bow and loosing an arrow in a fluid motion. The arrow struck true, pinning a shadowy figure to the ground just as it twisted to lunge at us.						0
112	其余为我们庆贺的模糊身影齐齐转过脖子，用呆滞的目光看向我们。	其餘為我們慶賀的模糊身影齊齊轉過脖子，用呆滯的眼神看向我們。	先ほどまで祝詞を唱えてくれていた他の人影に目を戻すとぴたりと……全員一糸乱れない動きで首をぐるりと回し、虚ろな目で睨んできた……	축하해 주던 희미한 그림자들은 일제히 목을 돌려 멍한 눈빛으로 우리를 바라보았다.	The other shadowy figures, who had moments earlier been celebrating, turned in eerie unison. Their blank stares locked onto us.						0
113	霎时间，她们的身形轮廓像是吹胀的气球般扩张，纷纷变成了真神者和泰坦生物这样的怪物向我们冲了过来。	霎時間，她們的身形輪廓像是吹脹的氣球般擴張，紛紛變成了真神者和泰坦生物這樣的怪物向我們衝了過來。	そして突如、一斉に体が風船のように膨らみだし、ぞろぞろと至上者とタイタンに姿を変えていった……	순식간에 그들의 형체는 마치 공기가 주입된 풍선처럼 팽창해 전부 조물주와 타이탄 생물과 같은 괴물로 변해 우리에게 달려들었다.	In an instant, their forms grotesquely expanded, morphing into monstrous shapes such as Demiurges and Titagen-corrupted abominations.						0
114	哈……那东西的影响来得倒是快。	哈……那東西的影響來得倒是快。	相手もせっかちなもんだな。	하… 저것의 영향이 꽤 빨리 퍼졌네요.	Huh... about time.						0
115	这种变化无比突兀，可类似的转折我在这份数据文件里经历过太多次。这都是源自这份文件隐藏秘密的影响。	這種變化無比突兀，但類似的轉折我在這份資料檔案裡經歷過太多次。這都是源自這份文件隱藏秘密的影響。	こんな変化は何回も経験してきた。この前も何の前触れなく突然起こっていたから特に驚きはなかった。これがデータに隠れているモノの仕業なのももうわかっている。	이런 변화는 너무나도 갑작스러웠지만 전에 이 데이터 파일 안에서 이미 너무나도 많이 겪어본 일이었다. 모든 게 이 파일 속에 숨겨진 비밀로부터 비롯된 영향이었다.	The abrupt transformation was jarring, but I'd seen similar twists countless times in this data file simulation. It was the result of a hidden corruption.						0
116	分析员，走这边！	分析員，走這邊！	分析員、こちらです！	분석가님, 이쪽이에요!	Adjutant, this way!						0
117	我将一颗子弹送入一个异化人的眉心，辰星已经踩在了廊桥的栏杆上，示意我和她一起从旁边突围。	我將一顆子彈送入一個異化人的眉心，辰星已經踩在了廊橋的欄桿上，示意我和她一起從旁邊突圍。	引き金を引いて一発の弾丸を変異者の眉間に直撃させると、辰星は橋の手すりに足を乗せながらこっちに向かって腕を差し出していた。	나는 한 발의 총알로 변이자의 미간을 꿰뚫었고, 수성은 이미 다리의 난간 위에 올라서 옆길로 함께 빠져나가자고 내게 손짓했다.	After firing a clean shot to take down one of the Changed, I turned to Chenxing. She perched gracefully on the bridge railing, signaling for us to break through from the side.						0
118	一段时间后，在一处逼仄狭窄的空间内，我与跨坐在我身上的辰星四目相对。	一段時間後，在一處逼仄狹窄的空間內，我與跨坐在我身上的辰星四目相對。	しばらくして、辰星と所狭しとタンスに身を隠した。タンスの扉にもたれて座り込んでいる私と、私の下半身に馬乗りになっている体勢の辰星は目を見合わせる。	나는 한참 뒤 좁고 답답한 공간 안에서 내 위에 걸터앉은 수성과 눈이 마주쳤다.	Moments later, we found ourselves crammed into a tight, confined space, Chenxing straddling my lap as our eyes locked.						0
119	借着柜门缝隙的些许微光，我似乎能够看清楚少女白皙脸颊每一寸仿佛连毛孔都不存在的光滑肌肤。	藉著櫃門縫隙的些許微光，我似乎能夠看清楚少女白皙臉頰每一寸彷彿連毛孔都不存在的光滑肌膚。	扉の隙間から差し込んだわずかな光に照らされ、毛穴すら見えないうるおい、つややかでハリに満ちそうな少女の白い頬に不覚にも見とれてしまう。	찬장의 문틈으로 스며든 희미한 빛 덕분에 소녀의 희고 매끄러운 피부, 마치 모공조차 없는 듯한 그 결이 보이는 듯했다.	In the dim light filtering through the cracks of the cabinet door, her fair skin appeared flawless, like the finest porcelain.						0
120	她伸出一根纤细的手指抵在我的唇边，身体向后贴着柜门，正在细细聆听着柜子外的动静。	她伸出一根纖細的手指抵在我的唇邊，身體向後貼著櫃門，正在細細地聆聽著櫃子外的動靜。	出し抜けに、ほっそりとした人差し指をそっと唇に当ててくる。そして私の背後にある扉に耳を当て、外の様子を伺った。	그녀는 가느다란 손가락 하나를 내 입술 위에 대고, 몸을 뒤로 젖혀 문에 기대며 바깥의 소리를 조심스럽게 듣고 있었다.	Pressing a delicate finger against my lips, she leaned back against the cabinet, straining to catch any movement outside.						0
121	让我看看。	讓我看看。	ちょっと見せて……	제가 볼게요.	Let me take a look.						0
122	我压低声音开口，身体稍微向前，想要观察外界情况。可在这狭窄的空间改变体位不是一件容易的事情，而且不可避免会让我和辰星产生“肢体冲突”。	我壓低聲音開口，身體稍微向前，想觀察外界狀況。但在這狹窄的空間改變體位不是一件容易的事情，而且不可避免地會讓我和辰星產生一點“肢體衝突”。	ボソっと断りを入れ、外の様子を観察しようと体をくねらせる。ところがこの狭い空間で体の向きを変えるのはなかなか難儀で、体同士の接触が免れない。	나는 작은 목소리로 말하며 몸을 약간 앞으로 숙였다. 바깥 상황을 살펴보려 했지만, 이 좁은 공간에서 자세를 바꾸는 건 결코 쉬운 일이 아니었다. 그리고 어쩔 수 없이 수성과의 '스킨십'을 피할 수 없었다.	I spoke quietly as I leaned forward slightly, trying to get a better view of the situation outside. However, in this cramped space, adjusting my position inevitably led to some "unintentional contact" with Chenxing.						0
123	看……？分析员你要……呜！	看……？分析員你要……嗚！	み――……？いったい何……うっ！	보신다고요…? 분석가님 설마… 으윽!	Take a look...? Adjutant, what are you— mmph!						0
124	辰星显然对我完全没有防备，因为我的动作突然，她的重心猝不及防发生了变化，而这也让丰满与柔软的触感向我扑面而来。	辰星顯然對我完全沒有防備，因為我的動作突然，她的重心猝不及防發生了變化，而這也讓豐滿與柔軟的觸感向我撲面而來。	敵に気を取られていたからか急にあわあわしだす辰星。少し動いたら少女はバランスを崩して倒れかかってきた。思わず目を閉じると柔らかな感触が顔に乗っかった。	수성은 분명 아무런 경계심도 갖고 있지 않았다. 내가 갑작스럽게 움직였기 때문에 그녀의 중심이 예상치 못하게 흔들렸고 그로 인해 풍만하고 부드러운 감각이 나를 덮쳤다.	Caught off guard, Chenxing lost her balance as I shifted, and I found myself unexpectedly pressed against a soft, ample bosom.						0
125	嗯……	嗯……	んﾞー。	음…	Ngh...						0
126	意识到自己漏出了声音，辰星拼命咬住了嘴唇。	意識到自己漏出了聲音，辰星拼命咬住了嘴唇。	不意に漏らした嬌声の気恥ずかしさで、少女の唇は強く噛み締めて赤くなっている。	자신의 목소리가 흘러나온 것을 깨달은 수성은 필사적으로 입술을 깨물었다.	Realizing she'd let out a sound, Chenxing quickly bit her lip, silencing herself.						0
127	似乎是察觉到动静，外面有沉重的脚步声缓缓接近，密密麻麻，几乎无法判断数量。	似乎是察覺到動靜，外面有沉重的腳步聲緩緩接近，密密麻麻，幾乎無法判斷數量。	その時、扉の外から足音が伝わった。ドシン、ドシンと重く、途絶えることなくゆっくりと近づいてくるそれは、数多の足音だと気づく。	움직임을 감지한 듯 밖에서 무거운 발걸음이 천천히 다가오는데 그 수는 가늠하기 어려울 정도로 많았다.	Outside, heavy footsteps grew louder, as though drawn by the noise. The overlapping rhythm only emphasized the sheer number of enemies.						0
128	这等规模的敌人，与其正面对抗无疑是极不明智的。	這等規模的敵人，與其正面對抗無疑是極不明智的。	この規模の敵と真っ向から戦うのは愚策だ。今は身を隠して様子見が吉か。	이 정도 규모의 적을 정면으로 상대하는 건 너무 무모한 일이다.	Confronting them head-on would undoubtedly be a grave mistake.						0
129	此刻空气无比寂静，我与她的呼吸和心跳都仿佛交融在了一起。	此刻空氣無比寂靜，我與她的呼吸和心跳都彷彿交融在了一起。	物音ひとつないタンスの中、私と彼女の息と鼓動だけが響き合っていた。	공기는 그야말로 적막했다. 나와 그녀의 숨소리와 심장 박동이 서로 얽히는 듯했다.	Inside the cabinet, the silence grew suffocating. Our breaths and heartbeats blended together, their rhythms indistinguishable.						0
130	我能清晰感受到少女娇柔身躯在我的怀里的颤抖……她的体温……她的香味……	我能清晰感受到少女嬌柔身軀在我的懷裡的顫抖……她的體溫……她的香味……	華奢な体が私の腕の中でわずかに震えている……この温もりと香りにありったけの意識を向けて……	나는 품 안에 있는 소녀의 연약한 몸이 떨리는 걸 뚜렷이 느낄 수 있었다… 그녀의 체온… 그녀의 향기…	I could clearly feel the gentle trembling of her soft body in my arms... her warmth... her subtle fragrance...						0
131	时间不知道过去多久，外面的脚步声总算远去。	時間不知道過去多久，外面的腳步聲總算遠去。	どれくらい経っただろうか、外の足音がやっと遠ざかっていった。	얼마나 시간이 흘렀는지 알 수 없지만, 결국 밖에서 들리던 발소리는 서서히 멀어져 갔다.	Finally, after what felt like an eternity, the footsteps began to fade.						0
132	分析员。	分析員。	分析員。	분석가님…	Adjutant.						0
133	过程中她发颤的声音像是小猫一样挠着我的心尖。她因为过于紧张，双手紧紧环住了我的脖子。	過程中她發顫的聲音像是小貓一樣搔著我的心尖。她因為過於緊張，雙手緊緊環住了我的脖子。	微かな緊張をはらんだその声に心がくすぐられる。ふといつの間にか、辰星のか細い両腕はぎっしりと私を抱きついていた。	그녀가 떨리는 목소리로 부른 나지막한 소리는 마치 작은 고양이처럼 내 마음을 간지럽혔다. 수성은 지나치게 긴장한 나머지, 두 손으로 내 목을 단단히 감싸 안고 있었다.	Her trembling voice was like a delicate kitten scratching at my heart. Overwhelmed by tension, she clasped her arms tightly around my neck.						0
134	嗯。	嗯。	うん。	응.	Yes?						0
135	已经走啦……	已經走啦……	もう去っていきましたから……	다… 갔어요…	They're gone now...						0
136	她压着发颤的尾音。	她壓著發顫的尾音。	零したような声はやはり細い。	그녀는 떨리는 소리로 조심스럽게 말했다.	Her words ended on a shaky note.						0
137	分析员，您，您可以起来了……	分析員，您，您可以起來了……	そ、そろそろ離れてくれても……	분석가, 이제… 이제 일어나도 돼요…	Adjutant, you... you can get up now...						0
138	我不是说您这样做不行……只是这种情况下……	我不是說您這樣做不行……只是這種情況下……	嫌というわけでは……でも、こんな状況では……	제가 이런 걸 싫어한다는 뜻은 아니에요… 단지 이런 상황에서는…	Not that I don't like this... but this isn't really the best time...						0
139	她求饶的声音很可爱，但是……	她求饒的聲音很可愛，但……	これもまた可愛いのだけど……	그녀의 간청하는 듯한 목소리는 너무 귀여웠지만…	Her shy plea was irresistibly endearing. Still...						0
b-1											0
140	伸手拍拍她的胳膊	伸手拍拍她的胳膊	辰星の腕を叩く	그녀의 팔을 가볍게 두드린다.	Pat her arm						0
141	分析员？	分析員？	分析員？	분석가님?	Adjutant?						0
142	好痒……哈……	好癢……哈……	くふっ……くすぐったい、です……	윽, 간지러워요… 하…	That tickles... ah...						0
143	呜呜……	嗚嗚嗚…	うぅ……	하앗…	Nngh...						0
144	她的颤音像极了在向我讨饶，令人心动又令人怜惜。而我听到这声音，也不得不硬着头皮开口了。	她的顫音像極了在向我討饒，令人心動又令人憐惜。而我聽到這聲音，也不得不硬著頭皮開口了。	少女の喉から溢れた悲鳴に似たような声に思わずドギマギしてしまう。でもそんなことより……いまは大事なことを気づかせなくては……	그녀의 떨리는 목소리는 마치 간절히 애원하는 것 같았다. 그 소리는 가슴을 두근거리게 하면서도 동시에 연민을 자아냈다. 그렇지만 그런 목소리를 듣고도 나는 어쩔 수 없이 입을 열어야 했다.	Her soft whimper sounded like a plea for mercy, stirring a sense of tender pity and affection within me. Hearing her like this, I had no choice but to gently remind her of the truth.						0
145	我知道……可是想要我起来……你得先松开手。	我知道……可是要我起來……你得先鬆開手。	……まずてぇ……はなしてッ……	저도 알아요… 그런데 제가 일어나려면… 먼저 팔을 풀어주셔야겠네요.	I get it... but if you want me to get up, you'll have to let go first...						0
146	无奈之下，就算知道这句话会让她格外羞耻，我还是只能这么提醒。	無奈之下，就算知道這句話會讓她格外羞恥，我還是只能這麼提醒。	はにかみ屋の少女には死ぬほど恥ずかしい一言なのはわかる。でも言わなければ確実に死人が出る。	어쩔 수 없이 그녀에게 이렇게 말했지만, 이 말이 그녀를 더욱 부끄럽게 만들 거라는 건 알고 있었다.	Even knowing how mortified my words might leave her, I couldn't hold them back.						0
147	……！？？	……！？？	……！？	…!?	...!??						0
148	仿佛被一语惊醒，辰星的瞳孔地震一般颤动起来，然后慌乱松开紧紧环住我脖子的胳膊。	彷彿被一語驚醒，辰星的瞳孔地震一般顫動起來，然後慌亂鬆開緊緊環住我脖子的胳膊。	言われて瞳が激しく揺れだし、あわてふためきながら、私の首筋から引き離した両腕を空中にばたつかせる。	마치 말 한마디에 정신이 번쩍 든 듯, 수성의 동공이 흔들리며 떨렸다. 그러고는 서둘러 내 목을 꼭 감싸고 있던 팔을 풀었다.	Her eyes widened in shock, and as if struck by a sudden realization, she flusteredly withdrew her arms, releasing me.						0
149	呼……呼……差点就被……闷……咳。	呼……呼……差點就被……悶……咳。	っはぁ……っはぁ……しぬとこ……だった……けほけほ……	후… 후… 하마터면… 숨이… 컥…	Huff... huff... almost smother— Ahem.						0
150	我喘着气，对上辰星颤动的目光，看着她垂头丧气的可怜模样，迅速咽回后面几个字。	我喘著氣，對上辰星顫動的目光，看著她垂頭喪氣的可憐模樣，迅速嚥回後面幾個字。	息を切らしながら目を上に向けると、少女の申し訳なそうな目にぶつかる。がっくりとうなだれているその姿は新鮮で愛らしく、あどけなさが体当たりしてくるような。	숨을 몰아쉬며 그녀의 떨리는 눈빛과 마주쳤다. 머리를 떨구고 풀이 죽어 있는 그녀의 안쓰러운 모습에 나는 뒤이어 하려던 말을 삼키고 말았다.	Catching my breath, I met her piteous gaze. The crestfallen look in her eyes made me swallow the rest of my words.						0
151	……分析员，我不是故意的。	……分析員，我不是故意的。	……ご、ごめんなさい。わ、わざとでは……	… 분석가님, 미안해요. 일부러 그런 건 아니에요.	...Adjutant, I didn't mean to do that.						0
152	你道什么歉啊。	你道什麼歉。	いや、辰星が謝ることじゃない。	뭐가 미안하다는 건가요.	There's no need to apologize.						0
153	我知道刚才的动作对于辰星来说有些刺激了，所以我决定安抚下她。	我知道剛才的動作對辰星來說有些刺激了，所以我決定安撫下她。	さすがに今の出来事は彼女にとっては過激すぎたのか。はやく何か慰めの言葉をかけないと。	아까의 행동이 수성에게는 조금 자극이 됐을 거란 걸 알고 있었기에, 그녀를 조금 안심시키기로 했다.	I understood what just happened was far too spicy for Chenxing, so I softened my tone, hoping to soothe her.						0
