xxx_3692308446	A	A	A	A	A	A	A	A	A	A	A
88	少顷，细若蚊蝇又无可奈何的几个字从她口中被挤了出来。	少頃，細若蚊蠅又無可奈何的幾個字從她口中被擠了出來。	しばらくして、蚊の鳴くような、でも逃げ場のない一言が唇からこぼれる。	잠시 후, 그녀는 체념한 듯 모기 소리만큼 작게 몇 마디를 짜냈다.	After a moment, helpless words barely louder than a whisper were squeezed from her lips.						0
89	继，继续……	繼，繼續……	つ、続き……して……	계, 계속해…	Y—You can keep going...						0
90	再说一遍？	再說一遍？	聞こえなかった。もう一度。	뭐라고?	Come again?						0
91	我说，继续啦……	我說，繼續啦……	つ、続きしてって言ったの……！	계속하라고…	I said keep going...						0
92	这还差不多。	這還差不多。	それなら、遠慮はしない。	그렇게 나와야지.	That's more like it.						0
93	于是在某个看不见的地方，一颗火种激烈地燃烧起来。	於是在某個看不見的地方，一顆火種激烈地燃燒起來。	見えないところで灯っていた火種に、一気に風が吹き込む。	그렇게 보이지 않는 어딘가에서 불씨가 격렬하게 타올랐다.	Somewhere deep, a buried spark suddenly roared into flame.						0
94	不知何时，少女的鼻息已然落在了我的肩头，喘息声早已无法抑制，起落的呼吸中漾起桃红色的波澜。	不知何時，少女的鼻息已然落在了我的肩頭，喘息聲早已無法抑制，起落的呼吸中漾起桃紅色的波瀾。	いつの間にか、ミアの鼻先が私の肩に埋まっていた。荒くなった呼吸が肌を撫でるたび、桃色の波が、喉元から胸の奥へ押し寄せては弾けていく。	어느새 소녀의 숨결이 내 어깨에 닿았다. 숨소리는 이미 억제할 수 없었고, 오르내리는 호흡 속에서 복숭아빛 물결이 일렁였다.	At some point, her breath had fallen against my shoulder, her panting now impossible to hide. Each rise and fall of her breathing sent rosy ripples flowing.						0
95	——正如少女眼中绽开的红色，那同样也是我喜欢的红色。	——正如少女眼中綻開的紅色，那同樣也是我喜歡的紅色。	――それは、彼女の瞳に咲いていた紅と同じ、私の好きな色だ。	…소녀의 눈에 피어난 붉은색처럼, 그것 역시 내가 좋아하는 붉은색이었다.	Just like the red blooming in her eyes. That, too, was a shade of red I loved.						0
96	那个，慢……唔，慢一点儿……	那個，慢……唔，慢一點……	あ、あのね……も、もうちょっと……ん、ゆっくり……	저기, 천… 으음, 천천히…	Um, slow... Mmm, slow down...						0
97	我是说，慢一点儿……我没想过，和歧路宇宙里不一样……	我是在說，慢一點……我沒想過，和歧路宇宙裡不一樣……	ち、違うし……その……岐路宇宙のときと、全然……違うんだもん……	그, 천천히 해달라고… 크로스버스랑은 다를 줄 몰랐단 말이야…	Slow down a little... I didn't know it'd be so different from Divergent Cosmos...						0
98	米娅的声音含混不清，像是沉醉于某种甘露或醇酬。	米婭的聲音含混不清，像是沉醉於某種甘露或醇酬。	ミアの声はとろけていて、甘い酒に浸した飴玉みたいに、言葉の輪郭が溶けていく。	흐릿하고 불분명한 목소리로 말하는 미아는 마치 달콤한 이슬 혹은 술에 취한 것 같았다.	Mia's voice was vague and unsteady, like she'd been intoxicated on nectar or fine wine.						0
99	你刚才可不是这么说的。	你剛才可不是這麼說的。	さっきまでは、ずいぶん強気だったはずだが。	조금 전엔 그렇게 말하지 않았잖아.	That's not what you said just now.						0
100	刚，刚才……	剛，剛才……	さ、さっきは……	조, 조금 전에는…	Just now...						0
101	我是说，唔，刚才……	我是在說，唔，剛才……	あたし、その……	그러니까, 으음, 조금 전에는…	I mean, nngh, just now...						0
102	刚才，唔……	剛才，唔……	さっきは――	조금 전에는, 으음…	Just now, mmh...						0
103	她没能继续说下去，因为下一个瞬间，我用吻堵住了她颤抖的嘴唇。	她沒能繼續說下去，因為下一個瞬間，我用吻堵住了她顫抖的嘴唇。	それ以上続けさせないように、私は唇を重ねた。今度の口づけは、さっきまでとはまるで違う。	그녀는 말을 잇지 못했다. 다음 순간, 떨리는 그녀의 입술을 막아버린 나의 키스 때문에.	She couldn't get the rest out, because in the next instant, I sealed her trembling lips with a kiss.						0
104	那个吻极深极重，是我倾尽了一切的，甚至要将灵魂都注入其中的爱恋。	那個吻極深極重，是我傾尽了一切的，甚至要將靈魂都注入其中的愛戀。	深く、強く、逃げ場も残さず、ありったけの想いを押し込めていく。息も声も奪って、ただ彼女の名前だけが、心のなかで何度も反響した。	그것은 아주 깊고 진한 키스였다. 내 모든 것을 쏟아부은, 영혼마저 넣어주려는 사랑이었다.	The kiss was deep and heavy, carrying everything I had, so full of love it felt as though even my soul was pouring into it.						0
105	没有更多的言语，只是月色一再洒落在床榻上，见证两道身影交叠重合在温柔的怀抱里。	沒有更多的言語，只是月色一再灑落在床榻上，見證兩道身影交疊重合在溫柔的懷抱裡。	言葉はいらない。月光だけがシーツに静かに降り続ける。重なった影がひとつに溶けていく。それを夜が黙って見届け、やがて窓の向こうに白い光が滲みはじめる。	더 이상의 말은 없었다. 그저 달빛이 침대 위로 계속해서 쏟아지며, 부드러운 품 안에서 겹쳐지는 두 그림자를 지켜볼 뿐이었다.	There was no need for more words. Moonlight just kept spilling across the bed, bearing silent witness as two silhouettes intertwined in a tender embrace...						0
106	——直至夜尽天明。	——直至夜盡天明。	――そして、夜が明けていくまで。	…밤이 다하고 날이 밝을 때까지.	—Until night gave way to dawn.						0
