xxx_1804422753	A	A	A	A	A	A	A	A	A	A	A
Girl020RM2.162.06	因为有分析员在陪着我嘛！	因為有分析員在陪著我嘛！	ふふ。分析員さんがそばにいてくれるもの！	그야 분석가가 날 돌봐주고 있으니까!	That's because you're here to keep me company!						0
Girl020RM2.163.01	摸摸克罗瑞娜的肚子，刚才她几乎没怎么吃东西。	摸摸克羅瑞娜的肚子，剛才她幾乎沒怎麼吃東西。	クラウリナのお腹に触れてみた。さっき、彼女はほとんど食べていなかった。	클라리나의 배를 쓰다듬어 보았다. 아까 그녀는 거의 아무것도 먹지 않았다.	I gently rubbed Clarina's belly. She'd barely eaten anything earlier.						0
Girl020RM2.163.02	咕……	咕……	ぐぅ……	꼬륵…	*stomach grumble*						0
Girl020RM2.163.03	是不是饿了，我去给你弄点吃的来。	是不是餓了，我去幫你弄點吃的來。	お腹が空いたのか？食べ物を持ってこよう。	배고프지? 내가 뭐 좀 가져다줄게.	Are you hungry? I'll go get you something to eat.						0
Girl020RM2.163.04	我不饿，我想分析员在这里陪着我。	我不餓，我想分析員在這裡陪著我。	空いてないわ。分析員さん、いかないで、ここにいて。	배 안 고파. 분석가가 그냥 내 옆에 있어 줬으면 좋겠어.	No, I'm good. I just want you to stay here with me.						0
Girl020RM2.163.05	说完，她欲盖弥彰地捂住了自己的肚子。	說完，她欲蓋彌彰地摀住了自己的肚子。	そう言うと、彼女は取り繕うように自分のお腹を押さえた。	그렇게 말하더니, 그녀는 오히려 더 티가 나게 자신의 배를 감쌌다.	She clutched her belly, trying to act like it hadn't just growled.						0
Girl020RM2.163.06	好吧，那等你好些了再吃东西。	好吧，那等你好點了再吃東西。	分かった。もう少し休んでから食べようか。	알았어, 그럼 컨디션 좀 나아지면 그때 먹자.	Alright, it can wait until you're feeling better.						0
Girl020RM2.164.01	摸摸克罗瑞娜的心口，心跳声很快，带着我的手掌一起微微震动。	摸摸克羅瑞娜的胸口，心跳聲很快，帶著我的手掌一起微微震動。	クラウリナの胸に触れると、彼女の鼓動はまだ速く、私の手と一緒にわずかに震えていた。	클라리나의 심장 쪽을 어루만지자, 심장 박동이 너무 빨라서 내 손바닥까지 미세하게 진동했다.	I placed a hand on her chest. Her heart was racing, and I could feel it trembling through my palm.						0
Girl020RM2.164.02	嗯。	嗯。	ええ。	응.	Mmm...						0
Girl020RM2.164.03	因为我的动作，克罗瑞娜原本就红的脸更红了一些。	因為我的動作，克羅瑞娜原本就紅的臉又更紅了一點。	私の行動のせいで、元々赤かったクラウリナの顔がさらに赤くなった。	내 동작 때문에, 원래도 붉던 클라리나의 얼굴이 더 발그레해졌다.	Seeing where my hand was, Clarina's blush deepened.						0
Girl020RM2.164.04	如果心脏不舒服的话要及时跟我说。	如果心臟不舒服的話要及時跟我說。	心臓が苦しくなったら、すぐに言うんだぞ。	심장에 불편한 느낌이 들면 바로 말해야 해.	Tell me right away if your heart hurts or feels uncomfortable.						0
Girl020RM2.164.05	啊！原来是检查身体吗，我还以为……	啊！原來是檢查身體嗎，我還以為……	あ！さっきのって診察だったのね。てっきり……	아! 몸 상태를 봐주는 거였구나. 난 또…	Oh! You're checking my heart? I thought...						0
Girl020RM2.164.06	好、好的，不舒服我就告诉分析员。	好、好的，不舒服我就告訴分析員。	わ、わかったわ。すぐに言うわね。	아, 알았어! 불편하면 분석가한테 바로 말할게.	O—Okay, I'll let you know.						0
Girl023RM2.1.1	唔……诶？	唔……誒？	……って、あれ？	음… 엣?	Mmm... Huh?						0
Girl023RM2.1.2	分析员倒是很大胆嘛……就知道你会这么做！	分析員倒是很大膽嘛……就知道你會這麼做！	もう～、分析員ってば、意外と攻めてくるじゃん……って、そう来るの？	분석가 대담한데… 역시 그럴 줄 알았어!	You surely are bold, Adjutant... though I knew you'd do this!						0
Girl023RM2.1.3	你落入米娅的温柔陷阱了哦！	你落入米婭的溫柔陷阱了哦！	やーん、完全にミアのやさし～いトラップにハマってるかんね。	미아의 따뜻한 함정에 빠졌구나!	Heh, you walked straight into my soft little snare~!						0
Girl023RM2.2.1	唔……只是这样嘛？	唔……只是這樣嘛？	……んー？おでこだけで終了ってワケ？	음… 그게 다야?	Mmm... is that really all you want?						0
Girl023RM2.2.2	其实其他地方……我也不介意的哦？	其實其他地方……我也不介意的哦？	あたし的には、ほら、ほかのトコでも、ぜんっぜん構わないんだけどな～？	사실 다른 곳도… 괜찮은데.	I don't mind if your hands explore... other places.						0
Girl023RM2.2.3	再下面一点，或者……再再下面一点？	再下面一點，或者……再再下面一點？	もうちょい下とかさ？それか……も～っと下とか。	좀 더 아래, 아니면… 더더 아래?	A bit lower... or maybe... even lower?						0
Girl023RM2.3.1	诶？分析员居然是对那种地方感兴趣的吗？	誒？分析員居然是對那種地方感興趣的嗎？	ええっ、分析員って、そういうトコのほうが気になっちゃうタイプ？	응? 분석가, 그런 곳에 관심 있는 거야?	Oh? So that's the place that catches your attention?						0
Girl023RM2.3.2	看来是米娅的战略失策了，明明胸部才是大杀器……	看來是米婭的戰略失策了，明明胸部才是大殺器……	うわぁ、完璧に読み違えてたかも。ホントはバストが最強兵器のつもりだったのに～	미아의 전략 실패네, 필살 무기는 가슴이었는데…	Seems my strategy missed the mark this time — I thought my chest was my trump card...						0
Girl023RM2.3.3	下次要想办法继续提高胸部的诱惑力！	下次要想辦法繼續提高胸部的誘惑力！	次は、もっとおっぱいの破壊力、底上げしないとダメじゃん、これ。	다음엔 가슴의 매력을 더 높여야겠어!	Guess I'll have to make it even more tempting next time!						0
Girl001RM5.58.01	是不是这里？	是不是這裡？	ここか。	여기?	How about here?						0
Girl001RM5.58.02	安卡希雅灰色的额发像是沾上了星空的光泽。	安卡希雅灰色的額髮像是沾上了星空的光澤。	灰色の前髪が、星の名残みたいに淡く艶めく。	아카시아의 회색 앞머리가 별빛이 스며든 것처럼 빛나고 있었다.	Acacia's grey forelock shimmered with a luster like the starry sky.						0
Girl001RM5.58.03	撩开额发，我吻了上去。	撩開額髮，我吻了上去。	それをそっと払って、彼女の額へ口づける。	앞머리를 쓸어 올리고, 나는 그곳에 입을 맞췄다.	I pushed her hair aside and kissed her forehead.						0
Girl001RM5.58.04	嗯，这里，是“神合意炽”之契约。	嗯，這裡，是「神合意熾」之契約。	うん。ここは――「神託の契」。	응, 여기는 '신의 뜻이 하나로 타오르는' 계약이야.	Mhm. This is the pact of "Spirits in Blazing Accord."						0
Girl001RM5.58.05	在这里的契印，能让两个人无比默契，永远有说不完的话。	在這裡的契印，能讓兩個人無比默契，永遠有說不完的話。	ここに契印を交わせば、二人は息まで噛み合って……言葉なんて、いくらでも溢れてくる。	여기에 계약 증표가 있으면 두 사람이 무척 잘 통하게 돼서, 영원히 대화가 끊이지 않게 돼.	The sigil here allows two people to be in perfect sync, with endless words to share.						0
Girl001RM5.58.06	她也轻轻抚上我的发际，郑重而珍爱地吻上我的额头。	她也輕輕撫上我的髮際，鄭重而珍愛地吻上我的額頭。	彼女も私の髪際に触れ、同じくらい丁寧に――額へ、誓うようにキスを返す。	그녀도 내 이마를 부드럽게 어루만지며, 정중하고 소중하게 내 이마에 입을 맞췄다.	She also gently stroked my hair and placed a solemn, cherished kiss on my forehead.						0
Girl001RM5.59.01	是不是这里？	是不是這裡？	じゃあ、ここは？	여기?	How about here?						0
Girl001RM5.59.02	我抚上安卡希雅颈侧的肌肤，手指滑到她的唇瓣，粉红的嘴唇小巧而饱满。	我撫上安卡希雅頸側的肌膚，手指滑到她的唇瓣，粉紅的嘴唇小巧而飽滿。	彼女の首筋に指を滑らせ、喉元の熱を確かめるみたいに撫でた。それから指先を彼女の唇へ。小さくて、柔らかくて――	나는 아카시아의 목덜미에 손을 얹고, 손가락을 미끄러트려 그녀의 입술로 옮겨갔다. 분홍빛 입술은 작고 도톰했다.	I caressed the skin at the side of Acacia's neck, fingers sliding to her lips. Her pink lips were small and full.						0
Girl001RM5.59.03	平常她总是面无表情，其实她笑起来时，嘴唇尤其好看。	平常她總是面無表情，其實她笑起來時，嘴唇尤其好看。	黙っている顔の奥に、いちばん素直な温度が隠れている場所。	평소에는 무표정하지만, 웃을 때 입술은 특히 예쁘다.	She was usually expressionless, but her lips were especially beautiful when she smiled.						0
Girl001RM5.59.04	这里，是“灵欲交融”之契约。	這裡，是「靈欲交融」之契約。	ここは――「魂恋の契」。	여기는 '영혼과 욕망이 함께 스며드는' 계약이야.	Here is the pact of "Intertwined Soul and Flesh."						0
Girl001RM5.59.05	在这里的契印，能让两个人永远都彼此喜欢，永不分离。	在這裡的契印，能讓兩個人永遠都彼此喜歡，永不分離。	ここに刻めば、好きがほどけない。離れても、気づけばまた――互いへ引き寄せられる。	여기에 계약 증표가 있으면 두 사람이 영원히 서로를 좋아하고, 영원히 떨어지지 않게 돼.	This sigil binds two people in eternal affection, never to be parted.						0
Girl001RM5.59.06	说完，安卡希雅轻轻歪头，吻上我的嘴唇。	說完，安卡希雅輕輕歪頭，吻上我的嘴唇。	そう囁いて、アカシアは少しだけ首を傾け――私の唇を、今度は逃げずに塞いだ。	말을 마치고, 아카시아가 살짝 고개를 틀어 내 입술에 입을 맞췄다.	As she finished, Acacia tilted her head and kissed me on the lips.						0
Girl001RM5.59.07	湿润的触感微微颤抖，她微张开嘴，贝齿在我的下唇不轻不重地辗转厮磨，以吮吸表达眷恋。	濕潤的觸感微微顫抖，她微張開嘴，牙齒在我的下唇不輕不重地輾轉摩擦，以吮吸表達眷戀。	濡れた熱が小さく震えた。アカシアはわずかに口を開き、白い歯先で私の下唇を甘く挟んでは離す。吸うみたいな仕草が、執着の輪郭をつくる。	촉촉한 감촉이 미세하게 전율하며, 그녀가 입을 살짝 벌려 내 아랫입술을 가볍게 깨물고 비비며 빨아들이면서 애정을 표현했다.	The soft dampness of her lips trembled slightly. She parted her lips, her teeth gently grazing and nibbling my lower lip, expressing her longing with a soft suction.						0
Girl001RM5.59.08	安卡希雅，忘记有没有跟你说过，你笑起来的时候，嘴唇总是特别迷人。	安卡希雅，忘記有沒有跟你說過，你笑起來的時候，嘴唇總是特別迷人。	前に言ったか忘れたけど――アカシアが笑うと、唇がやけに目を引く。	아카시아, 말한 적 있는지 모르겠는데, 넌 웃을 때 입술이 특히 매력적이야.	Acacia, did I mention that your lips are especially captivating when you smile?						0
Girl001RM5.59.09	唔？怎么……	嗯？怎麼……	ん？どうして……	응? 그게 무슨…	Hmm? Why do you...						0
Girl001RM5.59.10	所以，平常要记得多笑一笑，这样我会忍不住想吻你。	所以，平常要記得多笑一笑，這樣我會忍不住想吻你。	だから、普段からもう少し笑ってくれ。そうすると私が、我慢できなくなる。キスしたくなる。	그러니까 평소에 더 많이 웃어줘, 그럼 난 못 참고 키스하고 싶어질 테니까.	So, remember to smile more often. That way, I won't be able to resist kissing you.						0
Girl001RM5.59.11	不等她回答，我以更重些的力道回吻，封住她接下来所有话语。	不等她回答，我以更重點的力道回吻，封住她接下來所有話語。	返事を待たずに、私はもう一段深く口づけた。彼女の言葉の続きを、優しく――でも確実に塞いでしまうように。	그녀가 대답하기도 전에, 나는 더 강하게 키스하며 그녀의 말을 막았다.	Before she could answer, I kissed back with more force, silencing whatever she was about to say.						0
Girl001RM5.60.01	是不是这里？	是不是這裡？	じゃあ、ここは？	여기?	How about here?						0
Girl001RM5.60.02	我抚上她心口的位置，此刻她的心跳如同擂鼓，连带着胸前的柔软也抑制不住地颤抖。	我撫上她心口的位置，此刻她的心跳如同擂鼓，連帶著胸前的柔軟也抑制不住地顫抖。	手のひらを彼女の胸元に添える。鼓動が、擂鼓みたいに速い。布越しに伝わる震えが、彼女の呼吸といっしょに揺れていた。	나는 그녀의 심장 쪽을 어루만졌다. 순간 그녀의 심장박동이 북소리처럼 쿵쾅대면서 부드러운 가슴까지 저절로 전율했다.	I caressed the spot over her heart. Right now, her heart was beating like a drum, causing the softness of her chest to tremble uncontrollably.						0
Girl001RM5.60.03	这里……这里是“心焰共燃”之契约。	這裡……這裡是「心焰共燃」之契約。	ここ……ここは「ほどけぬ火の契」。	여기는… 여기는 '마음의 불꽃이 함께 타오르는' 계약이야.	Here... This is the pact of "Heartflames Burning as One."						0
Girl001RM5.60.04	在这里的契印，能让两个人心心相印，谁也不能将你我分开。	在這裡的契印，能讓兩個人心心相印，誰也不能將你我分開。	ここに契印を重ねると、二人の心は同じ火で燃える。――誰にも、ほどけない。	여기에 계약 증표가 있으면 두 사람의 마음이 이어져서, 누구도 우리를 갈라놓을 수 없어.	The sigil here binds two hearts together. No one can ever tear us apart.						0
Girl001RM5.60.05	我扶住安卡希雅快要倾倒的身体，低头向她的胸口吻了上去。	我扶住安卡希雅快要傾倒的身體，低頭向她的胸口吻了上去。	崩れそうになる彼女を支えて、胸元へ静かに口づけを落とした。	나는 쓰러질 듯한 아카시아의 몸을 붙잡고, 고개를 숙여 그녀의 가슴에 입을 맞췄다.	I steadied Acacia's nearly collapsing body and lowered my head to kiss her chest.						0
Girl001RM5.60.06	衣衫划开两寸，细腻的肌肤含在嘴里，竟像是稍一用力便会化开的触感。	衣衫劃開兩寸，細膩的肌膚含在嘴裡，竟像是稍一用力便會化開的觸感。	襟元が少しだけずれて、ひやりとした夜気の隙間から、あたたかな素肌の気配がのぞく。	옷깃을 조금 풀어 헤치고 부드러운 피부를 입에 머금자, 조금만 힘을 줘도 녹아버릴 듯한 감촉이 느껴졌다.	Her clothes parted a few inches. The delicate skin I took into my mouth felt as if it would melt with the slightest pressure.						0
Girl001RM5.60.07	也正因这肌肤太过白皙，她胸前留下的深浅嫣红才格外显眼。	也正因這肌膚太過白皙，她胸前留下的深淺嫣紅才格外顯眼。	白さが際立つぶん、触れた痕の淡い紅が、やけに目立つ。	피부가 너무 하얀 탓에 그녀의 가슴에 얼룩덜룩하게 남은 붉은 자국들이 유난히 눈에 띄었다.	The rosy mark blooming on her pale skin was especially striking.						0
Girl001RM5.60.08	“啵”。	「啵。」	ちゅ。	 '쪽'.	*kiss—*						0
Girl001RM5.60.09	学着我的样子，安卡希雅也在我的胸前留下心灵之爱的契印。	學著我的樣子，安卡希雅也在我的胸前留下心靈之愛的契印。	真似をするように、アカシアも私の胸元へ――小さく、でも真面目に「契印」を残す。	나를 따라서 아카시아도 내 가슴에 마음의 사랑을 뜻하는 계약 증표를 남겼다.	Following as I had done, Acacia left a sigil of soul-deep love on my chest.						0
